step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0224,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4224,-0.0787,0.0195,-0.1864,-0.4413,0.0
3,Epistemic,-1.0,-1.5012,0.2536,0.7146,0.1429,0.1091,2.2349
4,Epistemic,-1.0,-2.2476,0.5668,0.23,0.2167,0.1117,6.1496
5,Epistemic,-1.0,-2.6808,0.6006,0.2218,0.2203,0.094,3.1507
6,Epistemic,-1.0,-3.0802,0.829,0.2137,0.2395,0.0906,5.522
7,Epistemic,-1.0,-3.2512,0.9162,0.1787,0.2523,0.089,7.9547
8,Epistemic,-1.0,-3.335,0.9357,0.1486,0.2592,0.0875,8.8819
9,Epistemic,-1.0,-3.3993,0.9699,0.1305,0.2645,0.0867,9.8815
10,Epistemic,-1.0,-3.4294,1.0046,0.1122,0.2693,0.0864,11.4308
11,Epistemic,-1.0,-3.4248,0.9247,0.0911,0.2694,0.0851,10.1229
12,Epistemic,-1.0,-3.5001,0.8959,0.1,0.2676,0.0833,6.8581
13,Epistemic,-1.0,-3.6042,0.9457,0.117,0.267,0.0817,3.7743
14,Epistemic,-1.0,-3.6584,1.1068,0.1169,0.271,0.0818,6.7477
15,Epistemic,-1.0,-3.5516,1.0338,0.07,0.2729,0.0819,7.6706
16,Epistemic,-1.0,-3.5178,0.9881,0.053,0.2736,0.0817,7.7031
17,Epistemic,-1.0,-3.5297,0.8714,0.0519,0.2715,0.0806,5.4419
18,Epistemic,-1.0,-3.6583,1.0573,0.0862,0.2728,0.0805,6.1135
19,Epistemic,-1.0,-3.601,1.0337,0.0613,0.2738,0.0804,6.5815
20,Epistemic,-1.0,-3.5673,0.964,0.0467,0.2736,0.0801,5.9518
21,Epistemic,-1.0,-3.6033,0.9971,0.0542,0.2738,0.0799,5.6315
22,Epistemic,-1.0,-3.6062,1.1568,0.0514,0.2766,0.0805,8.4302
23,Epistemic,-1.0,-3.4494,1.0246,0.0034,0.2776,0.0808,8.5199
24,Epistemic,-1.0,-3.4248,0.9814,0.0036,0.278,0.0809,8.4757
25,Epistemic,-1.0,-3.4434,0.9647,0.0017,0.2781,0.0809,8.4801
26,Epistemic,-1.0,-3.4786,0.9437,0.0116,0.2778,0.0808,8.3489
27,Epistemic,-1.0,-3.535,0.9799,0.0273,0.2778,0.0807,8.1835
28,Epistemic,-1.0,-3.5551,1.0489,0.032,0.2785,0.0808,8.739
29,Epistemic,-1.0,-3.5062,0.9373,0.0164,0.2781,0.0806,8.4409
30,Epistemic,-1.0,-3.5689,1.0065,0.034,0.2782,0.0805,8.4023
1,RandomBabbler,1.0,0.0,-0.0224,0.0,0.08,0.08,0.0
2,RandomBabbler,-1.0,0.9776,-0.1695,0.0018,0.1734,0.1773,0.0
3,RandomBabbler,0.0,-0.1919,0.0763,0.0267,0.1817,0.1802,-0.6152
4,RandomBabbler,1.0,-0.1156,0.1637,0.0186,0.1981,0.1825,-1.7993
5,RandomBabbler,0.0,1.0481,-0.0622,0.0071,0.1257,0.1109,-1.4272
6,RandomBabbler,-0.4,0.9859,-0.0078,0.0161,0.0885,0.0792,-0.9669
7,RandomBabbler,1.0,0.5781,0.0438,0.0247,0.0724,0.0718,-0.2936
8,RandomBabbler,1.0,1.6219,-0.1645,0.0716,0.085,0.0655,-0.0796
9,RandomBabbler,1.0,2.4574,-0.4376,0.1864,0.1315,0.0709,5.0723
10,RandomBabbler,0.4,3.0198,-0.6658,0.2497,0.1698,0.0723,13.2682
11,RandomBabbler,-1.0,2.754,-0.6204,0.0805,0.1844,0.0752,15.9817
12,RandomBabbler,0.0,1.1336,-0.1869,0.1124,0.1836,0.0758,14.4594
13,RandomBabbler,0.4,0.9467,-0.1652,0.1059,0.1833,0.0763,12.5908
14,RandomBabbler,-0.4,1.1815,-0.0756,0.1101,0.1782,0.076,16.2065
15,RandomBabbler,1.0,0.7059,-0.0152,0.0879,0.1758,0.076,18.5134
16,RandomBabbler,0.7,1.6908,-0.2306,0.08,0.1726,0.0762,19.2965
17,RandomBabbler,1.0,2.1602,-0.4986,0.0175,0.1794,0.0792,18.3954
18,RandomBabbler,0.7,2.6616,-0.5801,0.0836,0.1851,0.0797,20.1303
19,RandomBabbler,-0.4,2.7815,-0.6226,0.1016,0.1905,0.0798,22.1201
20,RandomBabbler,0.0,1.7589,-0.3016,0.0882,0.1895,0.0803,21.7543
21,RandomBabbler,1.0,1.4573,-0.2115,0.1056,0.188,0.0806,22.232
22,RandomBabbler,-1.0,2.2458,-0.287,0.0158,0.1833,0.079,22.9478
23,RandomBabbler,0.7,0.9588,-0.0008,0.1032,0.1808,0.0788,27.9583
24,RandomBabbler,0.7,1.658,-0.1768,0.0832,0.1779,0.0785,30.5525
25,RandomBabbler,1.0,2.1812,-0.3644,0.0145,0.1772,0.0784,30.6409
26,RandomBabbler,-0.7,2.8168,-0.6591,0.1229,0.1827,0.079,35.0305
27,RandomBabbler,1.0,1.4576,-0.1898,0.0984,0.1813,0.0791,36.0756
28,RandomBabbler,0.0,2.2678,-0.3736,0.0044,0.1804,0.0788,36.133
29,RandomBabbler,-1.0,1.8942,-0.3332,0.0591,0.1802,0.0791,35.6485
30,RandomBabbler,0.0,0.561,-0.0377,0.0762,0.1798,0.0791,36.4178
