step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0644,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3356,0.0815,0.0178,0.2428,0.7235,0.0
3,Epistemic,-1.0,-1.2541,0.1291,0.8334,0.1123,0.0854,-0.6273
4,Epistemic,-1.0,-2.125,0.323,0.1469,0.1412,0.073,-0.3256
5,Epistemic,-1.0,-2.802,0.5735,0.1777,0.1767,0.073,2.4638
6,Epistemic,-1.0,-3.2285,0.8354,0.191,0.2116,0.077,10.0499
7,Epistemic,-1.0,-3.3931,0.8699,0.1689,0.2259,0.0764,13.1519
8,Epistemic,-1.0,-3.5231,0.9212,0.1527,0.2351,0.0757,15.3761
9,Epistemic,-1.0,-3.602,1.0479,0.1358,0.2469,0.077,21.1294
10,Epistemic,-1.0,-3.5541,1.0172,0.0957,0.2536,0.0777,24.0586
11,Epistemic,-1.0,-3.5369,1.0281,0.0754,0.2589,0.0784,26.4823
12,Epistemic,-1.0,-3.5088,0.9392,0.0572,0.26,0.0782,26.5246
13,Epistemic,-1.0,-3.5696,1.0196,0.0676,0.263,0.0784,27.9058
14,Epistemic,-1.0,-3.55,1.0049,0.0544,0.265,0.0785,28.7718
15,Epistemic,-1.0,-3.545,0.9301,0.0476,0.2648,0.0781,28.2031
16,Epistemic,-1.0,-3.6149,1.0723,0.0634,0.2675,0.0785,30.1423
17,Epistemic,-1.0,-3.5426,1.02,0.0371,0.2691,0.0787,30.8789
18,Epistemic,-1.0,-3.5226,1.1121,0.0286,0.2724,0.0795,32.485
19,Epistemic,-1.0,-3.4104,0.9406,0.0042,0.2726,0.0796,32.4632
20,Epistemic,-1.0,-3.4698,0.9559,0.0123,0.2728,0.0796,32.4807
21,Epistemic,-1.0,-3.5139,1.0494,0.0241,0.2743,0.0799,33.1962
22,Epistemic,-1.0,-3.4645,0.9701,0.0088,0.2746,0.08,33.2473
23,Epistemic,-1.0,-3.4943,1.0223,0.0167,0.2756,0.0802,33.5922
24,Epistemic,-1.0,-3.472,0.9461,0.0096,0.2754,0.0801,33.5357
25,Epistemic,-1.0,-3.5259,1.0055,0.0245,0.2759,0.0801,33.7424
26,Epistemic,-1.0,-3.5204,1.0427,0.0218,0.2768,0.0803,34.2465
27,Epistemic,-1.0,-3.4777,1.0024,0.0087,0.2773,0.0804,34.3641
28,Epistemic,-1.0,-3.4754,0.9727,0.0076,0.2774,0.0804,34.3793
29,Epistemic,-1.0,-3.5027,0.9274,0.0151,0.2769,0.0802,34.0799
30,Epistemic,-1.0,-3.5753,1.0449,0.0356,0.2775,0.0803,34.5871
1,RandomBabbler,1.0,0.0,0.0644,0.0,0.08,0.08,0.0
2,RandomBabbler,-1.0,1.0644,-0.0182,0.0055,0.0171,0.016,0.0
3,RandomBabbler,1.0,0.0462,0.0031,0.0008,0.0169,0.016,0.0011
4,RandomBabbler,1.0,1.0494,-0.1263,0.0001,0.0679,0.064,-0.0166
5,RandomBabbler,-0.7,1.9231,-0.3505,0.1061,0.1391,0.09,3.2296
6,RandomBabbler,1.0,0.8726,-0.0593,0.0529,0.1311,0.0896,3.8961
7,RandomBabbler,-1.0,1.8133,-0.3141,0.057,0.1449,0.0919,4.6348
8,RandomBabbler,0.4,0.4991,-0.0918,0.0494,0.1459,0.0925,3.7619
9,RandomBabbler,0.0,0.8073,-0.0422,0.0575,0.1403,0.0921,4.7719
10,RandomBabbler,1.0,0.7652,-0.0402,0.0534,0.1358,0.0918,5.5908
11,RandomBabbler,-0.7,1.725,-0.2107,0.039,0.133,0.0868,5.082
12,RandomBabbler,0.0,0.8143,-0.0987,0.0507,0.1325,0.0876,4.7646
13,RandomBabbler,0.7,0.7155,-0.0407,0.05,0.13,0.0875,5.327
14,RandomBabbler,-0.4,1.3748,-0.1544,0.0133,0.1281,0.087,5.4102
15,RandomBabbler,0.4,0.8204,-0.1291,0.0465,0.1292,0.0881,4.5363
16,RandomBabbler,0.7,1.0912,-0.0684,0.036,0.1251,0.0871,5.2666
17,RandomBabbler,1.0,1.7229,-0.2214,0.0431,0.1255,0.085,5.0422
18,RandomBabbler,0.0,2.5014,-0.3811,0.218,0.1314,0.0747,3.1429
19,RandomBabbler,1.0,2.1203,-0.3495,0.0571,0.136,0.0752,3.9802
20,RandomBabbler,0.4,2.7708,-0.6214,0.201,0.1526,0.0772,13.4522
21,RandomBabbler,-0.7,2.5494,-0.4583,0.1128,0.1563,0.0759,13.9773
22,RandomBabbler,0.4,1.3911,-0.1449,0.0706,0.1543,0.0759,14.989
23,RandomBabbler,-1.0,1.6462,-0.1713,0.0484,0.1517,0.0755,16.0558
24,RandomBabbler,-1.0,0.4749,-0.0363,0.055,0.1513,0.0755,16.2351
25,RandomBabbler,0.7,-0.5615,0.0361,0.0612,0.1508,0.0755,16.6788
26,RandomBabbler,0.7,0.1747,0.0488,0.024,0.1506,0.0755,17.2848
27,RandomBabbler,0.7,0.9234,-0.0334,0.0747,0.1487,0.0754,19.2892
28,RandomBabbler,0.0,1.59,-0.1958,0.0459,0.1476,0.0754,19.5991
29,RandomBabbler,0.7,1.3942,-0.2096,0.0591,0.1477,0.0759,18.8206
30,RandomBabbler,0.7,1.8846,-0.2619,0.0086,0.1472,0.0758,18.8597
