step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0639,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4639,-0.013,0.0199,-0.0281,-0.0605,0.0
3,Epistemic,-1.0,-1.477,0.191,0.0905,0.1152,0.0861,0.7693
4,Epistemic,-1.0,-2.286,0.3813,0.1868,0.1506,0.0749,1.5033
5,Epistemic,-1.0,-2.9047,0.6141,0.1949,0.1825,0.0735,4.4501
6,Epistemic,-1.0,-3.2906,0.7804,0.1947,0.2045,0.0727,8.2878
7,Epistemic,-1.0,-3.5102,1.0127,0.1781,0.2309,0.0766,18.5906
8,Epistemic,-1.0,-3.4975,0.9612,0.1291,0.2414,0.0772,22.0989
9,Epistemic,-1.0,-3.5363,0.9603,0.1113,0.2473,0.0771,23.9309
10,Epistemic,-1.0,-3.576,0.9665,0.1013,0.2511,0.0768,25.0015
11,Epistemic,-1.0,-3.6095,0.9121,0.094,0.2513,0.0756,23.7134
12,Epistemic,-1.0,-3.6973,1.0908,0.1048,0.2571,0.0763,27.7006
13,Epistemic,-1.0,-3.6065,0.9871,0.0651,0.259,0.0762,28.3321
14,Epistemic,-1.0,-3.6194,1.0384,0.0615,0.2618,0.0766,29.891
15,Epistemic,-1.0,-3.581,1.0925,0.0446,0.2657,0.0774,32.0597
16,Epistemic,-1.0,-3.4885,0.9489,0.0152,0.2662,0.0775,32.1407
17,Epistemic,-1.0,-3.5396,0.9887,0.0282,0.2672,0.0776,32.479
18,Epistemic,-1.0,-3.5509,1.0495,0.0294,0.2692,0.078,33.4235
19,Epistemic,-1.0,-3.5014,0.9644,0.0136,0.2696,0.078,33.5005
20,Epistemic,-1.0,-3.537,1.0013,0.0227,0.2704,0.0782,33.812
21,Epistemic,-1.0,-3.5358,0.9365,0.0211,0.2701,0.078,33.5739
22,Epistemic,-1.0,-3.5993,0.9853,0.0379,0.2703,0.0778,33.4929
23,Epistemic,-1.0,-3.6139,0.9583,0.04,0.27,0.0776,32.9128
24,Epistemic,-1.0,-3.6557,1.1124,0.0499,0.2718,0.0779,34.8182
25,Epistemic,-1.0,-3.5432,1.0616,0.0151,0.2731,0.0782,35.3447
26,Epistemic,-1.0,-3.4816,0.9419,0.0025,0.273,0.0782,35.3521
27,Epistemic,-1.0,-3.5397,0.9919,0.0136,0.2733,0.0782,35.4504
28,Epistemic,-1.0,-3.5478,0.9843,0.0153,0.2735,0.0782,35.4916
29,Epistemic,-1.0,-3.5635,1.1472,0.0191,0.2754,0.0787,36.6972
30,Epistemic,-1.0,-3.4163,0.9819,0.0218,0.2758,0.0789,36.2585
1,RandomBabbler,0.7,0.0,-0.0639,0.0,0.08,0.08,0.0
2,RandomBabbler,-0.7,0.6361,-0.0626,0.0185,0.0984,0.1548,0.0
3,RandomBabbler,0.7,-0.1265,0.0177,0.01,0.1,0.1562,-0.0412
4,RandomBabbler,-0.4,0.5912,-0.0647,0.0045,0.1043,0.1686,-0.0495
5,RandomBabbler,0.0,0.1265,-0.0621,0.0105,0.1122,0.1719,-0.2861
6,RandomBabbler,-1.0,0.0643,-0.0862,0.0065,0.1186,0.1732,-0.5066
7,RandomBabbler,0.7,-1.0218,0.1105,0.0596,0.1127,0.1199,-0.7023
8,RandomBabbler,-1.0,-0.2113,-0.0138,0.0185,0.1084,0.1192,-0.4991
9,RandomBabbler,0.7,-1.2252,0.08,0.0461,0.0893,0.0783,-0.9323
10,RandomBabbler,0.7,-0.4452,-0.0406,0.0242,0.0793,0.0753,-0.3358
11,RandomBabbler,0.7,0.2142,-0.1338,0.0135,0.0862,0.0769,-1.0368
12,RandomBabbler,-0.7,0.7804,-0.0515,0.0204,0.0833,0.0776,-0.9983
13,RandomBabbler,-1.0,0.0289,-0.0535,0.0023,0.0836,0.0776,-1.0473
14,RandomBabbler,0.0,-1.0246,0.0744,0.0042,0.0814,0.0762,-1.0348
15,RandomBabbler,0.0,-0.9502,0.1389,0.0086,0.0909,0.0868,-1.2371
16,RandomBabbler,-0.7,-0.8113,0.028,0.0166,0.0855,0.0838,-1.0172
17,RandomBabbler,1.0,-1.4833,0.1624,0.0576,0.0913,0.0795,-0.8798
18,RandomBabbler,1.0,-0.3209,0.049,0.0211,0.092,0.0799,-1.1362
19,RandomBabbler,-0.7,0.7281,-0.0588,0.0246,0.0914,0.0806,-1.1769
20,RandomBabbler,-1.0,-0.0307,0.0005,0.0027,0.0914,0.0806,-1.1758
21,RandomBabbler,1.0,-1.0303,0.0213,0.0086,0.0844,0.0752,-0.9723
22,RandomBabbler,-0.7,-0.009,-0.051,0.0008,0.0843,0.0752,-0.9568
23,RandomBabbler,0.7,-0.76,-0.0404,0.0206,0.0773,0.0715,-0.2547
24,RandomBabbler,0.0,-0.1004,0.0441,0.007,0.0776,0.0715,-0.3673
25,RandomBabbler,-1.0,-0.0563,0.0575,0.0041,0.0779,0.0715,-0.459
26,RandomBabbler,-0.7,-0.9987,0.052,0.0064,0.0758,0.0702,-0.4061
27,RandomBabbler,0.0,-1.6468,0.2065,0.0654,0.0848,0.0722,0.6525
28,RandomBabbler,0.0,-1.4403,0.1433,0.0278,0.0865,0.0717,0.7243
29,RandomBabbler,-1.0,-1.297,0.2659,0.0084,0.0971,0.0803,1.2216
30,RandomBabbler,0.7,-2.0311,0.3783,0.1339,0.1132,0.0845,6.3148
