step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0749,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3251,0.027,0.0176,0.083,0.2552,0.0
3,Epistemic,-1.0,-1.2981,0.1692,0.3223,0.1276,0.101,-0.0086
4,Epistemic,-1.0,-2.1289,0.4064,0.1863,0.173,0.0911,0.9551
5,Epistemic,-1.0,-2.7225,0.551,0.204,0.1888,0.0793,0.6305
6,Epistemic,-1.0,-3.1715,0.7265,0.199,0.2058,0.0753,2.0632
7,Epistemic,-1.0,-3.445,0.8932,0.1848,0.2236,0.0753,6.5864
8,Epistemic,-1.0,-3.5518,1.0262,0.1556,0.2407,0.0773,13.7561
9,Epistemic,-1.0,-3.5255,1.0472,0.1123,0.2522,0.079,18.903
10,Epistemic,-1.0,-3.4784,0.9743,0.0785,0.2569,0.0793,20.4154
11,Epistemic,-1.0,-3.5041,0.9143,0.0734,0.2574,0.0785,19.8619
12,Epistemic,-1.0,-3.5898,1.1012,0.0875,0.2639,0.0796,23.9439
13,Epistemic,-1.0,-3.4886,0.8933,0.0475,0.2631,0.0788,23.0897
14,Epistemic,-1.0,-3.5952,1.0096,0.0731,0.2649,0.0787,23.8048
15,Epistemic,-1.0,-3.5856,1.0,0.0624,0.2663,0.0786,24.2319
16,Epistemic,-1.0,-3.5856,1.041,0.0564,0.2683,0.0789,25.4318
17,Epistemic,-1.0,-3.5445,1.06,0.0397,0.2707,0.0793,26.7393
18,Epistemic,-1.0,-3.4846,0.8967,0.0197,0.2698,0.0789,26.326
19,Epistemic,-1.0,-3.5878,1.0139,0.048,0.2707,0.0789,26.7174
20,Epistemic,-1.0,-3.574,1.0376,0.0406,0.2719,0.0791,27.4777
21,Epistemic,-1.0,-3.5363,0.9421,0.0272,0.2716,0.0788,27.1394
22,Epistemic,-1.0,-3.5942,1.0289,0.0423,0.2725,0.0789,27.6426
23,Epistemic,-1.0,-3.5653,1.0263,0.0315,0.2733,0.079,28.1101
24,Epistemic,-1.0,-3.539,0.9352,0.0223,0.2728,0.0788,27.7471
25,Epistemic,-1.0,-3.6038,0.9736,0.0398,0.2727,0.0786,27.3022
26,Epistemic,-1.0,-3.6302,1.0515,0.0455,0.2735,0.0786,27.9754
27,Epistemic,-1.0,-3.5787,1.0132,0.0283,0.2739,0.0787,28.1949
28,Epistemic,-1.0,-3.5655,1.0281,0.0232,0.2745,0.0788,28.5489
29,Epistemic,-1.0,-3.5374,1.1116,0.0143,0.2761,0.0792,29.2837
30,Epistemic,-1.0,-3.4258,0.9836,0.0169,0.2765,0.0793,28.9827
1,RandomBabbler,0.4,0.0,0.0749,0.0,0.08,0.08,0.0
2,RandomBabbler,-0.4,0.4749,0.0005,0.0199,-0.001,-0.0021,0.0
3,RandomBabbler,-0.4,0.0754,0.034,0.0001,-0.012,-0.0059,-0.0064
4,RandomBabbler,0.0,-0.2906,0.0506,0.003,0.0377,0.0684,-0.0355
5,RandomBabbler,-0.7,-0.2401,-0.0373,0.0051,0.0079,0.0296,0.0061
6,RandomBabbler,0.7,-0.9774,-0.0018,0.0206,0.0009,0.0001,-0.0002
7,RandomBabbler,-0.7,-0.2792,-0.05,0.0002,-0.0091,-0.0038,-0.0202
8,RandomBabbler,-1.0,-1.0291,0.1018,0.0052,0.0373,0.0495,0.343
9,RandomBabbler,-0.4,-1.9274,0.35,0.1119,0.124,0.0883,5.7843
10,RandomBabbler,0.7,-1.9774,0.3192,0.1,0.1385,0.085,6.3844
11,RandomBabbler,-0.4,-0.9582,0.0055,0.0547,0.1274,0.083,8.327
12,RandomBabbler,0.7,-1.3527,0.2167,0.0206,0.1321,0.0863,7.9012
13,RandomBabbler,-0.7,-0.4361,-0.0651,0.0412,0.128,0.0859,9.5405
14,RandomBabbler,1.0,-1.2011,0.091,0.0299,0.1228,0.0846,10.045
15,RandomBabbler,0.7,-0.1101,-0.0275,0.0125,0.1225,0.0846,10.2186
16,RandomBabbler,-0.7,0.5624,-0.0128,0.0421,0.1204,0.0845,10.7958
17,RandomBabbler,0.0,-0.1504,0.0567,0.0162,0.1207,0.0845,10.4932
18,RandomBabbler,0.7,-0.0937,-0.0739,0.0106,0.1202,0.0845,10.8306
19,RandomBabbler,-0.4,0.5323,-0.0386,0.04,0.1193,0.0846,10.914
20,RandomBabbler,-0.4,0.0937,0.0151,0.0104,0.1191,0.0846,11.0017
21,RandomBabbler,1.0,-0.2912,-0.0516,0.0275,0.1175,0.0845,11.7917
22,RandomBabbler,-1.0,0.6572,-0.0391,0.0407,0.1159,0.0845,12.0726
23,RandomBabbler,0.0,-0.3819,0.0211,0.0319,0.1153,0.0845,12.1637
24,RandomBabbler,0.0,-0.3608,-0.0564,0.0306,0.1131,0.0843,13.1605
25,RandomBabbler,1.0,-0.4172,-0.0514,0.0325,0.1106,0.084,14.2115
26,RandomBabbler,-0.4,0.5314,-0.0253,0.035,0.1095,0.084,14.4305
27,RandomBabbler,0.7,0.106,-0.0122,0.0107,0.1095,0.084,14.4051
28,RandomBabbler,-0.7,0.7938,-0.0394,0.034,0.1073,0.0838,14.804
29,RandomBabbler,0.7,0.0545,0.1103,0.0056,0.1069,0.0838,15.0572
30,RandomBabbler,0.4,0.8648,-0.0151,0.0298,0.1031,0.0829,15.7573
