step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0072,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4072,0.0046,0.0193,0.0113,0.0279,0.0
3,Epistemic,-1.0,-1.4026,0.1518,0.0389,0.1007,0.0768,0.2739
4,Epistemic,-1.0,-2.2508,0.4404,0.1625,0.1675,0.0856,2.9112
5,Epistemic,-1.0,-2.8104,0.6255,0.2053,0.1963,0.0813,5.0286
6,Epistemic,-1.0,-3.1849,0.7366,0.1989,0.2104,0.0767,5.7888
7,Epistemic,-1.0,-3.4483,0.9679,0.1865,0.2329,0.0787,13.418
8,Epistemic,-1.0,-3.4804,0.9557,0.1424,0.2431,0.0787,16.5945
9,Epistemic,-1.0,-3.5247,0.983,0.1212,0.2503,0.0788,19.1276
10,Epistemic,-1.0,-3.5417,1.0093,0.1022,0.2562,0.0792,21.5596
11,Epistemic,-1.0,-3.5324,1.0098,0.0827,0.2605,0.0794,23.3596
12,Epistemic,-1.0,-3.5226,1.0509,0.0683,0.2652,0.0802,25.7413
13,Epistemic,-1.0,-3.4717,0.9971,0.0456,0.2676,0.0805,26.6133
14,Epistemic,-1.0,-3.4747,0.9714,0.0418,0.2688,0.0805,26.9253
15,Epistemic,-1.0,-3.5033,0.9449,0.0461,0.2689,0.0801,26.5981
16,Epistemic,-1.0,-3.5584,0.9622,0.058,0.269,0.0797,26.1058
17,Epistemic,-1.0,-3.5961,1.0469,0.0639,0.2708,0.0799,27.2262
18,Epistemic,-1.0,-3.5492,1.0733,0.0449,0.2731,0.0803,28.7282
19,Epistemic,-1.0,-3.4759,0.9686,0.0207,0.2734,0.0803,28.7991
20,Epistemic,-1.0,-3.5073,0.9788,0.0283,0.2738,0.0802,28.8589
21,Epistemic,-1.0,-3.5285,1.0226,0.0327,0.2747,0.0803,29.355
22,Epistemic,-1.0,-3.5059,0.9106,0.0243,0.2739,0.08,28.7635
23,Epistemic,-1.0,-3.5953,1.0185,0.0491,0.2744,0.0799,28.9342
24,Epistemic,-1.0,-3.5768,1.048,0.0408,0.2754,0.08,29.6481
25,Epistemic,-1.0,-3.5288,1.0399,0.0247,0.2763,0.0802,30.1742
26,Epistemic,-1.0,-3.4889,0.9618,0.0122,0.2763,0.0801,30.1356
27,Epistemic,-1.0,-3.5272,1.0141,0.0226,0.2768,0.0802,30.3809
28,Epistemic,-1.0,-3.5131,0.9997,0.0176,0.2771,0.0802,30.507
29,Epistemic,-1.0,-3.5133,1.0266,0.0169,0.2777,0.0804,30.7976
30,Epistemic,-1.0,-3.4867,0.9169,0.0087,0.2771,0.0802,30.6113
1,RandomBabbler,-0.7,0.0,-0.0072,0.0,0.08,0.08,0.0
2,RandomBabbler,-0.7,-0.7072,0.0314,0.0166,0.0444,0.0627,0.0
3,RandomBabbler,-0.4,-1.3758,0.1459,0.0577,0.0931,0.0761,0.2913
4,RandomBabbler,-1.0,-1.63,0.2476,0.0504,0.1241,0.0872,1.0168
5,RandomBabbler,-0.4,-2.3823,0.4477,0.1993,0.1578,0.081,3.0822
6,RandomBabbler,-0.4,-2.3347,0.3612,0.0729,0.1568,0.075,2.3278
7,RandomBabbler,0.0,-2.3735,0.4673,0.0502,0.1671,0.0774,3.3897
8,RandomBabbler,0.0,-1.9062,0.2773,0.0374,0.1641,0.0773,3.6793
9,RandomBabbler,-0.4,-1.6289,0.2014,0.0622,0.1602,0.0772,4.4612
10,RandomBabbler,1.0,-1.8275,0.273,0.035,0.1591,0.0776,4.4896
11,RandomBabbler,-0.7,-0.5545,0.0362,0.0644,0.1582,0.0776,4.9946
12,RandomBabbler,0.0,-1.2183,0.1769,0.0775,0.1576,0.0783,4.2919
13,RandomBabbler,0.0,-1.0414,0.1196,0.0792,0.1562,0.0785,4.4369
14,RandomBabbler,-0.7,-0.9218,0.0735,0.0773,0.1544,0.0786,5.3984
15,RandomBabbler,-0.4,-1.5483,0.1549,0.0507,0.1509,0.078,6.5099
16,RandomBabbler,0.7,-1.7934,0.2066,0.0197,0.1481,0.0771,6.899
17,RandomBabbler,-0.7,-0.8868,0.0752,0.0707,0.1469,0.0772,7.4744
18,RandomBabbler,0.7,-1.5116,0.2484,0.0457,0.1478,0.0782,6.6021
19,RandomBabbler,0.4,-0.5633,0.0275,0.0584,0.1471,0.0782,7.2188
20,RandomBabbler,0.0,-0.1358,-0.0038,0.0185,0.147,0.0782,7.3266
21,RandomBabbler,-0.4,-0.1396,0.0281,0.019,0.1471,0.0782,7.1965
22,RandomBabbler,-1.0,-0.5115,-0.0517,0.0548,0.1456,0.0781,9.3591
23,RandomBabbler,1.0,-1.5632,0.1799,0.0368,0.144,0.0779,9.7676
24,RandomBabbler,-1.0,-0.3834,0.0363,0.0438,0.1438,0.078,9.7158
25,RandomBabbler,-0.4,-1.3471,0.1888,0.0523,0.1437,0.0785,9.28
26,RandomBabbler,-0.4,-1.5582,0.1822,0.0334,0.1424,0.0783,9.5984
27,RandomBabbler,1.0,-1.776,0.2712,0.0059,0.143,0.0787,9.551
28,RandomBabbler,0.0,-0.5049,0.0328,0.0521,0.1427,0.0788,9.8278
29,RandomBabbler,1.0,-0.4721,0.0569,0.0498,0.1426,0.0788,9.5391
30,RandomBabbler,0.7,0.5849,-0.083,0.0564,0.1426,0.0789,8.9108
