step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0795,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4795,-0.0067,0.02,-0.014,-0.0292,0.0
3,Epistemic,-1.0,-1.4862,0.175,0.0437,0.1053,0.0781,0.5998
4,Epistemic,-1.0,-2.3112,0.3273,0.1736,0.1302,0.0637,0.8028
5,Epistemic,-1.0,-2.9839,0.6833,0.179,0.1829,0.0729,8.1056
6,Epistemic,-1.0,-3.3006,0.998,0.1902,0.2301,0.0825,22.8546
7,Epistemic,-1.0,-3.3026,0.7968,0.1397,0.2333,0.0793,21.6507
8,Epistemic,-1.0,-3.5058,0.9495,0.1566,0.2424,0.0787,24.1908
9,Epistemic,-1.0,-3.5563,1.0153,0.1331,0.251,0.0791,27.8956
10,Epistemic,-1.0,-3.541,0.8881,0.1026,0.2509,0.0775,26.1735
11,Epistemic,-1.0,-3.6529,1.0603,0.1172,0.2568,0.0778,29.5679
12,Epistemic,-1.0,-3.5926,1.0798,0.082,0.2623,0.0787,32.9144
13,Epistemic,-1.0,-3.5128,0.9737,0.0492,0.2639,0.0787,33.3978
14,Epistemic,-1.0,-3.5391,0.9371,0.0516,0.264,0.0783,32.9773
15,Epistemic,-1.0,-3.6021,1.0381,0.0647,0.2663,0.0785,34.2631
16,Epistemic,-1.0,-3.564,0.9686,0.0476,0.2667,0.0783,34.1907
17,Epistemic,-1.0,-3.5954,1.0414,0.0527,0.2685,0.0785,35.2821
18,Epistemic,-1.0,-3.554,1.0084,0.0367,0.2696,0.0786,35.7702
19,Epistemic,-1.0,-3.5456,0.9971,0.0318,0.2704,0.0786,36.0719
20,Epistemic,-1.0,-3.5485,0.9597,0.0305,0.2704,0.0785,35.9013
21,Epistemic,-1.0,-3.5888,1.1044,0.0402,0.2726,0.0789,37.6339
22,Epistemic,-1.0,-3.4844,0.9831,0.0084,0.2731,0.079,37.7265
23,Epistemic,-1.0,-3.5013,1.0154,0.0127,0.274,0.0792,37.9809
24,Epistemic,-1.0,-3.4859,0.9838,0.0077,0.2743,0.0793,38.0544
25,Epistemic,-1.0,-3.5021,0.9679,0.0119,0.2744,0.0793,38.0597
26,Epistemic,-1.0,-3.5342,1.0253,0.0205,0.2751,0.0794,38.4127
27,Epistemic,-1.0,-3.5089,0.995,0.0124,0.2755,0.0795,38.5237
28,Epistemic,-1.0,-3.5139,1.0046,0.0133,0.2759,0.0796,38.6758
29,Epistemic,-1.0,-3.5093,0.997,0.0115,0.2762,0.0796,38.7772
30,Epistemic,-1.0,-3.5123,0.9697,0.0119,0.2762,0.0796,38.7477
1,RandomBabbler,1.0,0.0,-0.0795,0.0,0.08,0.08,0.0
2,RandomBabbler,0.7,0.9205,-0.0929,0.0059,0.1009,0.1096,0.0
3,RandomBabbler,1.0,1.5277,-0.1884,0.1017,0.1174,0.0841,-0.0434
4,RandomBabbler,0.0,2.3393,-0.5378,0.1856,0.1885,0.0959,4.8484
5,RandomBabbler,-0.7,1.8014,-0.2886,0.0285,0.1808,0.0943,5.1485
6,RandomBabbler,-0.4,0.8128,0.0736,0.0847,0.1665,0.0924,10.7084
7,RandomBabbler,-0.7,0.4864,-0.0947,0.0591,0.1671,0.0928,9.6857
8,RandomBabbler,-1.0,-0.3082,-0.0262,0.0427,0.1652,0.0927,10.6385
9,RandomBabbler,-1.0,-1.3344,0.146,0.0554,0.1584,0.092,11.5445
10,RandomBabbler,0.0,-2.1884,0.2681,0.094,0.1496,0.0807,8.3858
11,RandomBabbler,-1.0,-1.9203,0.2878,0.0104,0.1496,0.0803,8.3693
12,RandomBabbler,0.4,-2.6325,0.6016,0.1626,0.1678,0.0826,14.7494
13,RandomBabbler,0.7,-1.6309,0.1993,0.0539,0.1641,0.0822,15.6873
14,RandomBabbler,-0.7,-0.7316,-0.0221,0.076,0.161,0.082,18.7925
15,RandomBabbler,-0.4,-1.4537,0.1692,0.0607,0.1583,0.0819,19.5801
16,RandomBabbler,-0.7,-1.6846,0.1794,0.0342,0.1545,0.081,20.456
17,RandomBabbler,-1.0,-2.2051,0.3962,0.0531,0.1573,0.081,21.0035
18,RandomBabbler,-0.4,-2.8089,0.6291,0.1974,0.1676,0.0807,26.9126
19,RandomBabbler,0.0,-2.5798,0.5239,0.1046,0.1717,0.0804,28.3607
20,RandomBabbler,-0.4,-2.0559,0.2905,0.0133,0.1696,0.0797,28.6327
21,RandomBabbler,1.0,-2.1655,0.4492,0.0064,0.1723,0.0808,28.8158
22,RandomBabbler,0.4,-0.7163,0.0529,0.082,0.1716,0.0808,29.7774
23,RandomBabbler,-0.4,-0.2634,0.0402,0.0396,0.1715,0.0808,29.5428
24,RandomBabbler,-0.7,-0.6232,0.0427,0.0755,0.1709,0.0808,30.3364
25,RandomBabbler,0.7,-1.2805,0.1179,0.0864,0.1691,0.0808,32.2852
26,RandomBabbler,-0.7,-0.4626,0.0432,0.0609,0.1688,0.0808,32.3961
27,RandomBabbler,0.0,-1.1194,0.1103,0.0878,0.1676,0.0808,33.5968
28,RandomBabbler,1.0,-1.0091,0.0982,0.0868,0.1666,0.0809,34.5364
29,RandomBabbler,0.0,0.0891,0.0112,0.0142,0.1666,0.0809,34.644
30,RandomBabbler,0.0,0.1003,-0.0179,0.0159,0.1666,0.0809,34.5856
