step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0201,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3799,0.0288,0.0188,0.0758,0.1996,0.0
3,Epistemic,-1.0,-1.3511,0.1204,0.2619,0.0881,0.0668,-0.0692
4,Epistemic,-1.0,-2.2307,0.3801,0.1357,0.1471,0.0752,1.7865
5,Epistemic,-1.0,-2.8506,0.6877,0.1922,0.1978,0.0818,8.08
6,Epistemic,-1.0,-3.1629,0.8416,0.1928,0.2251,0.083,13.6311
7,Epistemic,-1.0,-3.3213,0.8524,0.1682,0.2347,0.0808,14.6655
8,Epistemic,-1.0,-3.4689,0.9798,0.1581,0.2466,0.081,18.7719
9,Epistemic,-1.0,-3.4891,0.8992,0.1255,0.2489,0.0793,17.8696
10,Epistemic,-1.0,-3.5899,1.0914,0.128,0.2586,0.0804,23.5591
11,Epistemic,-1.0,-3.4984,1.001,0.0797,0.2625,0.0806,25.1031
12,Epistemic,-1.0,-3.4974,1.0022,0.0682,0.2655,0.0808,26.2946
13,Epistemic,-1.0,-3.4952,1.0138,0.0593,0.2683,0.0811,27.4764
14,Epistemic,-1.0,-3.4814,0.9761,0.0489,0.2695,0.081,27.7875
15,Epistemic,-1.0,-3.5054,1.1026,0.0511,0.2736,0.0819,30.2634
16,Epistemic,-1.0,-3.4027,1.0076,0.0172,0.2754,0.0823,30.6959
17,Epistemic,-1.0,-3.3952,0.8629,0.0138,0.2738,0.0818,30.2932
18,Epistemic,-1.0,-3.5323,1.1361,0.0528,0.2773,0.0825,33.1001
19,Epistemic,-1.0,-3.3961,0.9971,0.0096,0.2784,0.0828,33.2821
20,Epistemic,-1.0,-3.3991,1.0029,0.0099,0.2794,0.083,33.4747
21,Epistemic,-1.0,-3.3961,0.8462,0.0085,0.2777,0.0825,33.1336
22,Epistemic,-1.0,-3.55,1.0051,0.0533,0.278,0.0823,32.9879
23,Epistemic,-1.0,-3.5449,0.9845,0.0485,0.278,0.082,32.5278
24,Epistemic,-1.0,-3.5604,0.9803,0.0504,0.2778,0.0818,31.8707
25,Epistemic,-1.0,-3.5801,1.0336,0.0535,0.2784,0.0817,32.1191
26,Epistemic,-1.0,-3.5465,1.0812,0.0405,0.2796,0.0819,33.2584
27,Epistemic,-1.0,-3.4653,0.9662,0.0148,0.2796,0.0819,33.2005
28,Epistemic,-1.0,-3.4991,0.9855,0.024,0.2797,0.0818,33.1563
29,Epistemic,-1.0,-3.5136,0.997,0.0272,0.2798,0.0818,33.1635
30,Epistemic,-1.0,-3.5166,0.9192,0.027,0.2791,0.0815,32.3523
1,RandomBabbler,0.0,0.0,0.0201,0.0,0.08,0.08,0.0
2,RandomBabbler,0.4,0.0201,0.0172,0.0016,-0.8575,0.08,-0.0595
3,RandomBabbler,0.0,0.4373,-0.0409,0.3903,0.0916,0.2139,0.0129
4,RandomBabbler,1.0,0.3964,-0.0305,0.0027,0.0851,0.206,0.0155
5,RandomBabbler,0.7,1.3658,-0.1117,0.2682,0.0823,0.0624,-0.2411
6,RandomBabbler,-0.4,1.9542,-0.2642,0.0775,0.1158,0.0679,0.5178
7,RandomBabbler,1.0,1.29,-0.1632,0.0364,0.1181,0.0719,0.1089
8,RandomBabbler,-0.7,2.1268,-0.3447,0.0739,0.1344,0.074,1.1721
9,RandomBabbler,0.0,1.0821,-0.1684,0.0587,0.1362,0.0763,-0.0238
10,RandomBabbler,-0.4,0.9137,-0.0063,0.0608,0.1286,0.0751,1.9574
11,RandomBabbler,0.4,0.5074,0.0013,0.0459,0.1263,0.075,2.743
12,RandomBabbler,0.0,0.9087,-0.0424,0.0528,0.122,0.0747,3.6586
13,RandomBabbler,1.0,0.8663,-0.0236,0.0497,0.1176,0.0741,4.7366
14,RandomBabbler,-0.7,1.8427,-0.2652,0.035,0.1222,0.0749,5.0964
15,RandomBabbler,-1.0,0.8775,0.058,0.0495,0.115,0.0734,7.6986
16,RandomBabbler,-1.0,-0.0645,0.0816,0.0071,0.1152,0.0734,7.4772
17,RandomBabbler,-1.0,-0.9829,0.018,0.0424,0.1108,0.0725,8.6593
18,RandomBabbler,0.7,-1.9649,0.4468,0.0621,0.1288,0.0814,13.1038
19,RandomBabbler,1.0,-0.818,0.1279,0.0509,0.1295,0.082,12.1299
20,RandomBabbler,1.0,0.3099,0.071,0.0323,0.1282,0.0819,13.3463
21,RandomBabbler,0.7,1.3809,-0.2291,0.0208,0.1308,0.0837,12.8401
22,RandomBabbler,0.7,1.8518,-0.2774,0.045,0.1329,0.0834,13.0452
23,RandomBabbler,-1.0,2.2744,-0.4346,0.129,0.1412,0.0835,16.0521
24,RandomBabbler,1.0,0.8397,-0.0902,0.0596,0.1405,0.0837,16.0133
25,RandomBabbler,-0.7,1.7495,-0.2366,0.0104,0.1401,0.0832,15.958
26,RandomBabbler,0.4,0.8129,0.0221,0.0589,0.1374,0.0828,18.4128
27,RandomBabbler,-1.0,1.235,-0.1165,0.0434,0.1358,0.0827,18.9396
28,RandomBabbler,-1.0,0.1185,0.0049,0.0149,0.1358,0.0827,19.0203
29,RandomBabbler,0.7,-0.8766,0.0708,0.0555,0.1348,0.0827,19.4666
30,RandomBabbler,-1.0,-0.1058,-0.0693,0.0133,0.1346,0.0827,19.8763
