step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0653,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4653,0.0053,0.0199,0.0114,0.0246,0.0
3,Epistemic,-1.0,-1.46,0.2297,0.0357,0.1439,0.1069,0.7727
4,Epistemic,-1.0,-2.2302,0.3088,0.2109,0.1402,0.0691,-0.7749
5,Epistemic,-1.0,-2.9214,0.7179,0.1802,0.197,0.0798,7.0625
6,Epistemic,-1.0,-3.2035,0.7889,0.1879,0.2164,0.0783,9.9938
7,Epistemic,-1.0,-3.4146,0.9826,0.1744,0.2384,0.0807,17.631
8,Epistemic,-1.0,-3.432,0.9257,0.1321,0.2458,0.0801,19.3077
9,Epistemic,-1.0,-3.5063,0.9758,0.1225,0.2523,0.0799,21.3727
10,Epistemic,-1.0,-3.5305,1.0181,0.1053,0.2583,0.0803,23.993
11,Epistemic,-1.0,-3.5124,0.958,0.0827,0.2604,0.0798,24.2601
12,Epistemic,-1.0,-3.5544,1.0086,0.0831,0.2634,0.0798,25.4629
13,Epistemic,-1.0,-3.5458,0.9954,0.0699,0.2653,0.0798,26.1233
14,Epistemic,-1.0,-3.5504,1.0763,0.0633,0.2692,0.0804,28.4705
15,Epistemic,-1.0,-3.4741,0.9793,0.0351,0.2703,0.0805,28.8128
16,Epistemic,-1.0,-3.4948,0.8946,0.0381,0.2691,0.0798,27.8571
17,Epistemic,-1.0,-3.6001,1.0521,0.0658,0.271,0.0799,29.0774
18,Epistemic,-1.0,-3.548,1.0163,0.045,0.2721,0.08,29.6187
19,Epistemic,-1.0,-3.5318,0.9958,0.0371,0.2727,0.08,29.8449
20,Epistemic,-1.0,-3.536,1.0636,0.0358,0.2745,0.0803,30.9389
21,Epistemic,-1.0,-3.4724,1.0122,0.0155,0.2755,0.0805,31.2382
22,Epistemic,-1.0,-3.4602,0.8817,0.0112,0.2744,0.0802,30.9129
23,Epistemic,-1.0,-3.5785,1.0854,0.0448,0.2759,0.0804,32.2931
24,Epistemic,-1.0,-3.4931,0.9492,0.0176,0.2757,0.0803,32.1361
25,Epistemic,-1.0,-3.5439,0.9776,0.0314,0.2757,0.0802,31.9542
26,Epistemic,-1.0,-3.5663,0.986,0.0364,0.2758,0.08,31.7394
27,Epistemic,-1.0,-3.5803,1.0122,0.0388,0.2761,0.08,31.8212
28,Epistemic,-1.0,-3.5681,1.0498,0.0334,0.2768,0.0801,32.4354
29,Epistemic,-1.0,-3.5183,0.9236,0.0176,0.2763,0.0799,32.0369
30,Epistemic,-1.0,-3.5947,1.0187,0.0391,0.2766,0.0798,32.1277
1,RandomBabbler,1.0,0.0,-0.0653,0.0,0.08,0.08,0.0
2,RandomBabbler,-1.0,0.9347,-0.0819,0.0049,0.0876,0.0937,0.0
3,RandomBabbler,0.7,-0.1472,0.0609,0.0109,0.0955,0.0954,-0.2431
4,RandomBabbler,-1.0,0.6137,-0.1192,0.0227,0.1248,0.1301,-0.8963
5,RandomBabbler,-1.0,-0.5055,0.0556,0.0298,0.1223,0.1359,-0.9804
6,RandomBabbler,-1.0,-1.4499,0.1361,0.1085,0.1058,0.0775,-1.6448
7,RandomBabbler,0.0,-2.3138,0.4781,0.1704,0.1659,0.0874,2.6284
8,RandomBabbler,-1.0,-1.8357,0.253,0.0099,0.1582,0.0844,2.7544
9,RandomBabbler,-0.7,-2.5827,0.5259,0.154,0.1742,0.0816,4.4029
10,RandomBabbler,1.0,-2.7568,0.6289,0.1402,0.1896,0.0821,7.5574
11,RandomBabbler,0.0,-1.1279,0.0728,0.1094,0.1839,0.0818,11.1531
12,RandomBabbler,1.0,-1.055,0.0869,0.1029,0.18,0.0818,13.3543
13,RandomBabbler,-0.7,0.0319,-0.0105,0.0057,0.18,0.0818,13.3371
14,RandomBabbler,-0.7,-0.6786,0.1047,0.0845,0.1796,0.082,12.4986
15,RandomBabbler,-0.4,-1.2739,0.1436,0.0957,0.1761,0.0821,13.8509
16,RandomBabbler,-0.4,-1.5303,0.1049,0.0772,0.1686,0.0808,17.415
17,RandomBabbler,-1.0,-1.8254,0.2818,0.0385,0.1673,0.081,17.5075
18,RandomBabbler,-0.7,-2.5436,0.5268,0.0989,0.1732,0.0811,19.252
19,RandomBabbler,-1.0,-2.7168,0.5884,0.1281,0.1796,0.0808,21.605
20,RandomBabbler,-0.4,-3.1284,0.8463,0.2294,0.1943,0.0823,34.729
21,RandomBabbler,0.4,-2.6821,0.6231,0.0711,0.1983,0.0829,36.4201
22,RandomBabbler,0.0,-1.6591,0.1441,0.101,0.194,0.0823,41.6104
23,RandomBabbler,0.7,-1.515,0.2446,0.1049,0.1929,0.0826,41.4688
24,RandomBabbler,-0.7,-0.5704,-0.0009,0.0832,0.1921,0.0826,43.7667
25,RandomBabbler,0.0,-1.2713,0.1022,0.1107,0.1897,0.0825,47.5188
26,RandomBabbler,0.0,-1.1692,0.0779,0.109,0.1874,0.0824,51.3406
27,RandomBabbler,-0.7,-1.0913,0.082,0.1065,0.1857,0.0823,54.2461
28,RandomBabbler,0.7,-1.7093,0.265,0.0769,0.1846,0.0825,54.6581
29,RandomBabbler,-1.0,-0.7443,-0.0224,0.0917,0.1831,0.0824,58.8016
30,RandomBabbler,-0.7,-1.7667,0.2347,0.0663,0.1812,0.0822,60.2223
