step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0306,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3694,0.0271,0.0186,0.0734,0.1988,0.0
3,Epistemic,-1.0,-1.3422,0.109,0.2596,0.0806,0.0613,-0.0693
4,Epistemic,-1.0,-2.2333,0.5004,0.1255,0.1839,0.0958,4.7937
5,Epistemic,-1.0,-2.7329,0.5177,0.2128,0.1868,0.0782,2.1913
6,Epistemic,-1.0,-3.2152,0.8289,0.2078,0.2165,0.0793,8.2217
7,Epistemic,-1.0,-3.3863,0.9656,0.1764,0.2382,0.0813,15.237
8,Epistemic,-1.0,-3.4207,0.9712,0.1365,0.2494,0.0818,18.8764
9,Epistemic,-1.0,-3.4495,0.9855,0.1132,0.2566,0.082,21.3671
10,Epistemic,-1.0,-3.464,0.9092,0.0956,0.2576,0.0808,20.521
11,Epistemic,-1.0,-3.5548,1.1081,0.1058,0.2657,0.082,25.5809
12,Epistemic,-1.0,-3.4467,0.9152,0.0589,0.2657,0.0814,24.9687
13,Epistemic,-1.0,-3.5315,0.9964,0.0766,0.2676,0.0812,25.5088
14,Epistemic,-1.0,-3.5351,1.0012,0.0686,0.2692,0.0811,26.0261
15,Epistemic,-1.0,-3.534,1.0,0.0611,0.2705,0.081,26.4294
16,Epistemic,-1.0,-3.534,0.9731,0.0552,0.2709,0.0807,26.224
17,Epistemic,-1.0,-3.5608,1.0952,0.0583,0.2738,0.0812,28.4113
18,Epistemic,-1.0,-3.4656,0.9656,0.026,0.2741,0.0811,28.4473
19,Epistemic,-1.0,-3.5,1.0324,0.0342,0.2755,0.0813,29.1603
20,Epistemic,-1.0,-3.4676,0.8825,0.0226,0.2742,0.0808,28.4502
21,Epistemic,-1.0,-3.5851,1.0604,0.0557,0.2756,0.0809,29.4823
22,Epistemic,-1.0,-3.5247,0.9842,0.0343,0.2758,0.0808,29.4273
23,Epistemic,-1.0,-3.5405,1.0249,0.037,0.2765,0.0809,29.848
24,Epistemic,-1.0,-3.5156,1.0012,0.0277,0.2769,0.0809,30.008
25,Epistemic,-1.0,-3.5144,1.0122,0.026,0.2775,0.081,30.265
26,Epistemic,-1.0,-3.5022,0.9778,0.0212,0.2775,0.0809,30.2287
27,Epistemic,-1.0,-3.5244,0.9991,0.0267,0.2778,0.0809,30.3064
28,Epistemic,-1.0,-3.5252,1.0027,0.0257,0.2781,0.0809,30.4098
29,Epistemic,-1.0,-3.5226,1.006,0.0239,0.2784,0.0809,30.5425
30,Epistemic,-1.0,-3.5166,0.9936,0.0212,0.2785,0.0809,30.5752
1,RandomBabbler,0.0,0.0,0.0306,0.0,0.08,0.08,0.0
2,RandomBabbler,0.7,0.0306,0.0161,0.0024,-0.5264,0.08,-0.0525
3,RandomBabbler,0.4,0.7468,-0.0798,0.4377,0.1058,0.143,0.0223
4,RandomBabbler,0.0,1.067,0.0103,0.05,0.0283,0.0203,-0.139
5,RandomBabbler,1.0,1.0773,-0.1726,0.0069,0.0819,0.0789,-0.1557
6,RandomBabbler,-0.7,1.9047,-0.2884,0.1302,0.1208,0.0794,1.3881
7,RandomBabbler,-0.4,0.9163,-0.019,0.044,0.1093,0.077,2.4411
8,RandomBabbler,-0.7,0.4974,0.0153,0.0353,0.1047,0.0765,3.1453
9,RandomBabbler,0.0,-0.1873,0.0364,0.0169,0.1051,0.0766,2.9742
10,RandomBabbler,-0.4,-0.1509,-0.0489,0.0141,0.1039,0.0765,3.2976
11,RandomBabbler,0.7,-0.5998,0.1259,0.0348,0.1086,0.0786,2.1488
12,RandomBabbler,-0.7,0.2261,-0.0393,0.0205,0.109,0.0787,1.9433
13,RandomBabbler,-1.0,-0.5132,0.0197,0.0352,0.1068,0.0787,2.1972
14,RandomBabbler,-0.4,-1.4934,0.1798,0.0159,0.1097,0.0791,2.2593
15,RandomBabbler,-1.0,-1.7136,0.2358,0.0443,0.1158,0.0794,2.6151
16,RandomBabbler,-0.7,-2.4778,0.4652,0.2009,0.1383,0.0774,6.9387
17,RandomBabbler,-0.4,-2.7126,0.6695,0.1945,0.1679,0.0834,18.4268
18,RandomBabbler,0.0,-2.4431,0.4823,0.0877,0.1733,0.0828,19.2398
19,RandomBabbler,0.0,-1.9608,0.36,0.0213,0.1743,0.0837,18.9976
20,RandomBabbler,-0.7,-1.6008,0.1256,0.0645,0.1681,0.0825,21.8756
21,RandomBabbler,0.4,-2.1752,0.4107,0.0246,0.1703,0.083,22.1635
22,RandomBabbler,-0.4,-1.3646,0.1393,0.0779,0.1675,0.0828,23.7821
23,RandomBabbler,-0.4,-1.6253,0.2334,0.0535,0.1662,0.083,24.0263
24,RandomBabbler,0.4,-1.7919,0.2693,0.0314,0.1653,0.083,24.1782
25,RandomBabbler,-1.0,-1.1226,0.1249,0.0809,0.164,0.0832,24.8129
26,RandomBabbler,0.7,-1.9976,0.3158,0.0043,0.1636,0.0829,24.7907
27,RandomBabbler,1.0,-0.9818,0.0825,0.0807,0.1622,0.0829,25.9874
28,RandomBabbler,-1.0,0.1008,0.0077,0.0155,0.1622,0.0829,26.0883
29,RandomBabbler,0.4,-0.8916,0.0769,0.0787,0.1612,0.0829,26.969
30,RandomBabbler,0.7,-0.4147,0.018,0.0526,0.1608,0.0829,27.4415
