step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0678,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4678,0.1433,0.0199,0.3064,0.6549,0.0
3,Epistemic,-1.0,-1.3245,0.2486,0.7431,0.2009,0.1496,-1.9364
4,Epistemic,-1.0,-2.0759,0.3164,0.2276,0.1676,0.0844,-4.4043
5,Epistemic,-1.0,-2.7595,0.6345,0.1801,0.2018,0.0836,-1.7362
6,Epistemic,-1.0,-3.125,0.6825,0.186,0.2086,0.0761,-3.0562
7,Epistemic,-1.0,-3.4425,1.0183,0.1841,0.2377,0.0805,7.4513
8,Epistemic,-1.0,-3.4242,0.9382,0.1298,0.2467,0.0803,9.7667
9,Epistemic,-1.0,-3.486,0.9734,0.1163,0.2534,0.0803,11.808
10,Epistemic,-1.0,-3.5126,1.068,0.1006,0.2621,0.0816,16.1008
11,Epistemic,-1.0,-3.4446,0.8908,0.0649,0.2616,0.0805,15.1306
12,Epistemic,-1.0,-3.5538,1.0367,0.0874,0.2656,0.0808,17.0578
13,Epistemic,-1.0,-3.517,0.9264,0.0651,0.2653,0.08,16.145
14,Epistemic,-1.0,-3.5906,1.014,0.0791,0.2671,0.0799,16.7636
15,Epistemic,-1.0,-3.5766,1.0894,0.0662,0.2707,0.0804,19.1899
16,Epistemic,-1.0,-3.4873,0.8479,0.0341,0.2684,0.0795,17.7939
17,Epistemic,-1.0,-3.6393,1.0084,0.0759,0.2691,0.0792,17.6211
18,Epistemic,-1.0,-3.6309,1.1294,0.0665,0.2723,0.0797,20.5601
19,Epistemic,-1.0,-3.5015,1.0191,0.0239,0.2736,0.08,21.0402
20,Epistemic,-1.0,-3.4824,0.9382,0.017,0.2733,0.0798,20.894
21,Epistemic,-1.0,-3.5442,1.0468,0.0337,0.2746,0.08,21.6713
22,Epistemic,-1.0,-3.4974,1.0196,0.0183,0.2756,0.0802,22.0176
23,Epistemic,-1.0,-3.4778,0.9732,0.0118,0.2758,0.0802,22.0577
24,Epistemic,-1.0,-3.5046,0.9219,0.0188,0.2751,0.08,21.6732
25,Epistemic,-1.0,-3.5827,1.0581,0.0405,0.2761,0.0801,22.4771
26,Epistemic,-1.0,-3.5246,1.0654,0.0216,0.2773,0.0804,23.1497
27,Epistemic,-1.0,-3.4591,0.9102,0.0022,0.2767,0.0802,23.1081
28,Epistemic,-1.0,-3.5489,1.1006,0.0277,0.2782,0.0805,24.221
29,Epistemic,-1.0,-3.4483,0.9842,0.002,0.2784,0.0806,24.201
30,Epistemic,-1.0,-3.4642,1.0185,0.0025,0.279,0.0807,24.2516
1,RandomBabbler,0.0,0.0,-0.0678,0.0,0.08,0.08,0.0
2,RandomBabbler,0.7,-0.0678,0.1262,0.0051,1.8601,0.08,-3.1666
3,RandomBabbler,0.7,0.7584,0.0623,1.3646,-0.0667,-0.1065,0.2348
4,RandomBabbler,0.7,1.5206,-0.2133,0.1449,0.0988,0.0807,1.7446
5,RandomBabbler,1.0,2.0073,-0.297,0.1267,0.1274,0.0755,2.5181
6,RandomBabbler,-1.0,2.7103,-0.6864,0.2094,0.1922,0.0883,12.8029
7,RandomBabbler,0.7,1.0238,-0.0136,0.1043,0.18,0.0872,17.8265
8,RandomBabbler,-1.0,1.7102,-0.2338,0.0528,0.173,0.0865,18.6648
9,RandomBabbler,-1.0,0.4764,-0.017,0.0628,0.1714,0.0865,19.5103
10,RandomBabbler,-1.0,-0.5406,0.1043,0.0674,0.1717,0.0867,18.2883
11,RandomBabbler,-0.4,-1.4362,0.1066,0.0677,0.162,0.0851,20.8218
12,RandomBabbler,0.0,-1.7296,0.2657,0.0257,0.161,0.0854,20.8358
13,RandomBabbler,-0.7,-1.4639,0.1083,0.0526,0.1538,0.0839,22.7447
14,RandomBabbler,-1.0,-2.0556,0.3206,0.0382,0.1541,0.0827,22.554
15,RandomBabbler,-0.4,-2.735,0.6644,0.1971,0.1717,0.0846,31.7247
16,RandomBabbler,-0.4,-2.4706,0.3634,0.0922,0.1683,0.0803,28.4864
17,RandomBabbler,0.4,-2.5072,0.4517,0.0826,0.1698,0.079,28.1694
18,RandomBabbler,1.0,-1.6555,0.294,0.0647,0.1702,0.0798,27.0318
19,RandomBabbler,-1.0,-0.3615,0.0487,0.0511,0.1701,0.0798,26.7708
20,RandomBabbler,0.4,-1.3128,0.1059,0.0858,0.1673,0.0796,29.2437
21,RandomBabbler,0.4,-0.8069,0.094,0.0832,0.1667,0.0797,29.2218
22,RandomBabbler,-0.4,-0.3129,0.0489,0.0444,0.1667,0.0797,28.8861
23,RandomBabbler,1.0,-0.664,0.0409,0.0755,0.1658,0.0797,29.8462
24,RandomBabbler,0.0,0.3769,-0.072,0.0512,0.1659,0.0797,29.1269
25,RandomBabbler,-0.4,0.3048,0.0239,0.0432,0.1655,0.0797,30.0375
26,RandomBabbler,-0.7,-0.0713,0.0721,0.0114,0.1656,0.0797,29.7368
27,RandomBabbler,1.0,-0.6993,-0.0079,0.0768,0.164,0.0797,32.3317
28,RandomBabbler,0.7,0.2928,0.0862,0.0412,0.1634,0.0796,34.1985
29,RandomBabbler,0.4,1.079,-0.0602,0.0836,0.1612,0.0795,36.6266
30,RandomBabbler,-0.7,1.4187,-0.1025,0.0687,0.1582,0.0791,39.053
