step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.039,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.361,0.0763,0.0185,0.2112,0.5851,0.0
3,Epistemic,-1.0,-1.2848,0.0943,0.6943,0.0835,0.0604,-0.4822
4,Epistemic,-1.0,-2.1905,0.341,0.1069,0.1361,0.0699,0.8164
5,Epistemic,-1.0,-2.8495,0.6684,0.1799,0.1905,0.0788,7.2888
6,Epistemic,-1.0,-3.1811,0.8962,0.1918,0.2277,0.084,16.3505
7,Epistemic,-1.0,-3.2849,0.8845,0.1581,0.2403,0.0832,18.8925
8,Epistemic,-1.0,-3.4003,0.869,0.1451,0.244,0.0808,18.0824
9,Epistemic,-1.0,-3.5314,0.961,0.1458,0.2499,0.0798,19.317
10,Epistemic,-1.0,-3.5704,1.0186,0.1253,0.2561,0.0798,21.948
11,Epistemic,-1.0,-3.5518,1.0573,0.0975,0.2623,0.0805,25.2417
12,Epistemic,-1.0,-3.4944,0.9778,0.0667,0.2645,0.0805,25.8918
13,Epistemic,-1.0,-3.5166,0.973,0.0649,0.2659,0.0802,26.1324
14,Epistemic,-1.0,-3.5436,0.9949,0.0654,0.2674,0.0801,26.6017
15,Epistemic,-1.0,-3.5487,1.0173,0.0601,0.2692,0.0802,27.4366
16,Epistemic,-1.0,-3.5314,0.9627,0.0494,0.2695,0.0799,27.2083
17,Epistemic,-1.0,-3.5687,1.0205,0.0561,0.2708,0.0799,27.8409
18,Epistemic,-1.0,-3.5483,1.0218,0.0455,0.2721,0.08,28.4854
19,Epistemic,-1.0,-3.5264,1.0768,0.0359,0.2743,0.0805,29.8211
20,Epistemic,-1.0,-3.4497,0.9508,0.0117,0.2744,0.0805,29.8151
21,Epistemic,-1.0,-3.4989,1.0283,0.025,0.2755,0.0807,30.3417
22,Epistemic,-1.0,-3.4706,0.9147,0.0156,0.2749,0.0804,30.0525
23,Epistemic,-1.0,-3.5559,1.0552,0.0394,0.2761,0.0806,30.9192
24,Epistemic,-1.0,-3.5007,0.9899,0.0212,0.2764,0.0806,31.0231
25,Epistemic,-1.0,-3.5108,0.9613,0.0231,0.2763,0.0805,30.8417
26,Epistemic,-1.0,-3.5496,1.0083,0.0333,0.2766,0.0804,30.9823
27,Epistemic,-1.0,-3.5412,1.049,0.0293,0.2775,0.0806,31.5955
28,Epistemic,-1.0,-3.4922,0.9614,0.0139,0.2774,0.0805,31.5179
29,Epistemic,-1.0,-3.5308,1.0493,0.0244,0.2782,0.0807,32.058
30,Epistemic,-1.0,-3.4816,1.0459,0.0093,0.279,0.0809,32.3192
1,RandomBabbler,0.4,0.0,0.039,0.0,0.08,0.08,0.0
2,RandomBabbler,0.4,0.439,0.0504,0.0197,-0.1149,-0.2617,0.0
3,RandomBabbler,-0.7,0.8894,-0.101,0.1048,0.0689,0.1059,0.5547
4,RandomBabbler,0.4,0.0883,-0.0435,0.0053,0.0722,0.1064,0.4684
5,RandomBabbler,-0.7,0.4449,0.003,0.0111,0.0591,0.0997,0.5645
6,RandomBabbler,-0.4,-0.2522,0.0918,0.0086,0.0745,0.1074,0.2351
7,RandomBabbler,0.4,-0.5604,0.0464,0.0081,0.0762,0.1123,0.2102
8,RandomBabbler,0.0,-0.114,-0.055,0.0072,0.0716,0.1114,0.3772
9,RandomBabbler,0.4,-0.1689,-0.0344,0.0089,0.0667,0.1101,0.5198
10,RandomBabbler,0.0,0.1967,-0.0043,0.0089,0.0657,0.1101,0.5351
11,RandomBabbler,0.7,0.1924,0.0452,0.0086,0.0591,0.1078,0.7045
12,RandomBabbler,0.0,0.9376,-0.0694,0.0394,0.0642,0.0937,0.6642
13,RandomBabbler,-0.4,0.8682,-0.0766,0.0149,0.0696,0.0958,0.7262
14,RandomBabbler,-1.0,0.3916,-0.022,0.0126,0.069,0.0963,0.7212
15,RandomBabbler,-1.0,-0.6303,0.0417,0.0053,0.0687,0.0969,0.7197
16,RandomBabbler,1.0,-1.5887,0.1669,0.1353,0.0831,0.0744,0.8005
17,RandomBabbler,0.0,-0.4217,0.0158,0.0218,0.0819,0.0744,0.871
18,RandomBabbler,-0.4,-0.4059,0.0278,0.021,0.0815,0.0747,0.8286
19,RandomBabbler,-0.7,-0.7781,0.1303,0.0182,0.0886,0.0804,0.2597
20,RandomBabbler,0.0,-1.3478,0.1441,0.0265,0.0922,0.0801,0.3564
21,RandomBabbler,1.0,-1.2037,0.1648,0.005,0.0983,0.085,0.4487
22,RandomBabbler,0.7,-0.0389,-0.0488,0.0037,0.0982,0.0849,0.5237
23,RandomBabbler,0.7,0.6123,0.0136,0.0283,0.094,0.0838,1.1643
24,RandomBabbler,0.4,1.326,-0.1312,0.0226,0.0947,0.0822,1.1285
25,RandomBabbler,-1.0,1.5948,-0.2283,0.058,0.1028,0.0842,2.0684
26,RandomBabbler,-0.4,0.3665,-0.0104,0.0264,0.1021,0.0842,2.216
27,RandomBabbler,0.7,-0.0438,0.0459,0.0043,0.1022,0.0842,2.1407
28,RandomBabbler,-1.0,0.7021,-0.0537,0.0303,0.1014,0.0844,2.1748
29,RandomBabbler,-0.7,-0.3516,0.0618,0.0252,0.102,0.0847,1.783
30,RandomBabbler,0.4,-0.9898,0.1546,0.018,0.1051,0.0875,1.3379
