step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0387,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4387,-0.0632,0.0197,-0.1441,-0.3284,0.0
3,Epistemic,-1.0,-1.502,0.1211,0.5245,0.063,0.0509,0.7173
4,Epistemic,-1.0,-2.3809,0.4458,0.1388,0.1498,0.0748,5.3195
5,Epistemic,-1.0,-2.9351,0.5561,0.2051,0.1702,0.068,6.1152
6,Epistemic,-1.0,-3.3789,1.0185,0.2011,0.2234,0.0794,24.0756
7,Epistemic,-1.0,-3.3604,0.8964,0.1461,0.2358,0.0794,27.1022
8,Epistemic,-1.0,-3.4639,0.9874,0.1359,0.2473,0.0802,31.3855
9,Epistemic,-1.0,-3.4766,0.9642,0.1098,0.253,0.0801,33.1462
10,Epistemic,-1.0,-3.5123,1.0257,0.0997,0.2594,0.0807,36.0612
11,Epistemic,-1.0,-3.4867,0.9541,0.0766,0.2613,0.0803,36.3663
12,Epistemic,-1.0,-3.5326,1.0332,0.0795,0.2652,0.0807,38.3261
13,Epistemic,-1.0,-3.4993,1.0142,0.06,0.2679,0.0809,39.5293
14,Epistemic,-1.0,-3.4851,0.9994,0.0495,0.2697,0.0811,40.2644
15,Epistemic,-1.0,-3.4857,0.9477,0.045,0.2699,0.0808,40.0206
16,Epistemic,-1.0,-3.538,1.0615,0.0563,0.2724,0.0812,41.6441
17,Epistemic,-1.0,-3.4764,0.9726,0.0337,0.273,0.0811,41.7516
18,Epistemic,-1.0,-3.5038,1.0004,0.0392,0.2739,0.0811,42.1064
19,Epistemic,-1.0,-3.5034,1.0003,0.0364,0.2746,0.0812,42.4137
20,Epistemic,-1.0,-3.5031,1.0415,0.0339,0.276,0.0814,43.2097
21,Epistemic,-1.0,-3.4616,0.8964,0.0199,0.2751,0.081,42.6943
22,Epistemic,-1.0,-3.5652,1.0692,0.0491,0.2765,0.0812,43.8813
23,Epistemic,-1.0,-3.4959,0.9947,0.0259,0.2769,0.0812,44.03
24,Epistemic,-1.0,-3.5013,0.9318,0.0261,0.2764,0.0809,43.5276
25,Epistemic,-1.0,-3.5694,1.0847,0.0449,0.2777,0.0812,44.8245
26,Epistemic,-1.0,-3.4847,1.0186,0.0179,0.2784,0.0813,45.1116
27,Epistemic,-1.0,-3.4661,0.9629,0.0118,0.2783,0.0812,45.0761
28,Epistemic,-1.0,-3.5032,0.9316,0.022,0.2778,0.081,44.6182
29,Epistemic,-1.0,-3.5716,0.9975,0.0412,0.2779,0.0809,44.3766
30,Epistemic,-1.0,-3.5741,0.9866,0.0401,0.2778,0.0807,43.9666
1,RandomBabbler,-1.0,0.0,-0.0387,0.0,0.08,0.08,0.0
2,RandomBabbler,-0.4,-1.0387,0.0077,0.0032,0.0074,0.0071,0.0
3,RandomBabbler,-0.7,-1.4311,0.1045,0.004,0.0504,0.0415,0.2572
4,RandomBabbler,-1.0,-2.0266,0.3209,0.0683,0.1117,0.0693,3.3037
5,RandomBabbler,1.0,-2.7057,0.4526,0.2052,0.1396,0.064,5.3803
6,RandomBabbler,-0.7,-1.253,0.2308,0.0745,0.144,0.0666,2.6561
7,RandomBabbler,0.0,-1.7223,0.2304,0.0503,0.1424,0.0677,2.516
8,RandomBabbler,0.4,-1.4919,0.2055,0.0616,0.1419,0.0691,1.9575
9,RandomBabbler,0.4,-0.8864,0.0602,0.0715,0.1393,0.0691,2.7815
10,RandomBabbler,0.7,-0.4262,0.0533,0.0468,0.1392,0.0692,2.4573
11,RandomBabbler,-0.7,0.327,-0.027,0.0381,0.1389,0.0692,2.4487
12,RandomBabbler,1.0,-0.4,0.0477,0.0445,0.1388,0.0693,2.1925
13,RandomBabbler,1.0,0.6478,0.001,0.0608,0.1362,0.0691,3.6344
14,RandomBabbler,1.0,1.6488,-0.1897,0.0366,0.134,0.0692,3.8509
15,RandomBabbler,-0.4,2.4591,-0.5081,0.089,0.1478,0.0732,7.8411
16,RandomBabbler,1.0,1.551,-0.1323,0.0532,0.1434,0.0724,9.2221
17,RandomBabbler,0.0,2.4187,-0.4623,0.0768,0.1504,0.0737,11.2579
18,RandomBabbler,0.0,1.9565,-0.2879,0.0121,0.1501,0.0738,11.2588
19,RandomBabbler,-0.4,1.6685,-0.2044,0.0449,0.1484,0.0738,11.6579
20,RandomBabbler,-0.4,1.0642,-0.0308,0.0744,0.1456,0.0735,14.2614
21,RandomBabbler,-0.7,0.6333,-0.0943,0.0627,0.1456,0.0736,13.4234
22,RandomBabbler,-0.4,-0.1609,0.0545,0.0215,0.1457,0.0736,13.0634
23,RandomBabbler,-1.0,-0.5065,0.0374,0.0549,0.1454,0.0737,13.2576
24,RandomBabbler,1.0,-1.469,0.1238,0.0546,0.1428,0.0733,14.5586
25,RandomBabbler,0.7,-0.3453,0.075,0.0406,0.1429,0.0733,13.8124
26,RandomBabbler,-0.4,0.4297,0.0324,0.0479,0.1421,0.0733,15.1442
27,RandomBabbler,0.0,0.0621,0.0015,0.0085,0.1421,0.0733,15.1648
28,RandomBabbler,-1.0,0.0636,-0.0505,0.0087,0.1422,0.0733,15.0045
29,RandomBabbler,-0.7,-0.9869,0.055,0.0689,0.1406,0.0732,16.3807
30,RandomBabbler,1.0,-1.6319,0.1777,0.0344,0.139,0.073,16.8307
