step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0308,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3692,0.0777,0.0186,0.2106,0.5703,0.0
3,Epistemic,-1.0,-1.2915,0.1166,0.6793,0.0994,0.0732,-0.5597
4,Epistemic,-1.0,-2.1749,0.407,0.1303,0.1629,0.0846,1.371
5,Epistemic,-1.0,-2.7678,0.5546,0.1974,0.1831,0.0761,1.8343
6,Epistemic,-1.0,-3.2132,0.8298,0.1969,0.2148,0.0785,8.4052
7,Epistemic,-1.0,-3.3834,0.8609,0.1717,0.2274,0.0771,10.6951
8,Epistemic,-1.0,-3.5225,0.9997,0.1562,0.2419,0.0783,16.3206
9,Epistemic,-1.0,-3.5229,0.9894,0.1191,0.2498,0.0786,19.2716
10,Epistemic,-1.0,-3.5335,1.037,0.0988,0.2573,0.0795,22.7248
11,Epistemic,-1.0,-3.4966,0.9623,0.0723,0.2598,0.0794,23.3842
12,Epistemic,-1.0,-3.5343,0.9579,0.0731,0.2613,0.079,23.4669
13,Epistemic,-1.0,-3.5764,0.9832,0.0759,0.2628,0.0787,23.7626
14,Epistemic,-1.0,-3.5932,0.9545,0.0718,0.2631,0.0781,23.1103
15,Epistemic,-1.0,-3.6386,1.1391,0.0772,0.268,0.079,27.1314
16,Epistemic,-1.0,-3.4995,0.8901,0.03,0.2668,0.0785,26.4482
17,Epistemic,-1.0,-3.6094,1.0458,0.0592,0.2687,0.0786,27.6044
18,Epistemic,-1.0,-3.5636,1.0526,0.0411,0.2706,0.079,28.7441
19,Epistemic,-1.0,-3.511,0.98,0.0232,0.2712,0.079,28.9022
20,Epistemic,-1.0,-3.5311,0.9323,0.0274,0.2707,0.0787,28.5031
21,Epistemic,-1.0,-3.5988,1.0585,0.0452,0.2722,0.0789,29.5512
22,Epistemic,-1.0,-3.5403,1.0745,0.0256,0.2739,0.0793,30.5056
23,Epistemic,-1.0,-3.4658,1.0274,0.0034,0.275,0.0796,30.6048
24,Epistemic,-1.0,-3.4384,0.8779,0.0043,0.2741,0.0794,30.7113
25,Epistemic,-1.0,-3.5605,1.0231,0.0303,0.2747,0.0794,31.0808
26,Epistemic,-1.0,-3.5374,1.0423,0.0222,0.2757,0.0796,31.5846
27,Epistemic,-1.0,-3.4952,1.1135,0.0093,0.2775,0.0801,32.1038
28,Epistemic,-1.0,-3.3817,0.9206,0.0221,0.2773,0.0801,32.1611
29,Epistemic,-1.0,-3.4611,0.9732,0.0003,0.2774,0.0802,32.1626
30,Epistemic,-1.0,-3.4879,1.0524,0.0078,0.2784,0.0804,32.4049
1,RandomBabbler,0.0,0.0,0.0308,0.0,0.08,0.08,0.0
2,RandomBabbler,0.7,0.0308,0.0668,0.0024,-2.1672,0.08,-0.8933
3,RandomBabbler,1.0,0.7976,-0.0677,1.7794,0.0815,0.1063,0.0671
4,RandomBabbler,0.0,1.7298,-0.2108,0.177,0.1148,0.072,0.138
5,RandomBabbler,0.7,1.5191,-0.2428,0.0082,0.1323,0.084,-0.0388
6,RandomBabbler,-1.0,1.9762,-0.3086,0.0668,0.1418,0.0815,0.1917
7,RandomBabbler,0.7,0.6676,-0.0906,0.0583,0.1415,0.0823,-0.3901
8,RandomBabbler,-0.7,1.2771,-0.1235,0.0465,0.1354,0.0817,0.1545
9,RandomBabbler,1.0,0.4536,-0.0199,0.0446,0.1338,0.0818,0.4903
10,RandomBabbler,0.4,1.4337,-0.1263,0.0238,0.1272,0.0795,0.9156
11,RandomBabbler,-0.4,1.7073,-0.249,0.0145,0.1304,0.0806,1.0347
12,RandomBabbler,-0.7,1.0583,-0.131,0.0477,0.13,0.0815,0.7211
13,RandomBabbler,0.7,0.2273,-0.0442,0.0253,0.1301,0.0816,0.4446
14,RandomBabbler,1.0,0.8832,-0.1407,0.0513,0.1313,0.0829,-0.6011
15,RandomBabbler,-0.7,1.7425,-0.163,0.0227,0.1261,0.0781,-1.1665
16,RandomBabbler,0.4,0.8795,-0.1515,0.0505,0.1277,0.0793,-2.4899
17,RandomBabbler,0.7,1.128,-0.0982,0.0431,0.1256,0.0793,-2.0936
18,RandomBabbler,0.7,1.7298,-0.2027,0.02,0.1246,0.0778,-2.2627
19,RandomBabbler,0.0,2.2271,-0.403,0.1081,0.1333,0.0787,0.3535
20,RandomBabbler,-0.7,1.824,-0.3313,0.0186,0.1379,0.0809,0.8968
21,RandomBabbler,1.0,0.7927,-0.0279,0.0585,0.1361,0.0808,2.0948
22,RandomBabbler,1.0,1.7648,-0.1774,0.0114,0.1333,0.0787,1.8127
23,RandomBabbler,1.0,2.5875,-0.4691,0.1824,0.1403,0.0763,3.9693
24,RandomBabbler,-1.0,3.1183,-0.8459,0.3044,0.1632,0.0803,30.14
25,RandomBabbler,0.7,1.2725,-0.1206,0.0777,0.1613,0.0802,31.5948
26,RandomBabbler,0.7,1.8519,-0.2332,0.0235,0.1593,0.0797,32.0666
27,RandomBabbler,1.0,2.3187,-0.2939,0.0592,0.1566,0.0773,29.843
28,RandomBabbler,0.0,3.0248,-0.7262,0.2331,0.1668,0.0777,40.9845
29,RandomBabbler,1.0,2.2985,-0.4078,0.0273,0.1675,0.0777,41.0946
30,RandomBabbler,0.4,2.8908,-0.5893,0.165,0.1709,0.0766,42.4882
