step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0043,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4043,0.089,0.0193,0.2201,0.5444,0.0
3,Epistemic,-1.0,-1.3153,0.0993,0.6523,0.0879,0.0617,-0.6314
4,Epistemic,-1.0,-2.2161,0.3038,0.108,0.1234,0.0618,0.029
5,Epistemic,-1.0,-2.9122,0.6927,0.1651,0.1869,0.0762,8.3686
6,Epistemic,-1.0,-3.2195,0.8625,0.1885,0.2196,0.0799,15.9699
7,Epistemic,-1.0,-3.357,0.9231,0.1627,0.2365,0.0806,20.6973
8,Epistemic,-1.0,-3.4339,0.9719,0.1387,0.2478,0.0812,24.4988
9,Epistemic,-1.0,-3.4621,0.9562,0.115,0.2534,0.0808,26.0099
10,Epistemic,-1.0,-3.5058,0.957,0.1053,0.2567,0.0803,26.5777
11,Epistemic,-1.0,-3.5488,0.9735,0.0998,0.2593,0.0797,27.0153
12,Epistemic,-1.0,-3.5753,1.0159,0.0924,0.2625,0.0797,28.3859
13,Epistemic,-1.0,-3.5595,0.9989,0.0755,0.2646,0.0796,29.1008
14,Epistemic,-1.0,-3.5606,1.0653,0.067,0.2681,0.0801,31.2673
15,Epistemic,-1.0,-3.4953,1.0132,0.0414,0.2701,0.0804,32.1026
16,Epistemic,-1.0,-3.4821,0.9117,0.0341,0.2694,0.0799,31.5328
17,Epistemic,-1.0,-3.5704,1.0598,0.057,0.2716,0.0802,32.9934
18,Epistemic,-1.0,-3.5106,0.9896,0.0351,0.2723,0.0802,33.2362
19,Epistemic,-1.0,-3.521,1.053,0.0356,0.2741,0.0805,34.254
20,Epistemic,-1.0,-3.468,1.0428,0.0181,0.2757,0.0809,34.8226
21,Epistemic,-1.0,-3.4252,0.9717,0.0051,0.2762,0.081,34.8701
22,Epistemic,-1.0,-3.4534,0.8698,0.0127,0.2749,0.0806,34.4369
23,Epistemic,-1.0,-3.5836,1.0655,0.05,0.2761,0.0807,35.4876
24,Epistemic,-1.0,-3.5181,0.9169,0.0279,0.2753,0.0804,34.7645
25,Epistemic,-1.0,-3.6012,1.1219,0.051,0.2771,0.0807,36.8046
26,Epistemic,-1.0,-3.4793,0.9406,0.013,0.2768,0.0806,36.6561
27,Epistemic,-1.0,-3.5387,0.9977,0.0295,0.277,0.0805,36.6939
28,Epistemic,-1.0,-3.541,1.1004,0.0288,0.2785,0.0809,37.8568
29,Epistemic,-1.0,-3.4406,0.8635,0.0009,0.2774,0.0806,37.8892
30,Epistemic,-1.0,-3.5772,1.0306,0.0385,0.2778,0.0806,38.1705
1,RandomBabbler,0.0,0.0,-0.0043,0.0,0.08,0.08,0.0
2,RandomBabbler,1.0,-0.0043,0.0759,0.0003,0.08,0.08,-0.0104
3,RandomBabbler,-0.4,1.0716,-0.131,0.0061,0.1225,0.1141,-0.0159
4,RandomBabbler,0.7,0.5406,-0.1124,0.0329,0.1399,0.1306,-0.8508
5,RandomBabbler,1.0,1.1282,-0.0876,0.0084,0.1107,0.0975,-0.9006
6,RandomBabbler,0.7,2.0406,-0.2998,0.1801,0.1326,0.0758,-0.8033
7,RandomBabbler,1.0,2.4407,-0.4551,0.1278,0.1576,0.0762,1.0449
8,RandomBabbler,1.0,2.9857,-0.6846,0.2084,0.187,0.0765,6.4498
9,RandomBabbler,1.0,3.301,-0.8744,0.2168,0.213,0.0783,15.085
10,RandomBabbler,0.7,3.4266,-0.9656,0.1892,0.2312,0.0797,22.9805
11,RandomBabbler,-0.7,3.161,-0.8334,0.0652,0.2372,0.0804,24.4756
12,RandomBabbler,0.4,1.6276,-0.2187,0.1729,0.2324,0.0805,29.8065
13,RandomBabbler,0.4,1.8089,-0.2765,0.1571,0.2281,0.0805,33.6874
14,RandomBabbler,-1.0,1.9324,-0.2477,0.14,0.2222,0.0802,40.1577
15,RandomBabbler,0.0,0.6848,-0.0017,0.1146,0.2206,0.0801,44.3971
16,RandomBabbler,1.0,0.6831,-0.0957,0.1133,0.2201,0.0802,44.3198
17,RandomBabbler,-1.0,1.5874,-0.1616,0.1473,0.2156,0.08,50.7831
18,RandomBabbler,0.0,0.4258,-0.0109,0.0773,0.2151,0.08,52.0878
19,RandomBabbler,-0.7,0.415,0.0474,0.0755,0.2143,0.08,55.0663
20,RandomBabbler,-0.4,-0.2376,0.0852,0.0464,0.2144,0.08,53.9995
21,RandomBabbler,-1.0,-0.5525,0.0576,0.094,0.2139,0.08,54.5161
22,RandomBabbler,0.7,-1.4948,0.0945,0.141,0.2092,0.0796,62.9383
23,RandomBabbler,-0.4,-0.7003,0.0774,0.1074,0.2085,0.0797,63.593
24,RandomBabbler,-1.0,-1.0229,0.0104,0.1299,0.2056,0.0795,70.6394
25,RandomBabbler,0.4,-2.0125,0.4084,0.0916,0.2054,0.0802,69.2009
26,RandomBabbler,0.0,-1.2041,0.0882,0.1311,0.203,0.0801,74.0182
27,RandomBabbler,0.7,-1.1159,0.0955,0.1268,0.2011,0.0801,77.3915
28,RandomBabbler,-0.4,-0.3204,0.1055,0.0562,0.2013,0.0801,75.8354
29,RandomBabbler,-1.0,-0.6149,-0.0533,0.0935,0.1999,0.08,80.68
30,RandomBabbler,-0.7,-1.6682,0.2296,0.1107,0.1978,0.0801,82.7563
