step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0187,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3813,0.1383,0.0189,0.3626,0.951,0.0
3,Epistemic,-1.0,-1.243,0.1784,1.0187,0.1624,0.1228,-1.65
4,Epistemic,-1.0,-2.0647,0.3967,0.1882,0.1837,0.0965,-1.8107
5,Epistemic,-1.0,-2.6679,0.6019,0.1971,0.2065,0.088,-1.0926
6,Epistemic,-1.0,-3.0661,0.7713,0.1943,0.2254,0.0847,0.8458
7,Epistemic,-1.0,-3.2948,0.9027,0.1771,0.2412,0.0841,4.2756
8,Epistemic,-1.0,-3.3921,0.9203,0.149,0.2489,0.0827,5.5306
9,Epistemic,-1.0,-3.4718,0.9294,0.133,0.2529,0.0813,5.5218
10,Epistemic,-1.0,-3.5423,0.9607,0.1239,0.2562,0.0802,5.6689
11,Epistemic,-1.0,-3.5816,0.9703,0.1115,0.2585,0.0794,5.5747
12,Epistemic,-1.0,-3.6113,1.0603,0.1015,0.2633,0.0797,8.2413
13,Epistemic,-1.0,-3.551,1.0422,0.0697,0.2668,0.0801,10.0279
14,Epistemic,-1.0,-3.5088,1.073,0.0495,0.2708,0.0809,12.0335
15,Epistemic,-1.0,-3.4358,0.9753,0.0241,0.272,0.081,12.3206
16,Epistemic,-1.0,-3.4605,0.9775,0.0291,0.2729,0.0811,12.5525
17,Epistemic,-1.0,-3.483,1.0096,0.0332,0.2742,0.0813,13.0751
18,Epistemic,-1.0,-3.4734,0.9701,0.028,0.2745,0.0812,13.1143
19,Epistemic,-1.0,-3.5033,0.8917,0.0346,0.2732,0.0806,11.9945
20,Epistemic,-1.0,-3.6116,1.1026,0.0643,0.2754,0.0809,14.009
21,Epistemic,-1.0,-3.509,0.9672,0.0296,0.2754,0.0807,13.8564
22,Epistemic,-1.0,-3.5418,1.0205,0.0373,0.2761,0.0808,14.2294
23,Epistemic,-1.0,-3.5213,0.9839,0.0292,0.2763,0.0807,14.1965
24,Epistemic,-1.0,-3.5375,1.1555,0.0323,0.2789,0.0813,16.1962
25,Epistemic,-1.0,-3.382,0.9792,0.013,0.2793,0.0815,15.9838
26,Epistemic,-1.0,-3.4028,0.9532,0.0068,0.2794,0.0815,15.9682
27,Epistemic,-1.0,-3.4496,0.8993,0.0066,0.2786,0.0813,15.7983
28,Epistemic,-1.0,-3.5503,1.0597,0.0355,0.2794,0.0814,16.5169
29,Epistemic,-1.0,-3.4907,0.9343,0.0165,0.279,0.0812,16.2042
30,Epistemic,-1.0,-3.5563,1.0769,0.0351,0.2799,0.0814,17.1114
1,RandomBabbler,0.4,0.0,0.0187,0.0,0.08,0.08,0.0
2,RandomBabbler,0.0,0.4187,0.1126,0.0195,-0.269,-0.6426,0.0
3,RandomBabbler,-0.4,0.5313,0.0322,0.0385,-0.1404,-0.2611,-0.2992
4,RandomBabbler,-1.0,0.1635,0.0536,0.016,-0.1508,-0.2723,-0.5534
5,RandomBabbler,0.7,-0.783,0.0815,0.0489,-0.0084,0.0404,0.1437
6,RandomBabbler,1.0,-0.0015,0.0192,0.0,-0.0084,0.0404,0.1438
7,RandomBabbler,-1.0,1.0177,-0.0486,0.0504,0.0189,0.0449,0.4766
8,RandomBabbler,-1.0,-0.0308,-0.0001,0.0005,0.0189,0.0449,0.4767
9,RandomBabbler,0.7,-1.031,0.0502,0.0283,0.0288,0.0459,0.6022
10,RandomBabbler,0.7,-0.2808,-0.0368,0.0045,0.0249,0.0447,0.6694
11,RandomBabbler,1.0,0.3824,-0.0676,0.003,0.0314,0.048,0.575
12,RandomBabbler,-0.7,1.3148,-0.1213,0.0416,0.0518,0.0596,1.2853
13,RandomBabbler,1.0,0.4935,0.014,0.0111,0.0482,0.0584,1.4235
14,RandomBabbler,0.7,1.5074,-0.0937,0.06,0.0524,0.0503,1.3251
15,RandomBabbler,0.4,2.1137,-0.3265,0.114,0.09,0.065,6.479
16,RandomBabbler,-1.0,2.1872,-0.3632,0.1143,0.1115,0.0697,10.1408
17,RandomBabbler,0.4,0.824,-0.0152,0.0446,0.1079,0.0693,11.0659
18,RandomBabbler,-0.4,1.2087,-0.1119,0.0292,0.1067,0.0695,11.1066
19,RandomBabbler,0.7,0.6968,-0.129,0.0406,0.1087,0.0704,9.8825
20,RandomBabbler,-1.0,1.2678,-0.0695,0.0247,0.1046,0.0692,10.3805
21,RandomBabbler,0.4,0.1983,-0.021,0.018,0.1046,0.0692,10.314
22,RandomBabbler,1.0,0.5773,-0.0097,0.0373,0.1032,0.0691,10.7834
23,RandomBabbler,1.0,1.5676,-0.2047,0.008,0.106,0.0704,10.8929
24,RandomBabbler,-0.4,2.3629,-0.2923,0.1427,0.1094,0.0646,9.7971
25,RandomBabbler,-0.4,1.6706,-0.1591,0.0024,0.1081,0.064,9.8161
26,RandomBabbler,-0.7,1.1115,-0.072,0.0411,0.1065,0.0639,10.2542
27,RandomBabbler,0.0,0.3395,-0.0619,0.0288,0.1068,0.064,9.7911
28,RandomBabbler,-0.7,0.2776,0.0451,0.0247,0.1062,0.064,10.4055
29,RandomBabbler,0.4,-0.3773,-0.0291,0.031,0.1054,0.0639,11.0658
30,RandomBabbler,-1.0,-0.0063,0.0651,0.0007,0.1054,0.0639,11.0485
