step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.1169,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.2831,-0.0267,0.0162,-0.0944,-0.3336,0.0
3,Epistemic,-1.0,-1.3098,0.157,0.4486,0.1103,0.0906,0.4716
4,Epistemic,-1.0,-2.1528,0.3781,0.1824,0.1574,0.0827,1.5345
5,Epistemic,-1.0,-2.7747,0.6577,0.1998,0.2008,0.0846,5.9533
6,Epistemic,-1.0,-3.117,0.7072,0.1963,0.2114,0.0783,5.4943
7,Epistemic,-1.0,-3.4099,0.9094,0.1901,0.2295,0.0783,10.2737
8,Epistemic,-1.0,-3.5004,0.9427,0.1558,0.2397,0.0779,13.1163
9,Epistemic,-1.0,-3.5578,0.9589,0.1325,0.246,0.0773,14.7853
10,Epistemic,-1.0,-3.5989,0.994,0.1161,0.2513,0.0772,16.722
11,Epistemic,-1.0,-3.6049,1.014,0.0971,0.2558,0.0773,18.685
12,Epistemic,-1.0,-3.5909,1.0172,0.0786,0.2594,0.0776,20.3074
13,Epistemic,-1.0,-3.5737,0.9764,0.0636,0.261,0.0774,20.7034
14,Epistemic,-1.0,-3.5973,1.0564,0.0631,0.2644,0.0779,22.6569
15,Epistemic,-1.0,-3.541,0.9757,0.0408,0.2654,0.0779,22.942
16,Epistemic,-1.0,-3.5653,0.857,0.0441,0.2633,0.0769,21.1711
17,Epistemic,-1.0,-3.7083,1.1596,0.0819,0.2674,0.0777,25.4703
18,Epistemic,-1.0,-3.5486,0.9878,0.029,0.2682,0.0777,25.7331
19,Epistemic,-1.0,-3.5608,0.9772,0.0304,0.2686,0.0777,25.8125
20,Epistemic,-1.0,-3.5836,1.0408,0.0349,0.27,0.0779,26.6079
21,Epistemic,-1.0,-3.5428,1.0156,0.0212,0.271,0.0781,26.9953
22,Epistemic,-1.0,-3.5272,0.9979,0.0156,0.2716,0.0782,27.1984
23,Epistemic,-1.0,-3.5293,0.9537,0.0154,0.2716,0.0781,27.125
24,Epistemic,-1.0,-3.5755,1.0323,0.0277,0.2724,0.0783,27.6252
25,Epistemic,-1.0,-3.5432,0.9275,0.0172,0.2719,0.078,27.323
26,Epistemic,-1.0,-3.6157,1.1181,0.0371,0.2737,0.0784,28.9727
27,Epistemic,-1.0,-3.4977,0.9154,0.0021,0.2732,0.0783,28.9384
28,Epistemic,-1.0,-3.5823,1.0163,0.0258,0.2736,0.0783,29.1835
29,Epistemic,-1.0,-3.566,1.0183,0.02,0.2741,0.0784,29.4338
30,Epistemic,-1.0,-3.5477,1.0179,0.0141,0.2746,0.0785,29.642
1,RandomBabbler,0.4,0.0,0.1169,0.0,0.08,0.08,0.0
2,RandomBabbler,0.4,0.5169,-0.0545,0.02,0.1055,0.204,0.0
3,RandomBabbler,0.0,0.8624,-0.0398,0.0608,0.0618,0.0707,-0.1482
4,RandomBabbler,-0.7,0.8226,-0.0468,0.003,0.0598,0.07,-0.1464
5,RandomBabbler,-0.7,0.0758,0.0413,0.0041,0.0578,0.0698,-0.0754
6,RandomBabbler,-0.7,-0.5829,-0.0429,0.01,0.0358,0.0509,0.0994
7,RandomBabbler,-0.4,-1.3258,0.1199,0.042,0.0611,0.0634,0.61
8,RandomBabbler,0.0,-1.6059,0.1687,0.0653,0.0789,0.0646,1.2004
9,RandomBabbler,-0.7,-1.4372,0.1115,0.02,0.0786,0.0616,1.1315
10,RandomBabbler,0.7,-2.0257,0.2861,0.0937,0.0991,0.0659,3.1926
11,RandomBabbler,0.4,-1.0396,0.0608,0.0318,0.0959,0.0655,3.4994
12,RandomBabbler,0.4,-0.5788,0.0125,0.0335,0.0941,0.0655,3.8429
13,RandomBabbler,-1.0,-0.1663,-0.0431,0.0138,0.0934,0.0654,4.1285
14,RandomBabbler,0.7,-1.2094,0.1381,0.0173,0.0954,0.0672,3.9048
15,RandomBabbler,0.0,-0.3713,-0.0163,0.0261,0.0941,0.0671,4.3047
16,RandomBabbler,0.4,-0.3877,-0.1479,0.0264,0.0896,0.0664,6.051
17,RandomBabbler,-1.0,-0.1355,0.061,0.0109,0.09,0.0664,5.8132
18,RandomBabbler,-0.7,-1.0745,0.0728,0.02,0.0885,0.0663,5.917
19,RandomBabbler,-0.7,-1.7017,0.1945,0.0414,0.0923,0.0665,6.2455
20,RandomBabbler,1.0,-2.2072,0.4032,0.1202,0.1101,0.0721,11.8097
21,RandomBabbler,-1.0,-0.8041,0.0632,0.0419,0.1093,0.0722,11.8797
22,RandomBabbler,0.0,-1.7408,0.2451,0.0286,0.1127,0.0732,12.2949
23,RandomBabbler,-1.0,-1.4958,0.1363,0.0047,0.1111,0.0725,12.3448
24,RandomBabbler,0.4,-2.3595,0.455,0.1415,0.1237,0.075,18.2522
25,RandomBabbler,0.4,-1.5045,0.1042,0.0163,0.1205,0.0738,18.6911
26,RandomBabbler,0.7,-1.0003,0.1522,0.0467,0.1213,0.0744,17.6673
27,RandomBabbler,-0.7,-0.1481,-0.0615,0.0163,0.121,0.0744,18.1324
28,RandomBabbler,1.0,-0.9096,0.0559,0.0485,0.1198,0.0744,18.701
29,RandomBabbler,0.4,0.1462,-0.0008,0.0159,0.1197,0.0744,18.757
30,RandomBabbler,-0.7,0.5455,-0.0129,0.0432,0.119,0.0743,19.2856
