step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0991,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4991,0.0463,0.02,0.0928,0.1859,0.0
3,Epistemic,-1.0,-1.4528,0.2088,0.2575,0.1383,0.1001,0.0231
4,Epistemic,-1.0,-2.244,0.4109,0.1937,0.1688,0.0844,0.4057
5,Epistemic,-1.0,-2.8331,0.7139,0.1991,0.2121,0.0875,5.6429
6,Epistemic,-1.0,-3.1192,0.7608,0.1898,0.2244,0.0828,6.0307
7,Epistemic,-1.0,-3.3584,0.9343,0.1807,0.2411,0.0828,10.5387
8,Epistemic,-1.0,-3.4241,0.9714,0.1458,0.2514,0.0828,13.7609
9,Epistemic,-1.0,-3.4527,0.9929,0.1194,0.2586,0.0829,16.2529
10,Epistemic,-1.0,-3.4598,0.9206,0.0982,0.2599,0.0818,15.5227
11,Epistemic,-1.0,-3.5391,1.1067,0.1047,0.2677,0.0829,20.3649
12,Epistemic,-1.0,-3.4324,0.9615,0.0582,0.2692,0.0828,20.6441
13,Epistemic,-1.0,-3.4708,1.0128,0.0626,0.2717,0.0829,21.693
14,Epistemic,-1.0,-3.4581,1.0088,0.0519,0.2737,0.0831,22.502
15,Epistemic,-1.0,-3.4493,0.9112,0.0443,0.2728,0.0824,21.6232
16,Epistemic,-1.0,-3.5381,0.9635,0.0667,0.2728,0.0819,20.7749
17,Epistemic,-1.0,-3.5746,1.0525,0.0715,0.2746,0.082,21.8678
18,Epistemic,-1.0,-3.5221,0.985,0.0497,0.2749,0.0818,21.7433
19,Epistemic,-1.0,-3.5371,0.9814,0.0504,0.2751,0.0815,21.4413
20,Epistemic,-1.0,-3.5556,0.9964,0.0523,0.2754,0.0813,21.2874
21,Epistemic,-1.0,-3.5592,1.0408,0.0498,0.2765,0.0814,21.952
22,Epistemic,-1.0,-3.5185,0.9844,0.0346,0.2767,0.0813,21.878
23,Epistemic,-1.0,-3.5341,0.905,0.0372,0.2756,0.0808,20.5994
24,Epistemic,-1.0,-3.6291,1.0459,0.0636,0.2762,0.0807,20.9389
25,Epistemic,-1.0,-3.5832,1.044,0.0461,0.277,0.0807,21.4847
26,Epistemic,-1.0,-3.5392,0.9869,0.0307,0.2771,0.0806,21.3827
27,Epistemic,-1.0,-3.5523,1.0785,0.0331,0.2782,0.0808,22.3672
28,Epistemic,-1.0,-3.4738,0.8984,0.009,0.2774,0.0806,22.116
29,Epistemic,-1.0,-3.5754,0.989,0.0381,0.2774,0.0804,21.7935
30,Epistemic,-1.0,-3.5865,1.106,0.0397,0.2786,0.0807,23.1884
1,RandomBabbler,-0.4,0.0,-0.0991,0.0,0.08,0.08,0.0
2,RandomBabbler,-0.7,-0.4991,0.0463,0.02,0.0928,0.1859,0.0
3,RandomBabbler,0.4,-1.1528,0.1462,0.1401,0.1215,0.1126,-0.0201
4,RandomBabbler,0.7,-0.6066,0.0375,0.0322,0.1102,0.1119,0.189
5,RandomBabbler,-0.7,0.131,0.0704,0.0125,0.1045,0.1113,0.5699
6,RandomBabbler,0.7,-0.4986,0.0023,0.0245,0.0933,0.1081,0.8857
7,RandomBabbler,-0.4,0.2037,0.0287,0.0145,0.089,0.1075,1.1125
8,RandomBabbler,1.0,-0.1676,0.0357,0.0119,0.0905,0.1079,0.9845
9,RandomBabbler,1.0,0.868,-0.021,0.0027,0.0741,0.0904,0.9146
10,RandomBabbler,-0.4,1.847,-0.3099,0.1717,0.1237,0.0908,3.7349
11,RandomBabbler,-1.0,1.1371,0.0013,0.0233,0.1028,0.0811,4.5698
12,RandomBabbler,1.0,0.1384,0.0175,0.0127,0.1022,0.0811,4.6981
13,RandomBabbler,-0.4,1.1559,-0.0578,0.0098,0.0946,0.0773,4.8607
14,RandomBabbler,0.4,0.6981,0.0132,0.0284,0.0888,0.0759,5.5413
15,RandomBabbler,-0.4,1.1112,-0.1394,0.005,0.093,0.0788,5.4504
16,RandomBabbler,-0.4,0.5718,-0.0641,0.0274,0.0935,0.0794,5.1814
17,RandomBabbler,0.4,0.1078,0.0294,0.0092,0.0932,0.0794,5.3087
18,RandomBabbler,1.0,0.5371,-0.0305,0.0271,0.0922,0.0795,5.3722
19,RandomBabbler,1.0,1.5067,-0.201,0.0415,0.0991,0.0814,5.948
20,RandomBabbler,-0.7,2.3056,-0.4403,0.2043,0.1247,0.0822,12.4135
21,RandomBabbler,0.4,1.1653,-0.0813,0.0338,0.1211,0.0814,13.0021
22,RandomBabbler,0.7,1.484,-0.1822,0.0004,0.1212,0.0815,13.0017
23,RandomBabbler,0.0,2.0018,-0.4148,0.084,0.1342,0.0862,16.8087
24,RandomBabbler,0.7,1.587,-0.2092,0.0041,0.134,0.0859,16.8
25,RandomBabbler,-0.7,2.0778,-0.3285,0.0926,0.1371,0.0841,16.9439
26,RandomBabbler,-0.7,1.0492,-0.1032,0.0513,0.1359,0.0842,17.241
27,RandomBabbler,-0.4,0.246,0.0641,0.0283,0.1352,0.0842,18.1825
28,RandomBabbler,-1.0,-0.0899,-0.0664,0.0115,0.135,0.0842,18.5161
29,RandomBabbler,1.0,-1.1562,0.0732,0.0435,0.1323,0.0837,19.5339
30,RandomBabbler,0.4,-0.083,0.0775,0.0104,0.1325,0.0837,19.235
