step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0266,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3734,0.004,0.0187,0.0108,0.0288,0.0
3,Epistemic,-1.0,-1.3694,0.3296,0.0393,0.2248,0.1749,1.2889
4,Epistemic,-1.0,-2.0398,0.3597,0.2694,0.1921,0.1015,-2.674
5,Epistemic,-1.0,-2.6801,0.5848,0.2138,0.2062,0.0872,-3.4161
6,Epistemic,-1.0,-3.0953,0.7897,0.1972,0.2266,0.0845,-0.9242
7,Epistemic,-1.0,-3.3056,0.8474,0.1745,0.2362,0.0816,-0.2856
8,Epistemic,-1.0,-3.4582,0.9192,0.1589,0.2439,0.08,0.839
9,Epistemic,-1.0,-3.539,1.0298,0.1387,0.254,0.0806,5.0839
10,Epistemic,-1.0,-3.5091,0.9619,0.1011,0.2575,0.0801,5.7543
11,Epistemic,-1.0,-3.5472,1.0491,0.0942,0.2633,0.0807,8.5923
12,Epistemic,-1.0,-3.4981,0.9679,0.0661,0.265,0.0804,8.9109
13,Epistemic,-1.0,-3.5302,0.9037,0.067,0.264,0.0794,7.3891
14,Epistemic,-1.0,-3.6266,0.9833,0.0871,0.2648,0.0788,6.8553
15,Epistemic,-1.0,-3.6432,1.017,0.0818,0.2662,0.0786,7.1968
16,Epistemic,-1.0,-3.6263,0.9478,0.0681,0.2658,0.0779,5.9365
17,Epistemic,-1.0,-3.6785,1.0784,0.0769,0.2681,0.0781,7.6957
18,Epistemic,-1.0,-3.6001,1.0216,0.0472,0.2692,0.0782,8.2726
19,Epistemic,-1.0,-3.5785,1.0735,0.0374,0.2713,0.0786,9.5503
20,Epistemic,-1.0,-3.505,0.9375,0.0142,0.2711,0.0784,9.4406
21,Epistemic,-1.0,-3.5675,1.0061,0.031,0.2718,0.0785,9.7138
22,Epistemic,-1.0,-3.5614,1.0448,0.0274,0.273,0.0787,10.3707
23,Epistemic,-1.0,-3.5166,1.0281,0.0133,0.274,0.0789,10.6816
24,Epistemic,-1.0,-3.4885,0.92,0.0048,0.2735,0.0788,10.6115
25,Epistemic,-1.0,-3.5685,1.0985,0.0272,0.2752,0.0792,11.7427
26,Epistemic,-1.0,-3.47,0.9305,0.0017,0.2748,0.0791,11.7577
27,Epistemic,-1.0,-3.5395,1.0649,0.0178,0.276,0.0793,12.3264
28,Epistemic,-1.0,-3.4745,0.9502,0.0011,0.2759,0.0793,12.3298
29,Epistemic,-1.0,-3.5243,0.9717,0.0129,0.2759,0.0793,12.2952
30,Epistemic,-1.0,-3.5526,0.9444,0.0204,0.2755,0.0791,11.9364
1,RandomBabbler,-0.7,0.0,0.0266,0.0,0.08,0.08,0.0
2,RandomBabbler,0.0,-0.6734,0.0291,0.0176,0.0433,0.0643,0.0
3,RandomBabbler,0.4,-0.6443,0.2128,0.0012,0.1804,0.2686,-0.1993
4,RandomBabbler,-0.4,-0.0315,0.0269,0.0054,0.1812,0.2687,-0.2513
5,RandomBabbler,-1.0,-0.4046,0.0233,0.0293,0.1616,0.2603,0.09
6,RandomBabbler,1.0,-1.3813,0.1759,0.2735,0.1394,0.109,-1.8128
7,RandomBabbler,0.0,-0.2055,-0.0234,0.024,0.1358,0.1087,-1.4362
8,RandomBabbler,0.4,-0.2288,-0.0333,0.0254,0.1309,0.1082,-0.9256
9,RandomBabbler,0.7,0.1379,0.0264,0.016,0.1289,0.1081,-0.6949
10,RandomBabbler,0.7,0.8643,-0.083,0.0307,0.1225,0.1084,-0.5658
11,RandomBabbler,-1.0,1.4813,-0.1331,0.0565,0.1105,0.084,-1.3449
12,RandomBabbler,0.7,0.3482,-0.0207,0.0283,0.1095,0.0842,-1.3055
13,RandomBabbler,1.0,1.0275,-0.1778,0.0237,0.1189,0.0931,-1.994
14,RandomBabbler,-0.4,1.8497,-0.3425,0.0985,0.1403,0.0968,-0.0112
15,RandomBabbler,-0.7,1.1071,-0.143,0.0367,0.1391,0.098,-0.0948
16,RandomBabbler,0.0,0.2642,-0.1098,0.0299,0.1407,0.0983,-1.1535
17,RandomBabbler,-1.0,0.1544,-0.006,0.0194,0.1405,0.0983,-1.1068
18,RandomBabbler,1.0,-0.8516,0.0428,0.0484,0.1354,0.0975,-0.1516
19,RandomBabbler,-0.4,0.1912,0.0461,0.0223,0.1343,0.0974,0.3885
20,RandomBabbler,0.0,-0.1627,-0.0431,0.0193,0.1334,0.0974,0.8134
21,RandomBabbler,0.7,-0.2058,-0.0087,0.0233,0.1329,0.0973,1.0412
22,RandomBabbler,-0.4,0.4855,0.0113,0.0416,0.13,0.097,1.9352
23,RandomBabbler,1.0,0.0968,0.038,0.0117,0.1296,0.097,2.144
24,RandomBabbler,0.7,1.1348,-0.1566,0.0222,0.1304,0.0986,1.9725
25,RandomBabbler,0.0,1.6782,-0.1456,0.0587,0.1232,0.0876,0.1984
26,RandomBabbler,-0.4,1.5327,-0.2207,0.017,0.1257,0.0885,0.3385
27,RandomBabbler,-1.0,0.912,-0.0038,0.0411,0.1207,0.087,1.7374
28,RandomBabbler,-0.7,-0.0918,-0.0149,0.0104,0.1206,0.087,1.8236
29,RandomBabbler,0.0,-0.8067,0.0301,0.0407,0.118,0.0866,2.5588
30,RandomBabbler,0.7,-0.7766,-0.017,0.0394,0.1141,0.0856,3.9036
