step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0589,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4589,-0.0406,0.0199,-0.0884,-0.1926,0.0
3,Epistemic,-1.0,-1.4995,0.2134,0.3004,0.1225,0.0924,1.3225
4,Epistemic,-1.0,-2.2861,0.3034,0.2027,0.1295,0.0635,0.3441
5,Epistemic,-1.0,-2.9827,0.7046,0.1784,0.1867,0.0746,8.6035
6,Epistemic,-1.0,-3.2782,0.7469,0.1898,0.2029,0.072,10.5098
7,Epistemic,-1.0,-3.5313,1.0526,0.1816,0.2327,0.0771,23.1909
8,Epistemic,-1.0,-3.4786,0.9782,0.1229,0.244,0.0781,27.2502
9,Epistemic,-1.0,-3.5004,1.048,0.1028,0.2546,0.0797,32.0385
10,Epistemic,-1.0,-3.4524,0.9283,0.0715,0.2568,0.0794,32.3671
11,Epistemic,-1.0,-3.5241,1.0134,0.0812,0.2612,0.0798,34.2604
12,Epistemic,-1.0,-3.5106,0.9717,0.0663,0.2631,0.0796,34.7658
13,Epistemic,-1.0,-3.539,0.965,0.0665,0.2641,0.0793,34.787
14,Epistemic,-1.0,-3.5739,1.0291,0.0693,0.2665,0.0795,36.0449
15,Epistemic,-1.0,-3.5448,0.9424,0.0537,0.2665,0.079,35.4771
16,Epistemic,-1.0,-3.6024,1.0205,0.0656,0.2679,0.079,36.1416
17,Epistemic,-1.0,-3.582,1.0613,0.0538,0.2701,0.0793,37.6271
18,Epistemic,-1.0,-3.5207,0.9945,0.032,0.271,0.0794,37.954
19,Epistemic,-1.0,-3.5262,0.9742,0.0314,0.2713,0.0793,37.9886
20,Epistemic,-1.0,-3.552,1.1188,0.0367,0.2741,0.0799,39.8818
21,Epistemic,-1.0,-3.4332,0.9458,0.0011,0.2741,0.0799,39.8836
22,Epistemic,-1.0,-3.4873,0.9436,0.0162,0.274,0.0798,39.758
23,Epistemic,-1.0,-3.5438,1.0126,0.0315,0.2746,0.0799,40.069
24,Epistemic,-1.0,-3.5311,0.9714,0.0262,0.2746,0.0798,39.957
25,Epistemic,-1.0,-3.5598,0.9945,0.0332,0.2748,0.0797,39.9623
26,Epistemic,-1.0,-3.5653,0.9994,0.0331,0.2751,0.0796,39.9999
27,Epistemic,-1.0,-3.5659,1.1185,0.0318,0.2768,0.08,41.4832
28,Epistemic,-1.0,-3.4474,0.9519,0.0031,0.2768,0.08,41.484
29,Epistemic,-1.0,-3.4955,0.9863,0.0104,0.277,0.0801,41.5388
30,Epistemic,-1.0,-3.5092,1.0189,0.0139,0.2775,0.0802,41.7534
1,RandomBabbler,0.0,0.0,-0.0589,0.0,0.08,0.08,0.0
2,RandomBabbler,1.0,-0.0589,-0.0571,0.0044,-0.9693,0.08,-0.6591
3,RandomBabbler,0.0,0.8839,-0.029,0.9193,0.0284,0.0368,0.039
4,RandomBabbler,0.4,0.8549,-0.1732,0.0026,0.1124,0.1302,0.0529
5,RandomBabbler,0.0,1.0817,-0.1008,0.0308,0.104,0.1062,-0.1407
6,RandomBabbler,0.4,0.981,-0.1898,0.0002,0.1276,0.1307,-0.1282
7,RandomBabbler,0.7,1.1912,-0.0585,0.0334,0.1056,0.0977,-0.9028
8,RandomBabbler,-0.4,1.8327,-0.2586,0.1345,0.1198,0.0837,-0.7091
9,RandomBabbler,-0.4,1.1741,-0.0425,0.0252,0.108,0.0783,-0.0094
10,RandomBabbler,0.4,0.7317,-0.068,0.0371,0.1072,0.0791,-0.1208
11,RandomBabbler,0.7,1.0636,-0.0706,0.0246,0.1032,0.078,0.153
12,RandomBabbler,-0.7,1.693,-0.2436,0.0489,0.1113,0.08,0.8555
13,RandomBabbler,0.0,0.7494,-0.0818,0.0385,0.1113,0.0807,0.5866
14,RandomBabbler,-1.0,0.6676,-0.0284,0.0383,0.1093,0.0806,0.9839
15,RandomBabbler,0.4,-0.3608,-0.0524,0.0289,0.1071,0.0803,1.8657
16,RandomBabbler,-0.4,-0.0132,-0.0177,0.0014,0.1071,0.0803,1.8761
17,RandomBabbler,-0.4,-0.431,0.0497,0.0312,0.1072,0.0806,1.6371
18,RandomBabbler,1.0,-0.7813,0.0517,0.0346,0.1057,0.0806,1.8334
19,RandomBabbler,-0.7,0.2704,-0.0264,0.0227,0.1056,0.0807,1.7506
20,RandomBabbler,1.0,-0.4559,0.1261,0.0314,0.1078,0.0814,0.5633
21,RandomBabbler,-1.0,0.6702,-0.033,0.0356,0.1062,0.0814,0.86
22,RandomBabbler,0.7,-0.3629,-0.0188,0.0278,0.105,0.0813,1.3385
23,RandomBabbler,0.7,0.3183,-0.0001,0.0252,0.1044,0.0812,1.5458
24,RandomBabbler,0.4,1.0182,-0.1091,0.0221,0.1045,0.0821,1.428
25,RandomBabbler,1.0,1.3091,-0.1564,0.0038,0.1058,0.0829,1.4525
26,RandomBabbler,-1.0,2.1528,-0.3883,0.1562,0.1199,0.0832,5.6299
27,RandomBabbler,-0.4,0.7645,0.0545,0.043,0.1154,0.0821,7.6871
28,RandomBabbler,1.0,0.419,-0.0129,0.0339,0.1148,0.0821,7.9362
29,RandomBabbler,-1.0,1.4061,-0.1494,0.0009,0.1142,0.0817,7.9318
30,RandomBabbler,-0.4,0.2567,0.0284,0.0239,0.1137,0.0817,8.3686
