step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0471,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3529,0.031,0.0183,0.0879,0.2492,0.0
3,Epistemic,-1.0,-1.3218,0.204,0.3192,0.1499,0.1174,0.0483
4,Epistemic,-1.0,-2.1179,0.4123,0.2092,0.1815,0.0953,0.232
5,Epistemic,-1.0,-2.7056,0.5697,0.2065,0.197,0.0831,-0.179
6,Epistemic,-1.0,-3.1359,0.7856,0.1993,0.2194,0.0813,3.0034
7,Epistemic,-1.0,-3.3503,0.9764,0.1776,0.2427,0.0837,10.4132
8,Epistemic,-1.0,-3.374,0.9334,0.134,0.2511,0.0832,12.3381
9,Epistemic,-1.0,-3.4406,0.993,0.1209,0.2587,0.0834,14.9849
10,Epistemic,-1.0,-3.4476,1.018,0.0987,0.2649,0.0838,17.4994
11,Epistemic,-1.0,-3.4296,0.9006,0.0771,0.2646,0.0826,16.2944
12,Epistemic,-1.0,-3.5291,0.9531,0.0953,0.2653,0.0817,15.3812
13,Epistemic,-1.0,-3.576,1.0649,0.0958,0.2692,0.0819,17.6835
14,Epistemic,-1.0,-3.5111,0.9328,0.0645,0.2688,0.0812,16.6627
15,Epistemic,-1.0,-3.5783,0.9791,0.0776,0.2693,0.0807,16.0642
16,Epistemic,-1.0,-3.5992,1.0139,0.0757,0.2704,0.0804,16.2521
17,Epistemic,-1.0,-3.5854,1.0286,0.0643,0.2718,0.0804,16.8878
18,Epistemic,-1.0,-3.5568,1.0393,0.0503,0.2733,0.0805,17.7747
19,Epistemic,-1.0,-3.5175,0.9468,0.0351,0.273,0.0802,17.3576
20,Epistemic,-1.0,-3.5707,1.0425,0.0483,0.2742,0.0803,18.1446
21,Epistemic,-1.0,-3.5282,1.0014,0.0326,0.2748,0.0804,18.3599
22,Epistemic,-1.0,-3.5268,0.9559,0.0303,0.2746,0.0801,18.0363
23,Epistemic,-1.0,-3.5709,0.923,0.0414,0.2737,0.0797,16.8185
24,Epistemic,-1.0,-3.6479,1.1365,0.062,0.2758,0.08,19.3353
25,Epistemic,-1.0,-3.5114,0.9329,0.0185,0.2753,0.0798,19.0207
26,Epistemic,-1.0,-3.5785,0.974,0.0371,0.2751,0.0796,18.6038
27,Epistemic,-1.0,-3.6045,0.9977,0.0429,0.2752,0.0795,18.3511
28,Epistemic,-1.0,-3.6069,0.9393,0.0415,0.2746,0.0791,17.1807
29,Epistemic,-1.0,-3.6676,1.0994,0.0577,0.2756,0.0793,18.5848
30,Epistemic,-1.0,-3.5682,1.1011,0.0257,0.2769,0.0796,19.6224
1,RandomBabbler,0.7,0.0,0.0471,0.0,0.08,0.08,0.0
2,RandomBabbler,0.7,0.7471,-0.0236,0.0151,0.0316,0.0423,0.0
3,RandomBabbler,0.4,1.4235,-0.0979,0.0407,0.0608,0.0479,0.1192
4,RandomBabbler,0.0,1.7256,-0.1848,0.0378,0.0856,0.0573,0.5948
5,RandomBabbler,1.0,1.5408,-0.2059,0.0043,0.0999,0.0661,0.6806
6,RandomBabbler,-1.0,2.335,-0.4373,0.127,0.1355,0.0747,5.1522
7,RandomBabbler,-0.7,0.8977,0.0139,0.0614,0.1269,0.0735,7.534
8,RandomBabbler,0.0,0.2116,0.0191,0.0236,0.1262,0.0735,7.8547
9,RandomBabbler,-0.4,0.2307,0.0417,0.0252,0.1251,0.0734,8.4385
10,RandomBabbler,0.4,-0.1276,0.0684,0.0148,0.1256,0.0735,8.0846
11,RandomBabbler,-0.4,0.3408,-0.0497,0.0343,0.1257,0.0736,7.7549
12,RandomBabbler,0.4,-0.1089,-0.0423,0.0128,0.1253,0.0735,8.0089
13,RandomBabbler,-0.7,0.2487,0.0369,0.0266,0.1241,0.0735,8.5886
14,RandomBabbler,-1.0,-0.4143,-0.0397,0.0388,0.1216,0.0733,9.6836
15,RandomBabbler,-1.0,-1.454,0.1239,0.0218,0.117,0.0721,9.995
16,RandomBabbler,-1.0,-2.3302,0.4119,0.1188,0.1316,0.0734,12.8731
17,RandomBabbler,-1.0,-2.9183,0.6815,0.2413,0.1598,0.0765,25.3296
18,RandomBabbler,-0.4,-3.2368,0.8654,0.284,0.1872,0.079,42.9111
19,RandomBabbler,-1.0,-2.7714,0.5714,0.0882,0.1902,0.0782,43.1726
20,RandomBabbler,-0.7,-3.2,0.8417,0.192,0.2028,0.0792,51.9076
21,RandomBabbler,-0.7,-3.0583,0.7538,0.1202,0.2088,0.0794,54.961
22,RandomBabbler,-1.0,-3.0045,0.683,0.0896,0.2109,0.0789,55.3147
23,RandomBabbler,-0.4,-3.3215,0.7854,0.1698,0.2141,0.0776,55.3777
24,RandomBabbler,0.7,-2.936,0.7615,0.0403,0.2181,0.0786,57.0413
25,RandomBabbler,0.7,-1.4745,0.1204,0.1507,0.2151,0.0785,64.4554
26,RandomBabbler,1.0,-0.6541,-0.0162,0.1071,0.2141,0.0784,68.8649
27,RandomBabbler,1.0,0.3297,-0.0504,0.0621,0.214,0.0784,68.5946
28,RandomBabbler,0.0,1.2792,-0.2324,0.1454,0.2135,0.0787,66.7731
29,RandomBabbler,0.7,1.0468,-0.0644,0.1373,0.2119,0.0786,71.688
30,RandomBabbler,1.0,1.6824,-0.1439,0.1339,0.2085,0.0783,79.2598
