step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0401,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4401,0.0055,0.0197,0.0124,0.0281,0.0
3,Epistemic,-1.0,-1.4346,0.2362,0.0402,0.1515,0.114,0.7647
4,Epistemic,-1.0,-2.1985,0.4003,0.2178,0.1724,0.0876,0.35
5,Epistemic,-1.0,-2.7981,0.636,0.2039,0.2012,0.0832,2.4351
6,Epistemic,-1.0,-3.1622,0.8373,0.1959,0.2267,0.0835,7.2737
7,Epistemic,-1.0,-3.3249,0.8272,0.1692,0.2335,0.0801,6.9048
8,Epistemic,-1.0,-3.4977,1.0218,0.1631,0.2484,0.0812,12.9444
9,Epistemic,-1.0,-3.4759,1.022,0.1177,0.2575,0.082,16.7162
10,Epistemic,-1.0,-3.4538,0.9504,0.0889,0.2604,0.0816,17.209
11,Epistemic,-1.0,-3.5034,1.1384,0.0888,0.2698,0.0834,22.8013
12,Epistemic,-1.0,-3.3651,0.8995,0.037,0.2695,0.0829,22.453
13,Epistemic,-1.0,-3.4656,0.9617,0.0621,0.2704,0.0826,22.3808
14,Epistemic,-1.0,-3.5039,1.0016,0.0665,0.272,0.0825,22.8789
15,Epistemic,-1.0,-3.5023,1.0328,0.0591,0.2741,0.0827,23.9664
16,Epistemic,-1.0,-3.4695,1.044,0.0439,0.2763,0.083,25.1135
17,Epistemic,-1.0,-3.4255,0.8482,0.0275,0.2742,0.0822,23.9825
18,Epistemic,-1.0,-3.5773,0.9584,0.0708,0.2737,0.0816,22.4856
19,Epistemic,-1.0,-3.6189,1.1195,0.0776,0.2763,0.0819,25.0877
20,Epistemic,-1.0,-3.4994,0.967,0.0359,0.2763,0.0817,24.8504
21,Epistemic,-1.0,-3.5324,0.98,0.0433,0.2763,0.0815,24.5656
22,Epistemic,-1.0,-3.5524,1.0055,0.0465,0.2767,0.0814,24.5752
23,Epistemic,-1.0,-3.547,1.0959,0.0421,0.2785,0.0817,26.0657
24,Epistemic,-1.0,-3.451,0.9661,0.012,0.2786,0.0817,26.0614
25,Epistemic,-1.0,-3.4849,0.9316,0.0211,0.278,0.0814,25.6624
26,Epistemic,-1.0,-3.5533,0.9352,0.0402,0.2773,0.0811,24.5528
27,Epistemic,-1.0,-3.6181,0.9787,0.0577,0.277,0.0807,23.3808
28,Epistemic,-1.0,-3.6394,1.0296,0.0612,0.2773,0.0806,23.1692
29,Epistemic,-1.0,-3.6098,0.9741,0.0492,0.277,0.0803,22.2063
30,Epistemic,-1.0,-3.6357,0.9762,0.0547,0.2766,0.08,20.9939
1,RandomBabbler,-1.0,0.0,-0.0401,0.0,0.08,0.08,0.0
2,RandomBabbler,0.0,-1.0401,0.0765,0.0033,0.0735,0.0707,0.0
3,RandomBabbler,1.0,-0.9636,0.1458,0.0052,0.1095,0.1073,-0.1354
4,RandomBabbler,0.4,0.1822,0.011,0.0164,0.1067,0.1071,0.0107
5,RandomBabbler,-0.7,0.5932,-0.0186,0.0256,0.0956,0.104,0.2832
6,RandomBabbler,0.7,-0.1253,0.0386,0.0104,0.097,0.1042,0.1506
7,RandomBabbler,1.0,0.6133,-0.0873,0.0203,0.1031,0.1121,-0.1497
8,RandomBabbler,-0.7,1.526,-0.1432,0.1037,0.0989,0.0766,-0.9551
9,RandomBabbler,0.0,0.6828,0.0182,0.0318,0.0884,0.0734,-0.1731
10,RandomBabbler,1.0,0.701,-0.0432,0.0259,0.0862,0.0738,-0.1184
11,RandomBabbler,0.4,1.6578,-0.0634,0.0599,0.0713,0.0495,-1.2695
12,RandomBabbler,1.0,1.9944,-0.3246,0.0545,0.0997,0.0656,1.687
13,RandomBabbler,0.0,2.6698,-0.5693,0.2012,0.1403,0.0744,12.6927
14,RandomBabbler,1.0,2.1004,-0.3335,0.0335,0.1437,0.0746,12.9347
15,RandomBabbler,-1.0,2.7669,-0.5609,0.1738,0.1578,0.0741,16.9839
16,RandomBabbler,0.0,1.2059,-0.0353,0.0825,0.1522,0.0735,20.5427
17,RandomBabbler,0.7,1.1707,-0.2002,0.0775,0.153,0.0743,18.6794
18,RandomBabbler,-0.7,1.6705,-0.2886,0.0481,0.1544,0.0756,17.6216
19,RandomBabbler,1.0,0.6819,0.0346,0.0701,0.1519,0.0754,20.5155
20,RandomBabbler,-0.7,1.7164,-0.2484,0.0385,0.1514,0.0759,20.4142
21,RandomBabbler,-1.0,0.7681,-0.0654,0.0715,0.1505,0.0759,20.8383
22,RandomBabbler,0.4,-0.2974,0.003,0.038,0.1502,0.0759,21.1838
23,RandomBabbler,-0.7,0.1056,0.0886,0.015,0.1499,0.0759,21.7651
24,RandomBabbler,-0.7,-0.5058,0.0338,0.0564,0.1494,0.0759,22.0753
25,RandomBabbler,-1.0,-1.1721,0.0699,0.0708,0.1466,0.0757,23.9827
26,RandomBabbler,1.0,-2.1021,0.2787,0.0264,0.1453,0.0745,23.5768
27,RandomBabbler,1.0,-0.8235,-0.0143,0.0691,0.143,0.0743,26.276
28,RandomBabbler,1.0,0.1622,-0.0321,0.0212,0.143,0.0743,26.11
29,RandomBabbler,-0.4,1.1301,-0.1705,0.0668,0.1432,0.0747,24.9892
30,RandomBabbler,1.0,0.5596,-0.1063,0.0567,0.1435,0.0749,23.7508
