step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.061,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.339,0.0576,0.0179,0.17,0.5013,0.0
3,Epistemic,-1.0,-1.2814,0.0628,0.6054,0.0569,0.0405,-0.2496
4,Epistemic,-1.0,-2.2186,0.2968,0.0731,0.1136,0.0583,1.0893
5,Epistemic,-1.0,-2.9218,0.6779,0.166,0.18,0.0737,9.8508
6,Epistemic,-1.0,-3.2439,0.8799,0.1917,0.2173,0.0789,19.1775
7,Epistemic,-1.0,-3.364,0.898,0.1621,0.2325,0.0791,23.0454
8,Epistemic,-1.0,-3.466,0.8881,0.1443,0.2383,0.0775,23.5324
9,Epistemic,-1.0,-3.5779,0.9993,0.1401,0.2468,0.0777,26.9397
10,Epistemic,-1.0,-3.5786,1.0963,0.1116,0.257,0.0793,32.8236
11,Epistemic,-1.0,-3.4823,0.9011,0.0665,0.2572,0.0785,32.2144
12,Epistemic,-1.0,-3.5813,1.0784,0.0858,0.2629,0.0793,35.6496
13,Epistemic,-1.0,-3.5028,1.0077,0.0525,0.2656,0.0797,36.7858
14,Epistemic,-1.0,-3.4951,1.0013,0.0448,0.2677,0.0799,37.6044
15,Epistemic,-1.0,-3.4938,1.0148,0.0402,0.2697,0.0802,38.4786
16,Epistemic,-1.0,-3.4789,0.9409,0.0325,0.2698,0.08,38.3165
17,Epistemic,-1.0,-3.538,0.9955,0.047,0.2707,0.08,38.6211
18,Epistemic,-1.0,-3.5425,1.0941,0.0446,0.2734,0.0805,40.4989
19,Epistemic,-1.0,-3.4484,0.9321,0.0146,0.2732,0.0804,40.3995
20,Epistemic,-1.0,-3.5164,0.9682,0.0331,0.2734,0.0802,40.2867
21,Epistemic,-1.0,-3.5481,0.9371,0.0403,0.2728,0.0799,39.4878
22,Epistemic,-1.0,-3.611,1.0198,0.0564,0.2734,0.0798,39.625
23,Epistemic,-1.0,-3.5913,1.0688,0.047,0.2747,0.08,40.7563
24,Epistemic,-1.0,-3.5225,1.0551,0.0244,0.2759,0.0802,41.4572
25,Epistemic,-1.0,-3.4674,0.9943,0.0076,0.2764,0.0803,41.5554
26,Epistemic,-1.0,-3.4731,0.9967,0.0089,0.2769,0.0804,41.6647
27,Epistemic,-1.0,-3.4765,0.9962,0.0095,0.2773,0.0805,41.7691
28,Epistemic,-1.0,-3.4803,0.9859,0.0102,0.2775,0.0806,41.8303
29,Epistemic,-1.0,-3.4944,1.0272,0.0138,0.2782,0.0807,42.0974
30,Epistemic,-1.0,-3.4672,0.9547,0.0055,0.2781,0.0806,42.0706
1,RandomBabbler,0.4,0.0,0.061,0.0,0.08,0.08,0.0
2,RandomBabbler,-1.0,0.461,0.0314,0.0199,-0.0682,-0.1479,0.0
3,RandomBabbler,-0.7,-0.5076,-0.0479,0.0035,-0.0826,-0.1706,0.0082
4,RandomBabbler,-0.4,-1.2555,0.0292,0.1653,-0.0011,0.0104,0.0555
5,RandomBabbler,-1.0,-1.6264,0.2065,0.0292,0.0711,0.0598,2.1039
6,RandomBabbler,0.0,-2.4198,0.5065,0.1778,0.1479,0.0807,10.9815
7,RandomBabbler,0.0,-1.9133,0.2855,0.0124,0.1482,0.08,10.9681
8,RandomBabbler,0.7,-1.6278,0.139,0.0292,0.1383,0.077,11.7789
9,RandomBabbler,0.4,-0.7887,0.025,0.0612,0.1345,0.0768,13.0402
10,RandomBabbler,0.4,-0.3638,0.0823,0.0388,0.1352,0.077,12.22
11,RandomBabbler,-0.7,0.1186,-0.0702,0.015,0.1356,0.077,11.851
12,RandomBabbler,0.0,-0.6516,0.0864,0.0557,0.1355,0.0773,11.2767
13,RandomBabbler,0.4,-0.5652,0.0517,0.0519,0.1348,0.0775,11.2528
14,RandomBabbler,0.0,-0.1135,0.0251,0.0143,0.1348,0.0775,11.1559
15,RandomBabbler,-0.4,-0.0884,0.039,0.0113,0.135,0.0775,11.0078
16,RandomBabbler,1.0,-0.4495,-0.0112,0.045,0.1332,0.0774,11.8844
17,RandomBabbler,0.7,0.5394,-0.0292,0.0493,0.132,0.0774,12.2342
18,RandomBabbler,0.0,1.2102,-0.0271,0.0464,0.1241,0.0755,14.0593
19,RandomBabbler,0.4,1.1832,-0.1313,0.0411,0.1233,0.076,13.978
20,RandomBabbler,0.0,1.4519,-0.1896,0.0187,0.1239,0.0769,13.8373
21,RandomBabbler,-1.0,1.2623,-0.1975,0.0339,0.1259,0.0785,13.0665
22,RandomBabbler,-1.0,0.0648,-0.0237,0.0078,0.126,0.0785,13.0054
23,RandomBabbler,1.0,-0.959,0.1106,0.0487,0.1256,0.0789,12.7339
24,RandomBabbler,-0.7,0.1516,0.0607,0.0172,0.1252,0.0789,13.2227
25,RandomBabbler,1.0,-0.4877,0.0515,0.0423,0.125,0.079,13.0269
26,RandomBabbler,0.4,0.5637,0.0062,0.0453,0.1234,0.0789,13.993
27,RandomBabbler,0.7,0.97,-0.046,0.0455,0.1208,0.0785,14.8851
28,RandomBabbler,-0.7,1.624,-0.1941,0.0109,0.1207,0.0781,14.8549
29,RandomBabbler,-0.7,0.7299,0.0077,0.0465,0.1184,0.0778,16.1747
30,RandomBabbler,0.4,0.0376,-0.0071,0.0043,0.1185,0.0778,16.1663
