step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0128,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4128,0.0392,0.0194,0.095,0.2301,0.0
3,Epistemic,-1.0,-1.3736,0.1396,0.3036,0.1011,0.0753,-0.1389
4,Epistemic,-1.0,-2.234,0.3835,0.1498,0.1511,0.0766,1.3101
5,Epistemic,-1.0,-2.8505,0.6035,0.1921,0.1835,0.075,4.0648
6,Epistemic,-1.0,-3.247,0.8328,0.1946,0.2134,0.0772,10.5171
7,Epistemic,-1.0,-3.4142,0.9881,0.1706,0.2371,0.0802,18.8269
8,Epistemic,-1.0,-3.4261,0.9602,0.1287,0.2475,0.0806,22.0986
9,Epistemic,-1.0,-3.4658,1.0128,0.1111,0.2563,0.0815,25.6698
10,Epistemic,-1.0,-3.453,0.9663,0.0869,0.2601,0.0814,26.7759
11,Epistemic,-1.0,-3.4867,0.9923,0.0829,0.2636,0.0814,28.0256
12,Epistemic,-1.0,-3.4944,0.9861,0.0734,0.2659,0.0814,28.7529
13,Epistemic,-1.0,-3.5083,0.9013,0.0683,0.2649,0.0803,27.1825
14,Epistemic,-1.0,-3.6069,1.0836,0.0896,0.2687,0.0807,29.8543
15,Epistemic,-1.0,-3.5234,1.0185,0.0551,0.2706,0.0808,30.7405
16,Epistemic,-1.0,-3.5049,1.0077,0.0447,0.272,0.0809,31.3487
17,Epistemic,-1.0,-3.4972,0.8939,0.0388,0.2707,0.0803,30.2585
18,Epistemic,-1.0,-3.6033,0.9515,0.0672,0.2702,0.0797,28.844
19,Epistemic,-1.0,-3.6518,1.0224,0.0762,0.2709,0.0795,28.7762
20,Epistemic,-1.0,-3.6294,1.0304,0.0635,0.2718,0.0794,29.1421
21,Epistemic,-1.0,-3.599,1.0515,0.05,0.273,0.0795,30.0515
22,Epistemic,-1.0,-3.5475,1.0045,0.0319,0.2736,0.0795,30.2926
23,Epistemic,-1.0,-3.543,1.0303,0.0288,0.2745,0.0797,30.8011
24,Epistemic,-1.0,-3.5127,0.955,0.0186,0.2744,0.0795,30.6701
25,Epistemic,-1.0,-3.5577,1.028,0.0306,0.2751,0.0796,31.097
26,Epistemic,-1.0,-3.5297,1.0164,0.0211,0.2757,0.0797,31.3788
27,Epistemic,-1.0,-3.5133,0.9544,0.0155,0.2755,0.0796,31.2496
28,Epistemic,-1.0,-3.5589,1.0991,0.0279,0.2769,0.0799,32.3732
29,Epistemic,-1.0,-3.4598,0.9854,0.0012,0.2772,0.08,32.3597
30,Epistemic,-1.0,-3.4743,1.0255,0.0028,0.2779,0.0802,32.4264
1,RandomBabbler,1.0,0.0,-0.0128,0.0,0.08,0.08,0.0
2,RandomBabbler,-1.0,0.9872,-0.0524,0.001,0.0531,0.0538,0.0
3,RandomBabbler,1.0,-0.0652,-0.011,0.0032,0.0521,0.0537,0.0164
4,RandomBabbler,1.0,0.9238,-0.084,0.0023,0.0702,0.0731,-0.0111
5,RandomBabbler,0.4,1.8398,-0.3173,0.1184,0.1365,0.0911,2.3505
6,RandomBabbler,-0.7,1.9225,-0.3064,0.0742,0.146,0.0869,2.485
7,RandomBabbler,-0.4,0.9162,-0.0116,0.0608,0.1345,0.085,4.4803
8,RandomBabbler,0.7,0.5046,0.0008,0.0462,0.1311,0.0848,5.2997
9,RandomBabbler,0.7,1.2055,-0.0644,0.0347,0.1212,0.082,6.1853
10,RandomBabbler,1.0,1.841,-0.2587,0.0546,0.1256,0.0804,6.328
11,RandomBabbler,-0.7,2.5823,-0.5137,0.2116,0.1483,0.0786,11.2283
12,RandomBabbler,-0.7,1.3686,-0.1406,0.0557,0.1447,0.0785,11.937
13,RandomBabbler,0.4,0.528,-0.1056,0.0545,0.1453,0.0788,10.705
14,RandomBabbler,-1.0,0.8224,-0.0113,0.0663,0.1417,0.0785,12.6309
15,RandomBabbler,0.7,-0.1889,0.0282,0.024,0.1417,0.0785,12.5026
16,RandomBabbler,-0.7,0.5392,0.0017,0.0536,0.14,0.0784,13.5879
17,RandomBabbler,0.4,-0.1591,-0.0825,0.0203,0.1393,0.0784,14.3538
18,RandomBabbler,-1.0,0.1584,-0.0892,0.0201,0.1397,0.0784,13.7324
19,RandomBabbler,0.0,-0.9308,0.0248,0.0622,0.1359,0.078,15.5046
20,RandomBabbler,0.4,-0.906,0.0423,0.0591,0.1331,0.0778,16.6786
21,RandomBabbler,-0.4,-0.4637,0.0325,0.045,0.1326,0.0778,16.7989
22,RandomBabbler,0.7,-0.8313,0.053,0.0565,0.1309,0.0778,17.4382
23,RandomBabbler,0.4,-0.0783,0.0265,0.0098,0.1309,0.0778,17.3554
24,RandomBabbler,-1.0,0.3483,-0.0418,0.0362,0.1309,0.0778,17.1486
25,RandomBabbler,-1.0,-0.6936,0.0539,0.0533,0.13,0.0779,17.3616
26,RandomBabbler,0.0,-1.6396,0.2348,0.0036,0.1311,0.0786,17.329
27,RandomBabbler,1.0,-1.4049,0.1248,0.0291,0.1286,0.078,17.8147
28,RandomBabbler,-0.7,-0.28,0.0921,0.0299,0.1291,0.0781,16.9635
29,RandomBabbler,-0.7,-0.8879,0.0909,0.053,0.1284,0.0783,16.9021
30,RandomBabbler,0.7,-1.497,0.2391,0.0167,0.1304,0.0796,16.5424
