step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0818,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4818,0.0984,0.02,0.2043,0.4239,0.0
3,Epistemic,-1.0,-1.3834,0.1723,0.5287,0.1332,0.0949,-0.9212
4,Epistemic,-1.0,-2.2111,0.3622,0.1694,0.1545,0.0769,-0.9196
5,Epistemic,-1.0,-2.8489,0.6985,0.184,0.2031,0.0834,4.9552
6,Epistemic,-1.0,-3.1503,0.7426,0.1875,0.216,0.079,5.5371
7,Epistemic,-1.0,-3.4077,1.0483,0.1811,0.245,0.0836,16.8415
8,Epistemic,-1.0,-3.3594,0.9354,0.1209,0.2529,0.0834,18.7616
9,Epistemic,-1.0,-3.424,0.9364,0.1123,0.2569,0.0826,19.295
10,Epistemic,-1.0,-3.4876,1.0158,0.1087,0.2627,0.0828,21.6587
11,Epistemic,-1.0,-3.4718,0.9051,0.0857,0.2624,0.0815,20.2296
12,Epistemic,-1.0,-3.5667,1.0483,0.101,0.2666,0.0817,22.3979
13,Epistemic,-1.0,-3.5184,1.0444,0.0729,0.27,0.082,24.2112
14,Epistemic,-1.0,-3.474,1.0192,0.0516,0.2723,0.0823,25.2411
15,Epistemic,-1.0,-3.4549,0.9845,0.041,0.2735,0.0823,25.5856
16,Epistemic,-1.0,-3.4704,0.9114,0.042,0.2726,0.0817,24.6899
17,Epistemic,-1.0,-3.559,1.0326,0.0648,0.274,0.0817,25.4084
18,Epistemic,-1.0,-3.5264,0.9275,0.0496,0.2732,0.0811,24.2512
19,Epistemic,-1.0,-3.5989,1.0505,0.0675,0.2745,0.0811,25.093
20,Epistemic,-1.0,-3.5484,0.9791,0.0473,0.2746,0.0809,24.7655
21,Epistemic,-1.0,-3.5693,0.9837,0.0503,0.2747,0.0806,24.3589
22,Epistemic,-1.0,-3.5856,1.0722,0.052,0.2761,0.0808,25.5622
23,Epistemic,-1.0,-3.5134,1.0943,0.0276,0.2779,0.0812,26.724
24,Epistemic,-1.0,-3.4191,1.017,0.0005,0.2789,0.0815,26.7113
25,Epistemic,-1.0,-3.4022,0.911,0.0052,0.2784,0.0814,26.7808
26,Epistemic,-1.0,-3.4911,0.9579,0.0202,0.2782,0.0813,26.5954
27,Epistemic,-1.0,-3.5332,0.9538,0.0316,0.2778,0.081,26.0553
28,Epistemic,-1.0,-3.5794,0.9993,0.0438,0.2779,0.0809,25.7698
29,Epistemic,-1.0,-3.5801,1.0364,0.042,0.2784,0.0809,26.1003
30,Epistemic,-1.0,-3.5437,1.0321,0.0294,0.2789,0.0809,26.4504
1,RandomBabbler,-0.7,0.0,-0.0818,0.0,0.08,0.08,0.0
2,RandomBabbler,-1.0,-0.7818,0.1287,0.0136,0.1647,0.2106,0.0
3,RandomBabbler,-1.0,-1.6531,0.2378,0.3033,0.1477,0.0929,-1.0438
4,RandomBabbler,-0.7,-2.4153,0.4378,0.1854,0.169,0.0784,-0.9717
5,RandomBabbler,-0.4,-2.6775,0.6228,0.1095,0.1969,0.0831,1.9497
6,RandomBabbler,-0.7,-2.4547,0.4307,0.0172,0.1911,0.0798,1.6529
7,RandomBabbler,0.7,-2.724,0.7129,0.0716,0.2087,0.0847,5.162
8,RandomBabbler,0.7,-1.3111,0.1701,0.1281,0.2044,0.0849,7.0721
9,RandomBabbler,-0.7,-0.441,0.014,0.0736,0.2033,0.0849,8.2224
10,RandomBabbler,0.0,-1.127,0.1443,0.1213,0.2004,0.0851,9.3428
11,RandomBabbler,0.7,-0.9827,0.0181,0.1148,0.1953,0.0848,14.7433
12,RandomBabbler,-0.4,-0.2646,0.0362,0.0457,0.1951,0.0848,14.608
13,RandomBabbler,0.0,-0.6284,0.0857,0.0891,0.1945,0.0849,14.3344
14,RandomBabbler,-0.4,-0.5428,0.0772,0.0805,0.194,0.085,13.9486
15,RandomBabbler,-0.7,-0.8655,0.0895,0.1042,0.1921,0.0851,15.0186
16,RandomBabbler,0.7,-1.476,0.1222,0.0981,0.1858,0.0844,19.1442
17,RandomBabbler,-0.4,-0.6538,0.0535,0.0854,0.1846,0.0844,19.9968
18,RandomBabbler,0.7,-1.0003,0.0127,0.1002,0.1802,0.0841,24.7326
19,RandomBabbler,-1.0,-0.2876,0.0209,0.0449,0.18,0.0841,24.8841
20,RandomBabbler,0.7,-1.2667,0.1002,0.0931,0.176,0.0838,27.7831
21,RandomBabbler,-1.0,-0.4665,-0.0181,0.0639,0.1749,0.0838,29.5168
22,RandomBabbler,-0.4,-1.4846,0.22,0.075,0.1735,0.0841,29.5704
23,RandomBabbler,0.4,-1.6646,0.3284,0.0556,0.1749,0.0854,28.1157
24,RandomBabbler,0.7,-0.9362,0.1518,0.0889,0.1747,0.0857,26.9619
25,RandomBabbler,-0.7,-0.0843,-0.0144,0.0141,0.1746,0.0857,27.0863
26,RandomBabbler,0.4,-0.7987,0.0339,0.0848,0.1729,0.0856,29.2006
27,RandomBabbler,0.7,-0.3648,-0.0342,0.0517,0.1721,0.0856,30.6724
28,RandomBabbler,-0.4,0.301,-0.033,0.044,0.172,0.0856,30.6163
29,RandomBabbler,1.0,-0.132,0.0124,0.0212,0.172,0.0856,30.6137
30,RandomBabbler,0.7,0.8804,-0.0345,0.085,0.1699,0.0855,33.1006
