step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0477,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4477,-0.0069,0.0198,-0.0155,-0.0345,0.0
3,Epistemic,-1.0,-1.4546,0.1393,0.0506,0.0861,0.0649,0.3728
4,Epistemic,-1.0,-2.3153,0.4128,0.1487,0.1505,0.0754,3.0069
5,Epistemic,-1.0,-2.9025,0.71,0.1982,0.1998,0.0814,9.7649
6,Epistemic,-1.0,-3.1924,0.7295,0.1923,0.2109,0.0765,9.7837
7,Epistemic,-1.0,-3.463,0.9425,0.1873,0.2301,0.0774,15.8957
8,Epistemic,-1.0,-3.5204,0.9672,0.1488,0.241,0.0776,19.619
9,Epistemic,-1.0,-3.5532,0.9659,0.123,0.2472,0.0773,21.5108
10,Epistemic,-1.0,-3.5874,1.0238,0.1083,0.2536,0.0778,24.504
11,Epistemic,-1.0,-3.5636,1.0159,0.0837,0.2581,0.0781,26.5255
12,Epistemic,-1.0,-3.5477,1.1304,0.0676,0.2656,0.0797,30.8697
13,Epistemic,-1.0,-3.4172,0.9493,0.0234,0.2669,0.0799,31.1211
14,Epistemic,-1.0,-3.4679,0.9618,0.0354,0.2679,0.0799,31.359
15,Epistemic,-1.0,-3.5061,1.0268,0.0431,0.2701,0.0803,32.3978
16,Epistemic,-1.0,-3.4793,0.9161,0.0317,0.2696,0.0799,31.9392
17,Epistemic,-1.0,-3.5632,0.9857,0.0535,0.2701,0.0797,31.9089
18,Epistemic,-1.0,-3.5775,1.0516,0.0534,0.2719,0.0799,33.0684
19,Epistemic,-1.0,-3.526,0.9695,0.0345,0.2721,0.0797,32.9879
20,Epistemic,-1.0,-3.5565,0.9627,0.041,0.272,0.0795,32.5989
21,Epistemic,-1.0,-3.5938,1.0044,0.0493,0.2724,0.0794,32.6417
22,Epistemic,-1.0,-3.5894,0.963,0.0449,0.2722,0.0791,32.013
23,Epistemic,-1.0,-3.6264,1.1094,0.0531,0.274,0.0794,33.9403
24,Epistemic,-1.0,-3.517,1.0529,0.0185,0.2753,0.0797,34.5025
25,Epistemic,-1.0,-3.4641,1.0912,0.0028,0.2771,0.0802,34.646
26,Epistemic,-1.0,-3.3729,0.8955,0.0221,0.2766,0.0802,34.8837
27,Epistemic,-1.0,-3.4773,0.956,0.0073,0.2766,0.0801,34.8569
28,Epistemic,-1.0,-3.5214,0.9822,0.0195,0.2767,0.0801,34.8464
29,Epistemic,-1.0,-3.5392,1.0289,0.0238,0.2772,0.0802,35.1927
30,Epistemic,-1.0,-3.5103,0.9865,0.0146,0.2774,0.0802,35.2267
1,RandomBabbler,0.7,0.0,-0.0477,0.0,0.08,0.08,0.0
2,RandomBabbler,0.4,0.6523,-0.057,0.0181,0.0874,0.1339,0.0
3,RandomBabbler,1.0,0.9953,-0.1092,0.0457,0.103,0.1139,0.0126
4,RandomBabbler,1.0,1.8861,-0.3006,0.211,0.1433,0.087,0.4716
5,RandomBabbler,-0.7,2.5855,-0.4987,0.2109,0.1717,0.0775,1.5492
6,RandomBabbler,0.4,1.3868,-0.2397,0.0891,0.1719,0.0803,0.0047
7,RandomBabbler,-1.0,1.5471,-0.2083,0.0737,0.1663,0.0809,0.522
8,RandomBabbler,0.0,0.3388,-0.0335,0.0471,0.1658,0.0809,0.5092
9,RandomBabbler,0.0,0.3053,-0.0516,0.0431,0.1659,0.081,0.1204
10,RandomBabbler,0.0,0.2537,-0.0109,0.0369,0.1654,0.081,0.3073
11,RandomBabbler,-0.7,0.2427,-0.0047,0.0354,0.1648,0.081,0.5574
12,RandomBabbler,-0.7,-0.462,0.1406,0.0589,0.1666,0.0814,-1.6628
13,RandomBabbler,0.0,-1.0213,0.0985,0.0853,0.1625,0.0816,-0.7334
14,RandomBabbler,1.0,-0.9228,0.0678,0.0805,0.1584,0.0816,0.5529
15,RandomBabbler,0.7,0.145,0.0417,0.0212,0.1579,0.0816,1.0113
16,RandomBabbler,-0.7,0.8867,-0.1152,0.0758,0.1567,0.0821,0.6108
17,RandomBabbler,-1.0,0.0715,-0.0305,0.0108,0.1568,0.0821,0.5045
18,RandomBabbler,1.0,-0.959,0.1012,0.0748,0.1544,0.0825,0.8347
19,RandomBabbler,0.7,0.1422,-0.0267,0.0203,0.1545,0.0825,0.7138
20,RandomBabbler,0.4,0.8155,-0.1024,0.0711,0.1536,0.0829,0.3714
21,RandomBabbler,0.7,1.1131,-0.128,0.0682,0.1514,0.0833,0.5943
22,RandomBabbler,0.4,1.6851,-0.2949,0.0185,0.1541,0.0854,0.2634
23,RandomBabbler,-0.4,1.7902,-0.1991,0.0022,0.1492,0.0828,0.3213
24,RandomBabbler,-0.4,1.1911,-0.0501,0.0603,0.1441,0.0817,2.5341
25,RandomBabbler,0.4,0.741,0.0873,0.0619,0.1393,0.081,6.4437
26,RandomBabbler,0.7,1.2283,-0.1353,0.0489,0.1379,0.0812,6.6544
27,RandomBabbler,-0.7,1.793,-0.2686,0.0138,0.139,0.0814,6.7268
28,RandomBabbler,0.0,0.8245,-0.0642,0.0592,0.1378,0.0815,7.2089
29,RandomBabbler,0.0,0.7602,-0.0194,0.0577,0.136,0.0813,8.4897
30,RandomBabbler,0.4,0.7408,-0.0432,0.0561,0.1348,0.0813,9.1415
