step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,0.0075,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.3925,0.0107,0.0191,0.0272,0.0692,0.0
3,Epistemic,-1.0,-1.3819,0.1502,0.0947,0.1026,0.0786,0.189
4,Epistemic,-1.0,-2.2317,0.3692,0.1624,0.147,0.0747,1.3289
5,Epistemic,-1.0,-2.8625,0.6647,0.1913,0.1928,0.0792,6.6603
6,Epistemic,-1.0,-3.1978,0.8173,0.1934,0.218,0.0796,11.4728
7,Epistemic,-1.0,-3.3805,0.9692,0.1724,0.2393,0.0816,18.4798
8,Epistemic,-1.0,-3.4113,0.879,0.1338,0.2437,0.0799,18.3601
9,Epistemic,-1.0,-3.5323,1.1277,0.1357,0.2592,0.0825,27.1098
10,Epistemic,-1.0,-3.4046,0.7653,0.074,0.2537,0.0796,23.4115
11,Epistemic,-1.0,-3.6393,1.0625,0.1307,0.2596,0.0797,26.682
12,Epistemic,-1.0,-3.5768,1.0688,0.0911,0.2647,0.0803,29.6988
13,Epistemic,-1.0,-3.508,0.9739,0.0594,0.2661,0.0801,30.033
14,Epistemic,-1.0,-3.534,0.96,0.0604,0.2667,0.0798,29.8049
15,Epistemic,-1.0,-3.5741,1.0189,0.0659,0.2684,0.0798,30.5903
16,Epistemic,-1.0,-3.5552,1.047,0.054,0.2706,0.0801,31.8951
17,Epistemic,-1.0,-3.5081,1.0484,0.0359,0.2728,0.0805,32.9744
18,Epistemic,-1.0,-3.4597,0.8782,0.0195,0.2715,0.08,32.4313
19,Epistemic,-1.0,-3.5815,1.0367,0.0535,0.2727,0.08,33.1821
20,Epistemic,-1.0,-3.5449,0.9713,0.039,0.2728,0.0798,32.9662
21,Epistemic,-1.0,-3.5735,1.0749,0.0448,0.2745,0.0801,34.2783
22,Epistemic,-1.0,-3.4986,0.952,0.0205,0.2743,0.08,34.135
23,Epistemic,-1.0,-3.5466,1.0127,0.0332,0.2749,0.08,34.4257
24,Epistemic,-1.0,-3.5339,1.0538,0.0277,0.2761,0.0803,35.1475
25,Epistemic,-1.0,-3.4801,0.9511,0.011,0.276,0.0802,35.0832
26,Epistemic,-1.0,-3.529,1.0061,0.0245,0.2764,0.0802,35.2693
27,Epistemic,-1.0,-3.5229,0.9495,0.0216,0.2761,0.08,34.9797
28,Epistemic,-1.0,-3.5734,1.0029,0.0354,0.2763,0.08,34.9606
29,Epistemic,-1.0,-3.5705,0.9154,0.033,0.2755,0.0796,33.8579
30,Epistemic,-1.0,-3.6552,1.0199,0.0567,0.2756,0.0795,33.526
1,RandomBabbler,-1.0,0.0,0.0075,0.0,0.08,0.08,0.0
2,RandomBabbler,1.0,-0.9925,0.0771,0.0006,0.0777,0.0783,0.0
3,RandomBabbler,-0.4,0.0846,-0.0032,0.006,0.0774,0.0783,0.001
4,RandomBabbler,0.0,-0.3185,-0.0211,0.0167,0.0641,0.0753,0.214
5,RandomBabbler,0.4,-0.3396,0.0184,0.0131,0.0632,0.0765,0.1974
6,RandomBabbler,0.7,0.0788,-0.0013,0.0045,0.0629,0.0765,0.2
7,RandomBabbler,1.0,0.7775,0.0066,0.0027,0.0392,0.053,0.2037
8,RandomBabbler,1.0,1.7841,-0.3066,0.0987,0.1236,0.0912,3.8272
9,RandomBabbler,0.7,2.4775,-0.3615,0.2535,0.1359,0.0664,2.266
10,RandomBabbler,0.0,2.816,-0.7964,0.1442,0.197,0.0855,15.8878
11,RandomBabbler,-0.4,2.0196,-0.3234,0.049,0.1905,0.0847,16.6885
12,RandomBabbler,0.0,1.2962,-0.0891,0.1046,0.1822,0.084,20.7783
13,RandomBabbler,0.4,1.2072,-0.1271,0.0976,0.178,0.0841,22.4039
14,RandomBabbler,0.7,1.48,-0.2144,0.0792,0.1754,0.0846,22.6704
15,RandomBabbler,1.0,1.9656,-0.3121,0.0181,0.1734,0.0842,22.8207
16,RandomBabbler,-0.4,2.6535,-0.5274,0.1326,0.178,0.0819,22.9146
17,RandomBabbler,0.0,1.7261,-0.1745,0.0631,0.1726,0.0809,25.2609
18,RandomBabbler,0.7,1.5516,-0.272,0.0729,0.1727,0.0818,24.107
19,RandomBabbler,0.4,1.9797,-0.303,0.0213,0.1711,0.0815,24.3274
20,RandomBabbler,1.0,2.0766,-0.379,0.0039,0.1721,0.082,24.2896
21,RandomBabbler,-1.0,2.6976,-0.5289,0.1324,0.175,0.0804,24.271
22,RandomBabbler,0.4,1.1688,-0.1365,0.0947,0.1737,0.0805,25.0326
23,RandomBabbler,0.7,1.4323,-0.1577,0.0836,0.1716,0.0804,26.6265
24,RandomBabbler,-1.0,1.9746,-0.2572,0.0253,0.1692,0.0798,27.2778
25,RandomBabbler,1.0,0.7174,-0.0589,0.0804,0.1686,0.0798,27.9884
26,RandomBabbler,0.0,1.6585,-0.2103,0.0601,0.1669,0.0797,28.8954
27,RandomBabbler,1.0,1.4482,-0.2112,0.0746,0.1663,0.08,28.6951
28,RandomBabbler,0.0,2.237,-0.419,0.0281,0.1677,0.0802,29.0412
29,RandomBabbler,0.0,1.818,-0.3689,0.0397,0.1691,0.0812,27.7396
30,RandomBabbler,0.4,1.4491,-0.2169,0.0747,0.1686,0.0814,27.4682
