step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0079,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4079,0.0706,0.0193,0.1731,0.4244,0.0
3,Epistemic,-1.0,-1.3373,0.1827,0.5275,0.1397,0.1049,-0.5296
4,Epistemic,-1.0,-2.1546,0.3938,0.186,0.17,0.0874,-0.2459
5,Epistemic,-1.0,-2.7609,0.6165,0.1971,0.1986,0.0828,1.6137
6,Epistemic,-1.0,-3.1444,0.7942,0.1947,0.2207,0.0815,4.9616
7,Epistemic,-1.0,-3.3501,0.8926,0.175,0.2352,0.0807,8.1052
8,Epistemic,-1.0,-3.4575,0.9808,0.1511,0.2475,0.0811,12.2593
9,Epistemic,-1.0,-3.4767,0.9361,0.12,0.2519,0.0802,12.8753
10,Epistemic,-1.0,-3.5406,1.0793,0.1136,0.2611,0.0814,17.8121
11,Epistemic,-1.0,-3.4612,1.0267,0.0718,0.2662,0.0821,19.96
12,Epistemic,-1.0,-3.4346,0.9593,0.0544,0.2678,0.082,20.299
13,Epistemic,-1.0,-3.4753,1.0251,0.0598,0.2709,0.0824,21.669
14,Epistemic,-1.0,-3.4502,1.0191,0.046,0.2733,0.0827,22.6905
15,Epistemic,-1.0,-3.4311,0.939,0.036,0.2733,0.0824,22.4715
16,Epistemic,-1.0,-3.4921,0.9413,0.0508,0.273,0.082,21.7596
17,Epistemic,-1.0,-3.5508,1.0546,0.0638,0.275,0.0821,23.0106
18,Epistemic,-1.0,-3.4962,0.913,0.0423,0.274,0.0815,21.9298
19,Epistemic,-1.0,-3.5832,1.0728,0.0651,0.2758,0.0817,23.3493
20,Epistemic,-1.0,-3.5104,1.0091,0.0386,0.2765,0.0817,23.664
21,Epistemic,-1.0,-3.5013,0.9461,0.0335,0.2761,0.0814,23.1776
22,Epistemic,-1.0,-3.5553,0.9034,0.0474,0.2748,0.0808,21.3721
23,Epistemic,-1.0,-3.6518,1.0848,0.0737,0.2761,0.0808,22.6004
24,Epistemic,-1.0,-3.5671,1.0516,0.0435,0.2771,0.0809,23.3404
25,Epistemic,-1.0,-3.5155,1.0088,0.0261,0.2776,0.081,23.5555
26,Epistemic,-1.0,-3.5067,0.8571,0.0222,0.2761,0.0804,22.4807
27,Epistemic,-1.0,-3.6496,1.0836,0.0638,0.277,0.0805,23.5554
28,Epistemic,-1.0,-3.566,1.0294,0.0355,0.2775,0.0805,23.8771
29,Epistemic,-1.0,-3.5366,1.0009,0.0253,0.2778,0.0805,23.9424
30,Epistemic,-1.0,-3.5357,0.9564,0.024,0.2775,0.0803,23.5957
1,RandomBabbler,0.7,0.0,-0.0079,0.0,0.08,0.08,0.0
2,RandomBabbler,1.0,0.6921,0.019,0.017,-0.0274,-0.0397,0.0
3,RandomBabbler,1.0,1.7111,-0.1946,0.0691,0.0939,0.0637,1.1378
4,RandomBabbler,-1.0,2.5164,-0.4842,0.1672,0.158,0.0742,5.2034
5,RandomBabbler,0.7,1.0322,-0.0785,0.084,0.1499,0.0742,6.4907
6,RandomBabbler,0.7,1.6537,-0.2155,0.0451,0.1459,0.0748,6.6298
7,RandomBabbler,0.7,2.1382,-0.371,0.0298,0.1529,0.0765,7.0249
8,RandomBabbler,1.0,2.4671,-0.4625,0.0882,0.1616,0.0763,8.112
9,RandomBabbler,1.0,3.0047,-0.7531,0.2034,0.1858,0.0793,18.0577
10,RandomBabbler,0.0,3.2516,-0.7693,0.2338,0.1981,0.0769,21.5994
11,RandomBabbler,0.0,2.4822,-0.4247,0.0178,0.1947,0.076,21.9547
12,RandomBabbler,0.0,2.0576,-0.3231,0.0788,0.1918,0.076,23.064
13,RandomBabbler,1.0,1.7345,-0.1818,0.1039,0.1872,0.0757,26.9445
14,RandomBabbler,-1.0,2.5527,-0.4545,0.0152,0.1863,0.0751,26.7758
15,RandomBabbler,0.0,1.0982,-0.0993,0.114,0.1845,0.0751,28.9355
16,RandomBabbler,-0.7,0.9989,-0.1141,0.1094,0.1834,0.0752,29.5982
17,RandomBabbler,-0.4,0.1847,0.0432,0.0313,0.1832,0.0752,30.3672
18,RandomBabbler,0.7,-0.172,-0.0625,0.0293,0.183,0.0752,31.2965
19,RandomBabbler,0.0,0.4655,0.0283,0.0689,0.1822,0.0751,33.4654
20,RandomBabbler,1.0,0.4938,0.0037,0.0716,0.1815,0.0751,35.1169
21,RandomBabbler,0.0,1.4975,-0.2141,0.1033,0.1802,0.0754,35.3498
22,RandomBabbler,0.7,1.2834,-0.2395,0.1071,0.1804,0.0758,32.7174
23,RandomBabbler,-0.7,1.7439,-0.2254,0.0839,0.1782,0.0758,34.2352
24,RandomBabbler,0.4,0.8185,-0.02,0.0951,0.1769,0.0757,37.1886
25,RandomBabbler,0.7,1.1985,-0.0948,0.1032,0.175,0.0757,39.8435
26,RandomBabbler,0.4,1.8037,-0.3869,0.0694,0.1766,0.0767,36.9547
27,RandomBabbler,-0.7,1.8168,-0.246,0.0677,0.175,0.0767,38.0206
28,RandomBabbler,0.4,0.8708,-0.0486,0.0942,0.1739,0.0766,40.1357
29,RandomBabbler,-1.0,1.2222,-0.1192,0.098,0.1725,0.0767,41.8428
30,RandomBabbler,-0.7,0.103,-0.0445,0.017,0.1726,0.0767,41.604
