step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.044,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.444,0.0021,0.0197,0.0046,0.0104,0.0
3,Epistemic,-1.0,-1.4419,0.1895,0.015,0.1204,0.0904,0.5287
4,Epistemic,-1.0,-2.2524,0.3717,0.1875,0.1512,0.0758,0.9343
5,Epistemic,-1.0,-2.8807,0.6181,0.193,0.1848,0.0749,4.0545
6,Epistemic,-1.0,-3.2626,0.8486,0.194,0.2153,0.0775,10.9876
7,Epistemic,-1.0,-3.414,0.816,0.1678,0.2226,0.0746,10.9794
8,Epistemic,-1.0,-3.598,1.104,0.1643,0.244,0.078,22.0807
9,Epistemic,-1.0,-3.494,1.0198,0.1001,0.2533,0.0793,25.8912
10,Epistemic,-1.0,-3.4742,0.9985,0.0769,0.2588,0.0799,27.9677
11,Epistemic,-1.0,-3.4757,0.9738,0.0658,0.2617,0.08,28.9093
12,Epistemic,-1.0,-3.502,1.0269,0.0646,0.2656,0.0805,30.6832
13,Epistemic,-1.0,-3.4751,1.0108,0.0492,0.2683,0.0809,31.7955
14,Epistemic,-1.0,-3.4643,0.9598,0.0411,0.2692,0.0808,31.9385
15,Epistemic,-1.0,-3.5045,0.9419,0.0488,0.2691,0.0804,31.4822
16,Epistemic,-1.0,-3.5626,0.9827,0.0614,0.2697,0.0801,31.3304
17,Epistemic,-1.0,-3.5799,1.0186,0.0611,0.2709,0.0801,31.8368
18,Epistemic,-1.0,-3.5613,0.9606,0.0506,0.2708,0.0797,31.2889
19,Epistemic,-1.0,-3.6007,1.0628,0.0584,0.2725,0.0799,32.5613
20,Epistemic,-1.0,-3.5379,1.0482,0.0358,0.274,0.0801,33.4523
21,Epistemic,-1.0,-3.4898,0.9,0.0198,0.2731,0.0798,32.9599
22,Epistemic,-1.0,-3.5898,1.0794,0.0477,0.2746,0.08,34.3176
23,Epistemic,-1.0,-3.5104,0.9553,0.022,0.2745,0.0799,34.1532
24,Epistemic,-1.0,-3.5551,0.9984,0.0337,0.2748,0.0798,34.2256
25,Epistemic,-1.0,-3.5567,0.9926,0.0324,0.275,0.0798,34.2122
26,Epistemic,-1.0,-3.5641,0.9788,0.033,0.275,0.0796,33.9874
27,Epistemic,-1.0,-3.5852,0.9932,0.0376,0.2751,0.0795,33.8207
28,Epistemic,-1.0,-3.5921,1.0296,0.0379,0.2756,0.0795,34.1462
29,Epistemic,-1.0,-3.5625,0.9409,0.0276,0.2751,0.0793,33.5697
30,Epistemic,-1.0,-3.6215,1.0959,0.0437,0.2762,0.0795,34.875
1,RandomBabbler,0.4,0.0,-0.044,0.0,0.08,0.08,0.0
2,RandomBabbler,-0.4,0.356,-0.0239,0.0183,0.067,0.1882,0.0
3,RandomBabbler,0.7,-0.0678,0.0235,0.0037,0.0768,0.1947,-0.033
4,RandomBabbler,0.4,0.6557,-0.0685,0.0333,0.098,0.1623,-0.0212
5,RandomBabbler,0.4,0.9872,-0.1238,0.0613,0.1154,0.1332,-0.0093
6,RandomBabbler,-0.7,1.2634,-0.1307,0.0668,0.1093,0.0978,-0.4039
7,RandomBabbler,0.7,0.4327,-0.1314,0.029,0.1203,0.1035,-1.6022
8,RandomBabbler,0.4,1.0013,-0.0119,0.0166,0.0951,0.084,-1.1233
9,RandomBabbler,0.4,1.3895,-0.1113,0.0301,0.0905,0.0724,-1.3538
10,RandomBabbler,1.0,1.6781,-0.1924,0.0521,0.098,0.0704,-1.1408
11,RandomBabbler,0.4,2.4857,-0.487,0.1917,0.1377,0.0763,5.7478
12,RandomBabbler,1.0,2.3987,-0.4145,0.1088,0.1473,0.0747,6.7045
13,RandomBabbler,0.0,2.9842,-0.6678,0.2256,0.1701,0.0748,14.0167
14,RandomBabbler,-0.4,2.3165,-0.4296,0.0076,0.1724,0.0756,14.0979
15,RandomBabbler,1.0,1.4868,-0.2175,0.0892,0.1709,0.0762,13.8867
16,RandomBabbler,0.0,2.2693,-0.4447,0.0044,0.1739,0.0773,13.9697
17,RandomBabbler,-0.4,1.8247,-0.273,0.0598,0.1721,0.0776,14.2876
18,RandomBabbler,1.0,1.1516,-0.1601,0.0954,0.1712,0.0779,13.9189
19,RandomBabbler,-1.0,1.9915,-0.2917,0.0321,0.1693,0.0776,14.3113
20,RandomBabbler,-0.4,0.6998,0.0076,0.0805,0.1676,0.0775,17.0456
21,RandomBabbler,-0.4,0.3074,-0.0819,0.0442,0.1678,0.0776,16.1182
22,RandomBabbler,-0.4,-0.1744,0.0509,0.0269,0.1678,0.0776,15.7408
23,RandomBabbler,0.0,-0.5236,-0.0086,0.0666,0.1669,0.0775,17.4146
24,RandomBabbler,0.7,-0.5322,0.01,0.0669,0.1661,0.0775,18.6219
25,RandomBabbler,0.4,0.1778,-0.0219,0.0271,0.1661,0.0775,18.5578
26,RandomBabbler,0.0,0.5559,-0.0621,0.0684,0.1657,0.0776,18.4487
27,RandomBabbler,-0.4,0.4938,-0.0546,0.0629,0.1655,0.0776,18.3407
28,RandomBabbler,0.4,0.0392,-0.0028,0.0064,0.1655,0.0776,18.3421
29,RandomBabbler,0.0,0.4364,-0.0896,0.0574,0.1656,0.0777,17.2827
30,RandomBabbler,0.7,0.3468,0.0371,0.0481,0.165,0.0776,18.6345
