step,policy,action,velocity,observed_drag,delta_v,k1_hat,k2_hat,log_b21
1,Epistemic,-0.4,0.0,-0.0524,0.0,0.08,0.08,0.0
2,Epistemic,-1.0,-0.4524,0.0503,0.0198,0.1113,0.2459,0.0
3,Epistemic,-1.0,-1.4021,0.1775,0.3274,0.1251,0.0919,-0.1922
4,Epistemic,-1.0,-2.2247,0.3722,0.1766,0.1544,0.0775,0.1558
5,Epistemic,-1.0,-2.8525,0.6528,0.1901,0.1941,0.0794,4.3331
6,Epistemic,-1.0,-3.1997,0.831,0.1919,0.2205,0.0803,9.5748
7,Epistemic,-1.0,-3.3686,0.9128,0.169,0.236,0.0804,13.5779
8,Epistemic,-1.0,-3.4559,0.9599,0.1443,0.2462,0.0804,16.7202
9,Epistemic,-1.0,-3.496,1.011,0.1215,0.2548,0.0809,20.2001
10,Epistemic,-1.0,-3.485,1.0216,0.0949,0.2612,0.0815,22.9326
11,Epistemic,-1.0,-3.4634,1.0363,0.0735,0.2666,0.0823,25.3429
12,Epistemic,-1.0,-3.427,0.9345,0.0533,0.2673,0.082,25.2395
13,Epistemic,-1.0,-3.4925,0.939,0.0661,0.2675,0.0813,24.6009
14,Epistemic,-1.0,-3.5535,1.0454,0.0766,0.2702,0.0815,26.1579
15,Epistemic,-1.0,-3.5081,0.9685,0.055,0.2708,0.0812,26.019
16,Epistemic,-1.0,-3.5396,0.9608,0.0592,0.2708,0.0808,25.4357
17,Epistemic,-1.0,-3.5787,1.1105,0.0655,0.274,0.0813,28.0609
18,Epistemic,-1.0,-3.4682,1.0051,0.0279,0.2751,0.0815,28.4849
19,Epistemic,-1.0,-3.4632,0.9414,0.0246,0.2749,0.0813,28.2682
20,Epistemic,-1.0,-3.5217,0.9758,0.04,0.275,0.0811,28.0842
21,Epistemic,-1.0,-3.5459,1.026,0.0446,0.2759,0.0811,28.5613
22,Epistemic,-1.0,-3.5199,1.0007,0.0342,0.2764,0.0811,28.7214
23,Epistemic,-1.0,-3.5192,1.0139,0.032,0.277,0.0812,29.0274
24,Epistemic,-1.0,-3.5053,0.9769,0.0263,0.2771,0.0811,28.9553
25,Epistemic,-1.0,-3.5284,0.9027,0.0317,0.2761,0.0806,27.8653
26,Epistemic,-1.0,-3.6257,0.958,0.0592,0.2755,0.0802,26.2449
27,Epistemic,-1.0,-3.6677,1.1243,0.0687,0.277,0.0804,28.3317
28,Epistemic,-1.0,-3.5433,1.0152,0.0281,0.2774,0.0804,28.5449
29,Epistemic,-1.0,-3.5281,0.8854,0.0225,0.2763,0.08,27.6467
30,Epistemic,-1.0,-3.6427,1.0774,0.0555,0.2771,0.0801,28.5665
1,RandomBabbler,1.0,0.0,-0.0524,0.0,0.08,0.08,0.0
2,RandomBabbler,-0.7,0.9476,-0.0379,0.004,0.04,0.0422,0.0
3,RandomBabbler,-0.4,0.2097,0.0167,0.0065,0.0344,0.0412,0.0511
4,RandomBabbler,0.0,-0.1736,-0.0214,0.0047,0.0295,0.0403,0.0939
5,RandomBabbler,1.0,-0.195,0.0049,0.0042,0.0293,0.0405,0.0917
6,RandomBabbler,0.7,0.8099,-0.0405,0.0028,0.0375,0.0478,0.1002
7,RandomBabbler,0.0,1.4695,-0.1678,0.0482,0.0808,0.0714,1.0325
8,RandomBabbler,1.0,1.3017,-0.1311,0.0159,0.0869,0.0734,1.1123
9,RandomBabbler,0.7,2.1706,-0.3437,0.1571,0.1198,0.0731,3.7067
10,RandomBabbler,0.4,2.5269,-0.4608,0.1638,0.1438,0.0726,6.7812
11,RandomBabbler,1.0,2.4661,-0.4098,0.0865,0.1498,0.0708,7.0948
12,RandomBabbler,-1.0,3.0563,-0.7523,0.2034,0.1779,0.0751,18.4594
13,RandomBabbler,1.0,1.3039,-0.1728,0.1042,0.1756,0.0755,18.7239
14,RandomBabbler,-0.7,2.1311,-0.3281,0.0313,0.1731,0.0752,19.0597
15,RandomBabbler,0.7,1.103,-0.1133,0.0994,0.1709,0.0753,20.1302
16,RandomBabbler,-0.7,1.6897,-0.2698,0.0737,0.1701,0.076,19.6185
17,RandomBabbler,-0.7,0.7198,0.0445,0.0831,0.1673,0.0758,23.7193
18,RandomBabbler,0.4,0.0643,0.0425,0.0104,0.1672,0.0758,23.9198
19,RandomBabbler,-0.7,0.5068,-0.0386,0.0653,0.1667,0.0758,24.2702
20,RandomBabbler,0.0,-0.2318,-0.0121,0.0346,0.1664,0.0758,24.7319
21,RandomBabbler,0.4,-0.2439,0.0249,0.0361,0.1663,0.0758,24.6976
22,RandomBabbler,-1.0,0.181,0.0069,0.0276,0.1662,0.0758,24.9535
23,RandomBabbler,-1.0,-0.8121,0.0758,0.0849,0.1651,0.0759,25.5091
24,RandomBabbler,-0.4,-1.7363,0.2351,0.0578,0.1632,0.076,25.9996
25,RandomBabbler,1.0,-1.9012,0.1959,0.0356,0.1589,0.0749,27.2505
26,RandomBabbler,-1.0,-0.7053,-0.0538,0.0748,0.1566,0.0747,31.0439
27,RandomBabbler,0.4,-1.7591,0.2957,0.0444,0.1573,0.0755,30.3168
28,RandomBabbler,-0.7,-1.0634,0.1012,0.0819,0.156,0.0755,31.1196
29,RandomBabbler,-0.4,-1.6621,0.1106,0.0506,0.1517,0.0745,33.4614
30,RandomBabbler,0.0,-1.9515,0.3205,0.0123,0.1525,0.075,33.3173
