step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.7006,0.7006,0.7006,0.7006,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.8256,1.125,1.8256,1.125,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.2684,1.4428,3.2684,1.4428,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.1213,1.8529,5.1213,1.8529,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.5232,2.4019,7.5232,2.4019,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.2706,2.7474,10.2706,2.7474,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,13.1436,2.873,13.1436,2.873,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,16.1304,2.9867,16.1304,2.9867,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,19.5401,3.4097,19.5401,3.4097,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,23.2451,3.705,23.2451,3.705,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,27.3524,4.1073,27.3524,4.1073,0.0054,1.0,1.0
12,A_to_A,0.88,0.85,9.8,31.665,4.3126,31.665,4.3126,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,35.9926,4.3276,35.9926,4.3276,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,40.5022,4.5097,40.5022,4.5097,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,45.195,4.6928,45.195,4.6928,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,49.9163,4.7212,49.9163,4.7212,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,54.6243,4.7081,54.6243,4.7081,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,59.5221,4.8977,59.5221,4.8977,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,64.4825,4.9605,64.4825,4.9605,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,69.3854,4.9029,69.3854,4.9029,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,74.5488,5.1634,74.5488,5.1634,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,79.5239,4.9752,79.5239,4.9752,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,84.6585,5.1345,84.6585,5.1345,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,89.7786,5.1201,89.7786,5.1201,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,94.8401,5.0615,94.8401,5.0615,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,99.8692,5.0291,99.8692,5.0291,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,104.8731,5.004,104.8731,5.004,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,109.8535,4.9804,109.8535,4.9804,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,114.8808,5.0272,114.8808,5.0272,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,120.0546,5.1739,120.0546,5.1739,0.005,1.0,1.0
