step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.7128,0.7128,0.7128,0.7128,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.9824,1.2696,1.9824,1.2696,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.6919,1.7095,3.6919,1.7095,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.6843,1.9924,5.6843,1.9924,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.9736,2.2893,7.9736,2.2893,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.527,2.5534,10.527,2.5534,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,13.2448,2.7178,13.2448,2.7178,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,16.3033,3.0586,16.3033,3.0586,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,19.5055,3.2022,19.5055,3.2022,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,22.979,3.4735,22.979,3.4735,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,26.6258,3.6468,26.6258,3.6468,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,30.4362,3.8103,30.4362,3.8103,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,34.2565,3.8203,34.2565,3.8203,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,38.2117,3.9552,38.2117,3.9552,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,42.397,4.1854,42.397,4.1854,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,46.8595,4.4625,46.8595,4.4625,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,51.5481,4.6886,51.5481,4.6886,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,56.3307,4.7827,56.3307,4.7827,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,61.2753,4.9446,61.2753,4.9446,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,66.1104,4.8351,66.1104,4.8351,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,71.0565,4.9461,71.0565,4.9461,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,75.837,4.7805,75.837,4.7805,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,80.6621,4.825,80.6621,4.825,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,85.5371,4.8751,85.5371,4.8751,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,90.4648,4.9276,90.4648,4.9276,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,95.5941,5.1294,95.5941,5.1294,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,100.9115,5.3173,100.9115,5.3173,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,106.1758,5.2643,106.1758,5.2643,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,111.2817,5.1059,111.2817,5.1059,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,116.2544,4.9728,116.2544,4.9728,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,121.176,4.9216,121.176,4.9216,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,126.128,4.9519,126.128,4.9519,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,131.0387,4.9107,131.0387,4.9107,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,135.874,4.8353,135.874,4.8353,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,140.8463,4.9723,140.8463,4.9723,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,145.6752,4.8289,145.6752,4.8289,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,150.5645,4.8894,150.5645,4.8894,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,155.4778,4.9133,155.4778,4.9133,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,160.3432,4.8655,160.3432,4.8655,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,165.1713,4.8281,165.1713,4.8281,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.6235,0.6235,-0.6235,-0.6235,1.7688,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.3737,0.2498,-1.8646,-1.2412,2.113,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-2.2412,-0.3765,-3.4615,-1.5969,1.7325,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-4.1724,-0.7109,-5.2897,-1.8282,1.5831,1.0,1.0
