step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.8099,0.8099,0.8099,0.8099,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,2.3321,1.5222,2.3321,1.5222,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,4.207,1.8749,4.207,1.8749,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,6.6526,2.4456,6.6526,2.4456,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,9.4732,2.8206,9.4732,2.8206,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,12.8028,3.3295,12.8028,3.3295,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,16.2016,3.3989,16.2016,3.3989,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,19.8086,3.607,19.8086,3.607,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,23.4965,3.6878,23.4965,3.6878,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,27.3094,3.8129,27.3094,3.8129,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,31.2714,3.962,31.2714,3.962,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,35.3921,4.1207,35.3921,4.1207,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,39.4779,4.0858,39.4779,4.0858,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,43.5387,4.0607,43.5387,4.0607,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,47.618,4.0793,47.618,4.0793,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,51.9261,4.3082,51.9261,4.3082,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,56.2117,4.2856,56.2117,4.2856,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,60.708,4.4963,60.708,4.4963,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,65.4549,4.7469,65.4549,4.7469,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,70.0626,4.6078,70.0626,4.6078,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,74.8165,4.7539,74.8165,4.7539,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,79.6999,4.8833,79.6999,4.8833,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,84.6771,4.9772,84.6771,4.9772,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,89.7535,5.0764,89.7535,5.0764,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,94.8819,5.1284,94.8819,5.1284,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,100.2146,5.3327,100.2146,5.3327,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,105.6993,5.4847,105.6993,5.4847,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,111.1975,5.4982,111.1975,5.4982,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,116.6074,5.4099,116.6074,5.4099,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,122.0139,5.4065,122.0139,5.4065,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,127.3821,5.3682,127.3821,5.3682,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,132.5799,5.1978,132.5799,5.1978,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,137.9548,5.3749,137.9548,5.3749,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,143.2437,5.2889,143.2437,5.2889,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,148.6331,5.3894,148.6331,5.3894,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,154.125,5.4919,154.125,5.4919,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,159.406,5.281,159.406,5.281,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,164.6717,5.2657,164.6717,5.2657,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,169.8723,5.2006,169.8723,5.2006,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,174.9135,5.0412,174.9135,5.0412,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.5344,0.5344,-0.5344,-0.5344,1.5177,1.0,1.0
