step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.6199,0.6199,0.6199,0.6199,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.7105,1.0906,1.7105,1.0906,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.5039,1.7934,3.5039,1.7934,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.6552,2.1513,5.6552,2.1513,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,8.3472,2.692,8.3472,2.692,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,11.5221,3.1749,11.5221,3.1749,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,14.7962,3.2741,14.7962,3.2741,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,18.2982,3.502,18.2982,3.502,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,22.2137,3.9156,22.2137,3.9156,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,26.1327,3.919,26.1327,3.919,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,30.4168,4.2841,30.4168,4.2841,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,34.9657,4.5489,34.9657,4.5489,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,39.7691,4.8034,39.7691,4.8034,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,44.7792,5.0101,44.7792,5.0101,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,49.7473,4.9681,49.7473,4.9681,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,54.6096,4.8623,54.6096,4.8623,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,59.3825,4.7729,59.3825,4.7729,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,64.2039,4.8214,64.2039,4.8214,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,69.2921,5.0882,69.2921,5.0882,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,74.379,5.0868,74.379,5.0868,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,79.3078,4.9288,79.3078,4.9288,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,84.3188,5.0111,84.3188,5.0111,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,89.1913,4.8724,89.1913,4.8724,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,94.2614,5.0702,94.2614,5.0702,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,99.3442,5.0828,99.3442,5.0828,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,104.6433,5.2991,104.6433,5.2991,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,109.8725,5.2292,109.8725,5.2292,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,115.1259,5.2534,115.1259,5.2534,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,120.4173,5.2914,120.4173,5.2914,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,125.5145,5.0972,125.5145,5.0972,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,130.4883,4.9738,130.4883,4.9738,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,135.5976,5.1093,135.5976,5.1093,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,140.5646,4.967,140.5646,4.967,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,145.3688,4.8042,145.3688,4.8042,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,150.2252,4.8564,150.2252,4.8564,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,155.1109,4.8857,155.1109,4.8857,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,160.1747,5.0637,160.1747,5.0637,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,165.4631,5.2884,165.4631,5.2884,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,170.8271,5.364,170.8271,5.364,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,176.3009,5.4738,176.3009,5.4738,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.4494,0.4494,-0.4494,-0.4494,1.2747,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.3196,0.1299,-1.2939,-0.8445,1.3863,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-1.4339,-0.14,-2.4967,-1.2027,1.4978,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-2.9985,-0.5018,-3.9073,-1.4106,1.2877,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-4.618,-0.7107,-5.4394,-1.5321,1.1643,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-5.9604,-0.521,-7.3545,-1.9151,1.9637,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-8.5971,-1.2425,-9.1571,-1.8025,0.7973,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-10.1855,-1.0284,-10.9946,-1.8376,1.1525,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-11.8498,-0.8551,-13.0613,-2.0666,1.7116,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-14.1702,-1.1089,-15.2383,-2.177,1.5152,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-16.5478,-1.3096,-17.3901,-2.1518,1.1898,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-18.4955,-1.1054,-19.7062,-2.3161,1.712,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-21.0563,-1.3501,-22.0386,-2.3325,1.389,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-23.3947,-1.356,-24.3912,-2.3526,1.415,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-25.64,-1.2488,-26.883,-2.4918,1.7693,1.0,1.0
16,A_to_B_zero_shot,0.71,-0.85,4.2,-28.4008,-1.5178,-29.3273,-2.4442,1.3118,1.0,1.0
17,A_to_B_zero_shot,0.71,-0.85,4.2,-31.0357,-1.7085,-31.5052,-2.1779,0.6585,1.0,1.0
18,A_to_B_zero_shot,0.71,-0.85,4.2,-32.9489,-1.4437,-33.5242,-2.0191,0.8197,1.0,1.0
19,A_to_B_zero_shot,0.71,-0.85,4.2,-34.6259,-1.1017,-35.6329,-2.1087,1.4181,1.0,1.0
20,A_to_B_zero_shot,0.71,-0.85,4.2,-37.0523,-1.4193,-37.5664,-1.9335,0.7247,1.0,1.0
21,A_to_B_zero_shot,0.71,-0.85,4.2,-38.8348,-1.2683,-39.3723,-1.8059,0.7632,1.0,1.0
22,A_to_B_zero_shot,0.71,-0.85,4.2,-40.4575,-1.0851,-41.1586,-1.7863,0.991,1.0,1.0
23,A_to_B_zero_shot,0.71,-0.85,4.2,-42.0637,-0.9051,-43.0938,-1.9352,1.4649,1.0,1.0
24,A_to_B_zero_shot,0.71,-0.85,4.2,-44.047,-0.9532,-45.2175,-2.1237,1.6562,1.0,1.0
