step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.6365,0.6365,0.6365,0.6365,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.7246,1.0881,1.7246,1.0881,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.3082,1.5837,3.3082,1.5837,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.2617,1.9535,5.2617,1.9535,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.6933,2.4316,7.6933,2.4316,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.6088,2.9155,10.6088,2.9155,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,14.0159,3.407,14.0159,3.407,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,17.8523,3.8365,17.8523,3.8365,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,21.7932,3.9409,21.7932,3.9409,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,25.956,4.1628,25.956,4.1628,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,30.4334,4.4773,30.4334,4.4773,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,35.149,4.7156,35.149,4.7156,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,40.0612,4.9121,40.0612,4.9121,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,44.9054,4.8443,44.9054,4.8443,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,49.7065,4.8011,49.7065,4.8011,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,54.4014,4.6949,54.4014,4.6949,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,59.345,4.9436,59.345,4.9436,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,64.3159,4.9709,64.3159,4.9709,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,69.2299,4.914,69.2299,4.914,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,74.1542,4.9243,74.1542,4.9243,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,79.1779,5.0238,79.1779,5.0238,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,84.3865,5.2085,84.3865,5.2085,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,89.6608,5.2743,89.6608,5.2743,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,95.1044,5.4436,95.1044,5.4436,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,100.6661,5.5617,100.6661,5.5617,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,106.2279,5.5618,106.2279,5.5618,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,111.7668,5.5389,111.7668,5.5389,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,117.2857,5.5189,117.2857,5.5189,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,122.5701,5.2845,122.5701,5.2845,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,127.8201,5.25,127.8201,5.25,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,133.2809,5.4608,133.2809,5.4608,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,138.8525,5.5717,138.8525,5.5717,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,144.2759,5.4234,144.2759,5.4234,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,149.5316,5.2557,149.5316,5.2557,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,154.7415,5.2099,154.7415,5.2099,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,159.9713,5.2298,159.9713,5.2298,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,165.4089,5.4377,165.4089,5.4377,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,171.0127,5.6038,171.0127,5.6038,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,176.5937,5.5809,176.5937,5.5809,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,182.2788,5.6851,182.2788,5.6851,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.6248,0.6248,-0.6248,-0.6248,1.7634,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.4202,0.2046,-1.8229,-1.1981,1.9864,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-2.4441,-0.6212,-3.1067,-1.2838,0.9304,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-3.8077,-0.701,-4.447,-1.3403,0.9065,1.0,1.0
