step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.6267,0.6267,0.6267,0.6267,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.6638,1.0371,1.6638,1.0371,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.006,1.3423,3.006,1.3423,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,4.9566,1.9506,4.9566,1.9506,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.3916,2.435,7.3916,2.435,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.2405,2.8489,10.2405,2.8489,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,13.2343,2.9938,13.2343,2.9938,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,16.6788,3.4446,16.6788,3.4446,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,20.16,3.4812,20.16,3.4812,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,23.9405,3.7804,23.9405,3.7804,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,27.8355,3.895,27.8355,3.895,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,31.6959,3.8605,31.6959,3.8605,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,35.544,3.8481,35.544,3.8481,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,39.394,3.85,39.394,3.85,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,43.6265,4.2325,43.6265,4.2325,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,47.956,4.3295,47.956,4.3295,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,52.2483,4.2923,52.2483,4.2923,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,56.52,4.2718,56.52,4.2718,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,61.0003,4.4803,61.0003,4.4803,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,65.7147,4.7143,65.7147,4.7143,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,70.4585,4.7438,70.4585,4.7438,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,75.2607,4.8022,75.2607,4.8022,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,80.0751,4.8144,80.0751,4.8144,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,85.1479,5.0728,85.1479,5.0728,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,90.4519,5.304,90.4519,5.304,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,95.6988,5.2469,95.6988,5.2469,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,101.0343,5.3355,101.0343,5.3355,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,106.2545,5.2201,106.2545,5.2201,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,111.4276,5.1731,111.4276,5.1731,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,116.6175,5.1899,116.6175,5.1899,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,121.6215,5.004,121.6215,5.004,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,126.6706,5.0491,126.6706,5.0491,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,131.6333,4.9627,131.6333,4.9627,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,136.7535,5.1202,136.7535,5.1202,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,141.7279,4.9744,141.7279,4.9744,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,146.8261,5.0982,146.8261,5.0982,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,151.7532,4.9271,151.7532,4.9271,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,156.7847,5.0315,156.7847,5.0315,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,161.6596,4.8749,161.6596,4.8749,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,166.4943,4.8347,166.4943,4.8347,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.6274,0.6274,-0.6274,-0.6274,1.7801,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.3483,0.2791,-1.9041,-1.2767,2.1988,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-2.5314,-0.6273,-3.3068,-1.4027,1.1008,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-4.0357,-0.7289,-4.8081,-1.5013,1.0901,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-5.3862,-0.578,-6.6172,-1.8091,1.7414,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-7.6702,-1.053,-8.4407,-1.8234,1.0893,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-9.2927,-0.8521,-10.4878,-2.0472,1.6881,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-11.8607,-1.3729,-12.37,-1.8822,0.7234,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-13.5843,-1.2143,-14.1484,-1.7783,0.7872,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-14.8639,-0.7156,-16.2603,-2.112,1.965,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-17.4799,-1.2195,-18.3989,-2.1385,1.3041,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-19.5212,-1.1223,-20.6769,-2.278,1.6351,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-21.903,-1.2261,-23.0729,-2.396,1.6522,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-24.5322,-1.4594,-25.4231,-2.3502,1.2571,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-26.8634,-1.4403,-27.7196,-2.2965,1.2082,1.0,1.0
16,A_to_B_zero_shot,0.71,-0.85,4.2,-28.9132,-1.1936,-30.1775,-2.4579,1.7851,1.0,1.0
17,A_to_B_zero_shot,0.71,-0.85,4.2,-31.5353,-1.3579,-32.7277,-2.5502,1.6884,1.0,1.0
18,A_to_B_zero_shot,0.71,-0.85,4.2,-34.1757,-1.4481,-35.3344,-2.6067,1.6421,1.0,1.0
19,A_to_B_zero_shot,0.71,-0.85,4.2,-37.085,-1.7506,-37.7285,-2.3941,0.9156,1.0,1.0
20,A_to_B_zero_shot,0.71,-0.85,4.2,-39.1144,-1.386,-40.149,-2.4206,1.461,1.0,1.0
21,A_to_B_zero_shot,0.71,-0.85,4.2,-41.5546,-1.4056,-42.5921,-2.4431,1.4682,1.0,1.0
22,A_to_B_zero_shot,0.71,-0.85,4.2,-44.2087,-1.6166,-44.8601,-2.2679,0.9252,1.0,1.0
23,A_to_B_zero_shot,0.71,-0.85,4.2,-46.1405,-1.2804,-47.1857,-2.3256,1.4773,1.0,1.0
24,A_to_B_zero_shot,0.71,-0.85,4.2,-48.4305,-1.2448,-49.6387,-2.4529,1.706,1.0,1.0
25,A_to_B_zero_shot,0.71,-0.85,4.2,-51.1936,-1.555,-51.9839,-2.3452,1.1179,1.0,1.0
26,A_to_B_zero_shot,0.71,-0.85,4.2,-53.2064,-1.2225,-54.4903,-2.5064,1.821,1.0,1.0
27,A_to_B_zero_shot,0.71,-0.85,4.2,-56.0329,-1.5427,-56.9328,-2.4425,1.2646,1.0,1.0
28,A_to_B_zero_shot,0.71,-0.85,4.2,-58.2483,-1.3156,-59.5008,-2.568,1.7633,1.0,1.0
29,A_to_B_zero_shot,0.71,-0.85,4.2,-61.0125,-1.5117,-62.0723,-2.5715,1.493,1.0,1.0
30,A_to_B_zero_shot,0.71,-0.85,4.2,-63.5273,-1.455,-64.706,-2.6337,1.6702,1.0,1.0
