step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.658,0.658,0.658,0.658,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.7904,1.1325,1.7904,1.1325,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.6108,1.8204,3.6108,1.8204,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.7081,2.0973,5.7081,2.0973,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,8.3893,2.6812,8.3893,2.6812,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,11.4498,3.0604,11.4498,3.0604,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,14.6606,3.2109,14.6606,3.2109,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,17.977,3.3164,17.977,3.3164,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,21.4127,3.4357,21.4127,3.4357,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,25.0731,3.6604,25.0731,3.6604,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,28.7886,3.7155,28.7886,3.7155,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,32.6072,3.8186,32.6072,3.8186,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,36.5367,3.9295,36.5367,3.9295,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,40.5352,3.9985,40.5352,3.9985,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,44.7544,4.2191,44.7544,4.2191,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,49.0124,4.2581,49.0124,4.2581,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,53.2432,4.2308,53.2432,4.2308,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,57.5621,4.3189,57.5621,4.3189,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,62.1342,4.5721,62.1342,4.5721,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,66.7383,4.6041,66.7383,4.6041,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,71.3377,4.5994,71.3377,4.5994,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,75.8597,4.522,75.8597,4.522,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,80.313,4.4533,80.313,4.4533,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,84.8842,4.5713,84.8842,4.5713,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,89.4676,4.5834,89.4676,4.5834,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,94.2582,4.7906,94.2582,4.7906,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,99.0784,4.8202,99.0784,4.8202,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,103.9926,4.9142,103.9926,4.9142,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,109.0326,5.0401,109.0326,5.0401,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,114.0029,4.9702,114.0029,4.9702,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,119.1273,5.1244,119.1273,5.1244,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,124.3659,5.2386,124.3659,5.2386,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,129.753,5.3872,129.753,5.3872,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,134.9847,5.2317,134.9847,5.2317,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,140.1313,5.1466,140.1313,5.1466,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,145.3969,5.2656,145.3969,5.2656,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,150.6404,5.2435,150.6404,5.2435,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,155.8462,5.2058,155.8462,5.2058,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,161.0348,5.1886,161.0348,5.1886,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,166.4097,5.3749,166.4097,5.3749,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.65,0.65,-0.65,-0.65,1.8407,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.7853,-0.1353,-1.5483,-0.8983,1.0796,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-1.9126,-0.3643,-2.6123,-1.064,0.9866,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-3.085,-0.4727,-3.8315,-1.2191,1.0519,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-4.1361,-0.3046,-5.4652,-1.6338,1.8749,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-6.1208,-0.6555,-7.4075,-1.9422,1.8161,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-8.6506,-1.2431,-9.2525,-1.845,0.8449,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-10.2459,-0.9934,-11.1926,-1.9401,1.3408,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-12.3828,-1.1902,-13.0872,-1.8946,0.9979,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-13.9066,-0.8194,-15.2803,-2.1931,1.9329,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-16.5286,-1.2484,-17.5188,-2.2386,1.4015,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-19.0502,-1.5314,-19.5468,-2.028,0.7058,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-20.4879,-0.9411,-21.8301,-2.2834,1.8947,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-23.406,-1.5759,-23.8848,-2.0547,0.6789,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-25.1344,-1.2496,-25.9022,-2.0174,1.0932,1.0,1.0
16,A_to_B_zero_shot,0.71,-0.85,4.2,-27.2159,-1.3137,-27.7961,-1.8939,0.8193,1.0,1.0
17,A_to_B_zero_shot,0.71,-0.85,4.2,-28.9397,-1.1436,-29.6639,-1.8677,1.0281,1.0,1.0
18,A_to_B_zero_shot,0.71,-0.85,4.2,-30.5559,-0.892,-31.7416,-2.0777,1.6752,1.0,1.0
19,A_to_B_zero_shot,0.71,-0.85,4.2,-32.868,-1.1264,-33.9187,-2.1771,1.4951,1.0,1.0
20,A_to_B_zero_shot,0.71,-0.85,4.2,-35.052,-1.1333,-36.2471,-2.3283,1.6943,1.0,1.0
21,A_to_B_zero_shot,0.71,-0.85,4.2,-37.4765,-1.2295,-38.7196,-2.4726,1.7609,1.0,1.0
22,A_to_B_zero_shot,0.71,-0.85,4.2,-40.3337,-1.6141,-41.0369,-2.3173,0.9968,1.0,1.0
23,A_to_B_zero_shot,0.71,-0.85,4.2,-42.3026,-1.2657,-43.4557,-2.4188,1.6187,1.0,1.0
24,A_to_B_zero_shot,0.71,-0.85,4.2,-44.8291,-1.3734,-45.9282,-2.4725,1.5492,1.0,1.0
25,A_to_B_zero_shot,0.71,-0.85,4.2,-47.6481,-1.7199,-48.1396,-2.2113,0.6932,1.0,1.0
26,A_to_B_zero_shot,0.71,-0.85,4.2,-49.3115,-1.172,-50.4836,-2.3441,1.6564,1.0,1.0
27,A_to_B_zero_shot,0.71,-0.85,4.2,-52.1167,-1.6331,-52.5776,-2.094,0.6505,1.0,1.0
28,A_to_B_zero_shot,0.71,-0.85,4.2,-53.6424,-1.0648,-54.8422,-2.2646,1.7036,1.0,1.0
29,A_to_B_zero_shot,0.71,-0.85,4.2,-56.3579,-1.5157,-56.9271,-2.085,0.806,1.0,1.0
30,A_to_B_zero_shot,0.71,-0.85,4.2,-58.1757,-1.2486,-58.9936,-2.0665,1.1548,1.0,1.0
31,A_to_B_zero_shot,0.71,-0.85,4.2,-60.0588,-1.0652,-61.2142,-2.2206,1.6268,1.0,1.0
32,A_to_B_zero_shot,0.71,-0.85,4.2,-62.5447,-1.3305,-63.4144,-2.2002,1.232,1.0,1.0
33,A_to_B_zero_shot,0.71,-0.85,4.2,-64.645,-1.2305,-65.6823,-2.2678,1.4684,1.0,1.0
34,A_to_B_zero_shot,0.71,-0.85,4.2,-67.1726,-1.4903,-67.7977,-2.1155,0.8785,1.0,1.0
35,A_to_B_zero_shot,0.71,-0.85,4.2,-69.228,-1.4303,-69.7311,-1.9334,0.7081,1.0,1.0
36,A_to_B_zero_shot,0.71,-0.85,4.2,-70.8756,-1.1445,-71.6606,-1.9295,1.1111,1.0,1.0
37,A_to_B_zero_shot,0.71,-0.85,4.2,-72.8491,-1.1885,-73.54,-1.8794,0.9827,1.0,1.0
38,A_to_B_zero_shot,0.71,-0.85,4.2,-74.6262,-1.0861,-75.4421,-1.9021,1.1669,1.0,1.0
39,A_to_B_zero_shot,0.71,-0.85,4.2,-76.3021,-0.86,-77.6065,-2.1644,1.8508,1.0,1.0
40,A_to_B_zero_shot,0.71,-0.85,4.2,-78.7083,-1.1018,-79.9462,-2.3396,1.752,1.0,1.0
1,A_to_C_zero_shot,0.12,0.51,15.7,0.6869,0.6869,0.4121,0.4121,0.3901,1.0,1.0
2,A_to_C_zero_shot,0.12,0.51,15.7,1.4332,1.0211,0.8566,0.4445,0.8227,1.0,1.0
3,A_to_C_zero_shot,0.12,0.51,15.7,1.8961,1.0394,1.2989,0.4423,0.8373,1.0,1.0
4,A_to_C_zero_shot,0.12,0.51,15.7,2.4486,1.1496,1.8083,0.5093,0.9029,1.0,1.0
5,A_to_C_zero_shot,0.12,0.51,15.7,2.7016,0.8934,2.1365,0.3282,0.8061,1.0,1.0
6,A_to_C_zero_shot,0.12,0.51,15.7,3.0092,0.8728,2.5262,0.3897,0.6818,1.0,1.0
7,A_to_C_zero_shot,0.12,0.51,15.7,3.3389,0.8127,2.8548,0.3286,0.6849,1.0,1.0
8,A_to_C_zero_shot,0.12,0.51,15.7,3.8983,1.0435,3.3468,0.492,0.7817,1.0,1.0
9,A_to_C_zero_shot,0.12,0.51,15.7,4.2982,0.9514,3.7169,0.3701,0.8265,1.0,1.0
10,A_to_C_zero_shot,0.12,0.51,15.7,4.7727,1.0558,4.1994,0.4825,0.8139,1.0,1.0
11,A_to_C_zero_shot,0.12,0.51,15.7,5.1202,0.9208,4.555,0.3557,0.806,1.0,1.0
12,A_to_C_zero_shot,0.12,0.51,15.7,5.5796,1.0245,5.0247,0.4696,0.7736,1.0,1.0
13,A_to_C_zero_shot,0.12,0.51,15.7,5.8957,0.871,5.3557,0.331,0.7646,1.0,1.0
14,A_to_C_zero_shot,0.12,0.51,15.7,6.2501,0.8944,5.7573,0.4016,0.6869,1.0,1.0
15,A_to_C_zero_shot,0.12,0.51,15.7,6.909,1.1517,6.2845,0.5272,0.8821,1.0,1.0
16,A_to_C_zero_shot,0.12,0.51,15.7,7.5306,1.2461,6.8171,0.5326,1.0107,1.0,1.0
17,A_to_C_zero_shot,0.12,0.51,15.7,7.82,1.0029,7.2015,0.3844,0.8806,1.0,1.0
18,A_to_C_zero_shot,0.12,0.51,15.7,8.1411,0.9396,7.6084,0.4069,0.7482,1.0,1.0
19,A_to_C_zero_shot,0.12,0.51,15.7,8.6434,1.035,8.0634,0.455,0.8159,1.0,1.0
20,A_to_C_zero_shot,0.12,0.51,15.7,9.228,1.1646,8.5765,0.5131,0.9202,1.0,1.0
21,A_to_C_zero_shot,0.12,0.51,15.7,9.8073,1.2308,9.1057,0.5291,0.9941,1.0,1.0
22,A_to_C_zero_shot,0.12,0.51,15.7,10.3225,1.2168,9.6199,0.5142,1.0003,1.0,1.0
23,A_to_C_zero_shot,0.12,0.51,15.7,10.7102,1.0903,10.0643,0.4444,0.9171,1.0,1.0
24,A_to_C_zero_shot,0.12,0.51,15.7,11.1984,1.1342,10.5634,0.4992,0.8866,1.0,1.0
25,A_to_C_zero_shot,0.12,0.51,15.7,11.5024,0.939,10.9232,0.3597,0.8293,1.0,1.0
26,A_to_C_zero_shot,0.12,0.51,15.7,11.7961,0.8729,11.3001,0.377,0.6984,1.0,1.0
27,A_to_C_zero_shot,0.12,0.51,15.7,12.4038,1.1037,11.8085,0.5084,0.8496,1.0,1.0
28,A_to_C_zero_shot,0.12,0.51,15.7,12.9202,1.1116,12.2681,0.4596,0.9262,1.0,1.0
29,A_to_C_zero_shot,0.12,0.51,15.7,13.4744,1.2063,12.8044,0.5363,0.9405,1.0,1.0
30,A_to_C_zero_shot,0.12,0.51,15.7,14.0452,1.2408,13.3301,0.5257,1.0148,1.0,1.0
31,A_to_C_zero_shot,0.12,0.51,15.7,14.5591,1.229,13.853,0.523,0.9985,1.0,1.0
32,A_to_C_zero_shot,0.12,0.51,15.7,14.9107,1.0577,14.2742,0.4212,0.9021,1.0,1.0
33,A_to_C_zero_shot,0.12,0.51,15.7,15.1986,0.9244,14.657,0.3828,0.7678,1.0,1.0
34,A_to_C_zero_shot,0.12,0.51,15.7,15.7761,1.1191,15.1723,0.5153,0.8538,1.0,1.0
35,A_to_C_zero_shot,0.12,0.51,15.7,16.3563,1.184,15.6725,0.5002,0.9682,1.0,1.0
36,A_to_C_zero_shot,0.12,0.51,15.7,16.8896,1.2171,16.1987,0.5262,0.9742,1.0,1.0
37,A_to_C_zero_shot,0.12,0.51,15.7,17.4688,1.2701,16.746,0.5474,1.0268,1.0,1.0
38,A_to_C_zero_shot,0.12,0.51,15.7,17.9309,1.1849,17.2336,0.4876,0.9802,1.0,1.0
39,A_to_C_zero_shot,0.12,0.51,15.7,18.4229,1.1893,17.7483,0.5146,0.9611,1.0,1.0
40,A_to_C_zero_shot,0.12,0.51,15.7,18.656,0.9078,18.083,0.3347,0.8038,1.0,1.0
1,A_to_B_prime_adapt,0.71,-0.85,4.2,0.4503,0.4503,-0.4503,-0.4503,1.2736,0.6,1.0
2,A_to_B_prime_adapt,0.71,-0.85,4.2,-0.1136,0.3367,-1.503,-1.0527,1.9649,0.28,1.0
3,A_to_B_prime_adapt,0.71,-0.85,4.2,-1.6557,-0.1527,-3.024,-1.521,1.9341,0.024,1.0
4,A_to_B_prime_adapt,0.71,-0.85,4.2,-3.8377,-0.8137,-4.6288,-1.6048,1.1194,-0.1808,1.0
5,A_to_B_prime_adapt,0.71,-0.85,4.2,-5.4853,-0.8565,-6.3239,-1.6951,1.1853,-0.3446,1.0
6,A_to_B_prime_adapt,0.71,-0.85,4.2,-7.0645,-0.7405,-8.2787,-1.9547,1.7175,-0.4757,1.0
7,A_to_B_prime_adapt,0.71,-0.85,4.2,-9.4408,-1.1621,-10.2245,-1.9459,1.1073,-0.5806,-1.0
8,A_to_B_prime_adapt,0.71,-0.85,4.2,-12.7327,-2.5082,-12.2852,-2.0607,0.633,-0.6645,-1.0
9,A_to_B_prime_adapt,0.71,-0.85,4.2,-14.8058,-2.5206,-14.4028,-2.1176,0.5722,-0.7316,-1.0
10,A_to_B_prime_adapt,0.71,-0.85,4.2,-16.9142,-2.5114,-16.562,-2.1592,0.4982,-0.7853,-1.0
11,A_to_B_prime_adapt,0.71,-0.85,4.2,-19.0808,-2.5188,-18.7754,-2.2134,0.4332,-0.8282,-1.0
12,A_to_B_prime_adapt,0.71,-0.85,4.2,-21.3361,-2.5607,-21.07,-2.2946,0.376,-0.8626,-1.0
13,A_to_B_prime_adapt,0.71,-0.85,4.2,-23.6699,-2.5999,-23.4353,-2.3653,0.3309,-0.89,-1.0
14,A_to_B_prime_adapt,0.71,-0.85,4.2,-25.9391,-2.5038,-25.7334,-2.2982,0.2917,-0.912,-1.0
15,A_to_B_prime_adapt,0.71,-0.85,4.2,-28.3088,-2.5754,-28.1389,-2.4055,0.2393,-0.9296,-1.0
16,A_to_B_prime_adapt,0.71,-0.85,4.2,-30.4625,-2.3236,-30.3113,-2.1724,0.212,-0.9437,-1.0
