step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.8025,0.8025,0.8025,0.8025,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,2.2991,1.4966,2.2991,1.4966,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,4.1383,1.8392,4.1383,1.8392,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,6.5843,2.446,6.5843,2.446,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,9.1755,2.5912,9.1755,2.5912,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,12.2314,3.0559,12.2314,3.0559,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,15.7039,3.4725,15.7039,3.4725,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,19.409,3.7051,19.409,3.7051,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,23.5059,4.0969,23.5059,4.0969,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,27.9502,4.4443,27.9502,4.4443,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,32.4897,4.5395,32.4897,4.5395,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,36.9411,4.4513,36.9411,4.4513,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,41.6015,4.6604,41.6015,4.6604,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,46.2239,4.6224,46.2239,4.6224,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,50.9319,4.708,50.9319,4.708,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,55.5453,4.6134,55.5453,4.6134,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,60.1808,4.6355,60.1808,4.6355,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,65.0556,4.8748,65.0556,4.8748,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,69.8486,4.7929,69.8486,4.7929,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,74.5779,4.7293,74.5779,4.7293,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,79.2135,4.6356,79.2135,4.6356,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,84.0203,4.8068,84.0203,4.8068,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,88.9629,4.9426,88.9629,4.9426,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,93.7867,4.8237,93.7867,4.8237,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,98.6946,4.9079,98.6946,4.9079,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,103.6802,4.9856,103.6802,4.9856,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,108.74,5.0598,108.74,5.0598,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,113.6456,4.9056,113.6456,4.9056,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,118.4303,4.7847,118.4303,4.7847,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,123.0663,4.636,123.0663,4.636,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,127.8753,4.8089,127.8753,4.8089,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,132.7763,4.9011,132.7763,4.9011,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,137.9138,5.1374,137.9138,5.1374,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,142.8746,4.9608,142.8746,4.9608,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,147.9944,5.1199,147.9944,5.1199,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,153.0915,5.0971,153.0915,5.0971,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,158.2784,5.1869,158.2784,5.1869,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,163.5996,5.3212,163.5996,5.3212,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,169.0557,5.4561,169.0557,5.4561,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,174.5817,5.526,174.5817,5.526,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.4883,0.4883,-0.4883,-0.4883,1.3779,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.4369,0.0514,-1.3161,-0.8278,1.2462,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-1.6021,-0.286,-2.3462,-1.0302,1.0653,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-2.6673,-0.321,-3.6631,-1.3169,1.4128,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-4.2613,-0.5982,-5.1589,-1.4957,1.2649,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-5.6686,-0.5097,-7.0273,-1.8684,1.9148,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-7.859,-0.8317,-9.1665,-2.1392,1.8526,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-10.4586,-1.2921,-11.2757,-2.1092,1.157,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-12.5767,-1.3009,-13.3285,-2.0527,1.0597,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-14.3279,-0.9994,-15.5929,-2.2644,1.7877,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-17.0211,-1.4282,-17.7652,-2.1723,1.0613,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-18.9709,-1.2057,-20.0134,-2.2482,1.4674,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-21.4512,-1.4377,-22.1504,-2.137,1.004,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-23.2137,-1.0633,-24.4849,-2.3345,1.8033,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-25.906,-1.4212,-26.7755,-2.2906,1.2374,1.0,1.0
16,A_to_B_zero_shot,0.71,-0.85,4.2,-28.2414,-1.4659,-28.9516,-2.1761,1.0075,1.0,1.0
17,A_to_B_zero_shot,0.71,-0.85,4.2,-30.256,-1.3044,-31.1073,-2.1557,1.215,1.0,1.0
18,A_to_B_zero_shot,0.71,-0.85,4.2,-32.2188,-1.1115,-33.4233,-2.316,1.702,1.0,1.0
19,A_to_B_zero_shot,0.71,-0.85,4.2,-35.0046,-1.5813,-35.5244,-2.1011,0.7312,1.0,1.0
20,A_to_B_zero_shot,0.71,-0.85,4.2,-36.6439,-1.1194,-37.7458,-2.2214,1.5528,1.0,1.0
21,A_to_B_zero_shot,0.71,-0.85,4.2,-39.2688,-1.523,-39.7548,-2.009,0.6899,1.0,1.0
22,A_to_B_zero_shot,0.71,-0.85,4.2,-41.0971,-1.3423,-41.6068,-1.852,0.7192,1.0,1.0
23,A_to_B_zero_shot,0.71,-0.85,4.2,-42.5322,-0.9254,-43.626,-2.0192,1.5462,1.0,1.0
24,A_to_B_zero_shot,0.71,-0.85,4.2,-44.9405,-1.3145,-45.5221,-1.8961,0.8146,1.0,1.0
25,A_to_B_zero_shot,0.71,-0.85,4.2,-46.6679,-1.1458,-47.3911,-1.869,1.0162,1.0,1.0
26,A_to_B_zero_shot,0.71,-0.85,4.2,-48.2964,-0.9054,-49.4574,-2.0663,1.6399,1.0,1.0
27,A_to_B_zero_shot,0.71,-0.85,4.2,-50.8446,-1.3872,-51.3556,-1.8982,0.7207,1.0,1.0
28,A_to_B_zero_shot,0.71,-0.85,4.2,-52.456,-1.1003,-53.2735,-1.9178,1.1533,1.0,1.0
29,A_to_B_zero_shot,0.71,-0.85,4.2,-54.4701,-1.1967,-55.1262,-1.8527,0.9239,1.0,1.0
