step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.5647,0.5647,0.5647,0.5647,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.8769,1.3122,1.8769,1.3122,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.7924,1.9155,3.7924,1.9155,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,6.1695,2.3771,6.1695,2.3771,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,8.7915,2.6221,8.7915,2.6221,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,11.762,2.9705,11.762,2.9705,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,15.0317,3.2697,15.0317,3.2697,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,18.7512,3.7195,18.7512,3.7195,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,22.5962,3.845,22.5962,3.845,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,26.5714,3.9752,26.5714,3.9752,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,30.5471,3.9757,30.5471,3.9757,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,34.6935,4.1464,34.6935,4.1464,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,38.8457,4.1522,38.8457,4.1522,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,43.3013,4.4556,43.3013,4.4556,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,47.7188,4.4175,47.7188,4.4175,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,52.4498,4.731,52.4498,4.731,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,57.0971,4.6472,57.0971,4.6472,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,61.7697,4.6726,61.7697,4.6726,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,66.395,4.6254,66.395,4.6254,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,71.3151,4.92,71.3151,4.92,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,76.469,5.154,76.469,5.154,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,81.6451,5.1761,81.6451,5.1761,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,86.9011,5.2561,86.9011,5.2561,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,91.9874,5.0863,91.9874,5.0863,0.0056,1.0,1.0
25,A_to_A,0.88,0.85,9.8,96.9881,5.0007,96.9881,5.0007,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,101.8408,4.8527,101.8408,4.8527,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,106.638,4.7972,106.638,4.7972,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,111.5161,4.8781,111.5161,4.8781,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,116.4994,4.9833,116.4994,4.9833,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,121.5493,5.0499,121.5493,5.0499,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,126.7277,5.1783,126.7277,5.1783,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,131.7988,5.0712,131.7988,5.0712,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,136.9797,5.1809,136.9797,5.1809,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,142.0235,5.0438,142.0235,5.0438,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,147.2236,5.2002,147.2236,5.2002,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,152.6096,5.386,152.6096,5.386,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,157.8918,5.2822,157.8918,5.2822,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,163.0927,5.2009,163.0927,5.2009,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,168.3324,5.2397,168.3324,5.2397,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,173.5799,5.2475,173.5799,5.2475,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.459,0.459,-0.459,-0.459,1.2966,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.2783,0.1807,-1.3695,-0.9105,1.5394,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-1.6307,-0.2612,-2.5561,-1.1866,1.3145,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-3.1166,-0.5605,-3.8822,-1.3261,1.0699,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-4.4324,-0.5502,-5.4404,-1.5583,1.4321,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-6.0011,-0.5607,-7.3574,-1.9169,1.9232,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-8.5657,-1.2083,-9.197,-1.8396,0.8911,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-10.1996,-1.0026,-11.1195,-1.9224,1.297,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-12.143,-1.0235,-13.1526,-2.0332,1.4224,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-14.3779,-1.2253,-15.16,-2.0074,1.1109,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-16.2907,-1.1307,-17.2211,-2.0611,1.3125,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-18.5494,-1.3283,-19.17,-1.9489,0.8818,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-20.3079,-1.1379,-21.1307,-1.9608,1.169,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-22.254,-1.1233,-23.1251,-1.9943,1.2364,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-24.2773,-1.1522,-25.1439,-2.0188,1.2279,1.0,1.0
16,A_to_B_zero_shot,0.71,-0.85,4.2,-26.2706,-1.1267,-27.2272,-2.0833,1.3511,1.0,1.0
17,A_to_B_zero_shot,0.71,-0.85,4.2,-28.3763,-1.1491,-29.3905,-2.1633,1.4286,1.0,1.0
18,A_to_B_zero_shot,0.71,-0.85,4.2,-30.7182,-1.3277,-31.5024,-2.1119,1.1028,1.0,1.0
19,A_to_B_zero_shot,0.71,-0.85,4.2,-32.5427,-1.0403,-33.82,-2.3176,1.8055,1.0,1.0
20,A_to_B_zero_shot,0.71,-0.85,4.2,-35.1772,-1.3572,-36.1479,-2.3279,1.3711,1.0,1.0
21,A_to_B_zero_shot,0.71,-0.85,4.2,-37.5517,-1.4038,-38.4454,-2.2975,1.2713,1.0,1.0
22,A_to_B_zero_shot,0.71,-0.85,4.2,-39.7559,-1.3104,-40.788,-2.3426,1.4565,1.0,1.0
23,A_to_B_zero_shot,0.71,-0.85,4.2,-42.1363,-1.3482,-43.1646,-2.3765,1.4528,1.0,1.0
24,A_to_B_zero_shot,0.71,-0.85,4.2,-44.622,-1.4574,-45.4858,-2.3212,1.2164,1.0,1.0
25,A_to_B_zero_shot,0.71,-0.85,4.2,-46.8778,-1.392,-47.7846,-2.2988,1.2883,1.0,1.0
26,A_to_B_zero_shot,0.71,-0.85,4.2,-49.2028,-1.4182,-50.0215,-2.2369,1.1586,1.0,1.0
27,A_to_B_zero_shot,0.71,-0.85,4.2,-51.3833,-1.3618,-52.2164,-2.1949,1.1715,1.0,1.0
28,A_to_B_zero_shot,0.71,-0.85,4.2,-53.557,-1.3406,-54.3656,-2.1492,1.1407,1.0,1.0
29,A_to_B_zero_shot,0.71,-0.85,4.2,-55.5877,-1.2221,-56.5607,-2.1951,1.3773,1.0,1.0
30,A_to_B_zero_shot,0.71,-0.85,4.2,-57.7853,-1.2246,-58.8263,-2.2656,1.4858,1.0,1.0
31,A_to_B_zero_shot,0.71,-0.85,4.2,-60.0977,-1.2713,-61.1574,-2.331,1.4986,1.0,1.0
32,A_to_B_zero_shot,0.71,-0.85,4.2,-62.7089,-1.5515,-63.3123,-2.1549,0.8522,1.0,1.0
33,A_to_B_zero_shot,0.71,-0.85,4.2,-64.6227,-1.3104,-65.4281,-2.1159,1.1344,1.0,1.0
34,A_to_B_zero_shot,0.71,-0.85,4.2,-66.6449,-1.2167,-67.5756,-2.1475,1.3182,1.0,1.0
35,A_to_B_zero_shot,0.71,-0.85,4.2,-68.7737,-1.1981,-69.7921,-2.2164,1.44,1.0,1.0
36,A_to_B_zero_shot,0.71,-0.85,4.2,-71.1448,-1.3527,-71.9634,-2.1714,1.1501,1.0,1.0
37,A_to_B_zero_shot,0.71,-0.85,4.2,-73.0886,-1.1251,-74.2908,-2.3274,1.7051,1.0,1.0
38,A_to_B_zero_shot,0.71,-0.85,4.2,-75.9082,-1.6174,-76.374,-2.0832,0.647,1.0,1.0
39,A_to_B_zero_shot,0.71,-0.85,4.2,-77.5368,-1.1627,-78.5236,-2.1495,1.4001,1.0,1.0
40,A_to_B_zero_shot,0.71,-0.85,4.2,-79.5887,-1.0651,-80.8762,-2.3526,1.8296,1.0,1.0
1,A_to_C_zero_shot,0.12,0.51,15.7,0.709,0.709,0.4254,0.4254,0.3966,1.0,1.0
2,A_to_C_zero_shot,0.12,0.51,15.7,1.4423,1.0169,0.862,0.4366,0.8298,1.0,1.0
3,A_to_C_zero_shot,0.12,0.51,15.7,1.9668,1.1048,1.3468,0.4848,0.8778,1.0,1.0
4,A_to_C_zero_shot,0.12,0.51,15.7,2.5534,1.2067,1.873,0.5262,0.9645,1.0,1.0
5,A_to_C_zero_shot,0.12,0.51,15.7,3.1261,1.2531,2.4101,0.5372,1.011,1.0,1.0
6,A_to_C_zero_shot,0.12,0.51,15.7,3.4344,1.0242,2.8055,0.3954,0.8908,1.0,1.0
7,A_to_C_zero_shot,0.12,0.51,15.7,3.9655,1.1599,3.3402,0.5347,0.8859,1.0,1.0
8,A_to_C_zero_shot,0.12,0.51,15.7,4.3689,1.0288,3.7393,0.3991,0.8986,1.0,1.0
9,A_to_C_zero_shot,0.12,0.51,15.7,4.9166,1.1773,4.2828,0.5435,0.8897,1.0,1.0
10,A_to_C_zero_shot,0.12,0.51,15.7,5.4013,1.1185,4.7322,0.4493,0.9566,1.0,1.0
11,A_to_C_zero_shot,0.12,0.51,15.7,5.5561,0.824,5.0432,0.3111,0.7212,1.0,1.0
12,A_to_C_zero_shot,0.12,0.51,15.7,5.8064,0.7632,5.3742,0.331,0.6144,1.0,1.0
13,A_to_C_zero_shot,0.12,0.51,15.7,6.1269,0.7527,5.6908,0.3166,0.6093,1.0,1.0
14,A_to_C_zero_shot,0.12,0.51,15.7,6.7055,1.0148,6.1705,0.4797,0.7538,1.0,1.0
15,A_to_C_zero_shot,0.12,0.51,15.7,7.1562,0.9857,6.5662,0.3957,0.8368,1.0,1.0
16,A_to_C_zero_shot,0.12,0.51,15.7,7.6455,1.0793,7.0523,0.4861,0.8439,1.0,1.0
17,A_to_C_zero_shot,0.12,0.51,15.7,7.9955,0.9432,7.4199,0.3676,0.8245,1.0,1.0
18,A_to_C_zero_shot,0.12,0.51,15.7,8.3125,0.8926,7.8055,0.3856,0.708,1.0,1.0
19,A_to_C_zero_shot,0.12,0.51,15.7,8.6317,0.8263,8.1439,0.3384,0.6872,1.0,1.0
20,A_to_C_zero_shot,0.12,0.51,15.7,9.2473,1.1034,8.6679,0.524,0.8185,1.0,1.0
21,A_to_C_zero_shot,0.12,0.51,15.7,9.8048,1.1369,9.1362,0.4684,0.937,1.0,1.0
22,A_to_C_zero_shot,0.12,0.51,15.7,10.3025,1.1663,9.6449,0.5087,0.935,1.0,1.0
23,A_to_C_zero_shot,0.12,0.51,15.7,10.8333,1.1884,10.1504,0.5055,0.9697,1.0,1.0
24,A_to_C_zero_shot,0.12,0.51,15.7,11.166,1.0156,10.5535,0.4031,0.869,1.0,1.0
25,A_to_C_zero_shot,0.12,0.51,15.7,11.699,1.1455,11.0763,0.5228,0.8804,1.0,1.0
26,A_to_C_zero_shot,0.12,0.51,15.7,12.1514,1.0751,11.5081,0.4317,0.9122,1.0,1.0
27,A_to_C_zero_shot,0.12,0.51,15.7,12.4429,0.9349,11.8928,0.3848,0.7753,1.0,1.0
28,A_to_C_zero_shot,0.12,0.51,15.7,12.7088,0.8159,12.2254,0.3326,0.6795,1.0,1.0
29,A_to_C_zero_shot,0.12,0.51,15.7,13.2271,1.0017,12.6907,0.4653,0.7655,1.0,1.0
30,A_to_C_zero_shot,0.12,0.51,15.7,13.7666,1.0758,13.1464,0.4557,0.8739,1.0,1.0
31,A_to_C_zero_shot,0.12,0.51,15.7,14.003,0.8566,13.4744,0.3281,0.7498,1.0,1.0
32,A_to_C_zero_shot,0.12,0.51,15.7,14.5897,1.1153,14.0098,0.5353,0.8272,1.0,1.0
33,A_to_C_zero_shot,0.12,0.51,15.7,15.108,1.0982,14.4503,0.4405,0.9325,1.0,1.0
34,A_to_C_zero_shot,0.12,0.51,15.7,15.3826,0.9323,14.83,0.3796,0.7811,1.0,1.0
35,A_to_C_zero_shot,0.12,0.51,15.7,15.713,0.883,15.2049,0.3749,0.7167,1.0,1.0
36,A_to_C_zero_shot,0.12,0.51,15.7,16.2381,1.0333,15.6719,0.467,0.7964,1.0,1.0
37,A_to_C_zero_shot,0.12,0.51,15.7,16.5314,0.8595,15.997,0.3252,0.752,1.0,1.0
38,A_to_C_zero_shot,0.12,0.51,15.7,16.7873,0.7903,16.3385,0.3415,0.6276,1.0,1.0
39,A_to_C_zero_shot,0.12,0.51,15.7,17.1338,0.7953,16.6764,0.3379,0.6422,1.0,1.0
40,A_to_C_zero_shot,0.12,0.51,15.7,17.6,0.9236,17.0927,0.4163,0.7204,1.0,1.0
1,A_to_B_prime_adapt,0.71,-0.85,4.2,0.829,0.829,-0.829,-0.829,2.3458,0.6,1.0
2,A_to_B_prime_adapt,0.71,-0.85,4.2,-0.9157,-0.0867,-2.0606,-1.2315,1.6201,0.28,1.0
3,A_to_B_prime_adapt,0.71,-0.85,4.2,-2.4546,-0.394,-3.6246,-1.5641,1.6543,0.024,1.0
4,A_to_B_prime_adapt,0.71,-0.85,4.2,-4.2268,-0.6022,-5.5093,-1.8847,1.8154,-0.1808,1.0
5,A_to_B_prime_adapt,0.71,-0.85,4.2,-6.7338,-1.2245,-7.2815,-1.7722,0.7745,-0.3446,1.0
6,A_to_B_prime_adapt,0.71,-0.85,4.2,-8.1643,-0.8829,-9.2163,-1.9349,1.4878,-0.4757,1.0
7,A_to_B_prime_adapt,0.71,-0.85,4.2,-10.1753,-0.959,-11.3339,-2.1175,1.6362,-0.5806,-1.0
8,A_to_B_prime_adapt,0.71,-0.85,4.2,-14.1,-2.7661,-13.5918,-2.2579,0.7202,-0.6645,-1.0
9,A_to_B_prime_adapt,0.71,-0.85,4.2,-16.3622,-2.7704,-15.9014,-2.3096,0.6523,-0.7316,-1.0
10,A_to_B_prime_adapt,0.71,-0.85,4.2,-18.7128,-2.8114,-18.312,-2.4106,0.5673,-0.7853,-1.0
11,A_to_B_prime_adapt,0.71,-0.85,4.2,-21.0064,-2.6944,-20.6508,-2.3388,0.503,-0.8282,-1.0
12,A_to_B_prime_adapt,0.71,-0.85,4.2,-23.3441,-2.6933,-23.0507,-2.3999,0.415,-0.8626,-1.0
13,A_to_B_prime_adapt,0.71,-0.85,4.2,-25.5492,-2.4986,-25.2932,-2.2426,0.363,-0.89,-1.0
14,A_to_B_prime_adapt,0.71,-0.85,4.2,-27.817,-2.5237,-27.6136,-2.3203,0.2884,-0.912,-1.0
15,A_to_B_prime_adapt,0.71,-0.85,4.2,-30.1106,-2.497,-29.9317,-2.3181,0.2553,-0.9296,-1.0
16,A_to_B_prime_adapt,0.71,-0.85,4.2,-32.3206,-2.3889,-32.1686,-2.2369,0.2151,-0.9437,-1.0
17,A_to_B_prime_adapt,0.71,-0.85,4.2,-34.565,-2.3964,-34.4403,-2.2717,0.1762,-0.955,-1.0
