step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.4704,0.4704,0.4704,0.4704,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.709,1.2386,1.709,1.2386,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.3392,1.6302,3.3392,1.6302,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.4786,2.1394,5.4786,2.1394,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.9151,2.4365,7.9151,2.4365,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.8146,2.8995,10.8146,2.8995,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,13.8415,3.0269,13.8415,3.0269,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,17.0823,3.2408,17.0823,3.2408,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,20.4699,3.3876,20.4699,3.3876,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,23.9397,3.4697,23.9397,3.4697,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,27.6523,3.7127,27.6523,3.7127,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,31.6214,3.9691,31.6214,3.9691,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,35.5916,3.9701,35.5916,3.9701,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,39.5971,4.0056,39.5971,4.0056,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,43.9627,4.3656,43.9627,4.3656,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,48.4158,4.4531,48.4158,4.4531,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,53.0177,4.6019,53.0177,4.6019,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,57.5399,4.5221,57.5399,4.5221,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,62.1947,4.6548,62.1947,4.6548,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,66.7562,4.5615,66.7562,4.5615,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,71.567,4.8109,71.567,4.8109,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,76.418,4.8509,76.418,4.8509,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,81.2045,4.7866,81.2045,4.7866,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,85.8852,4.6807,85.8852,4.6807,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,90.7769,4.8917,90.7769,4.8917,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,95.5186,4.7416,95.5186,4.7416,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,100.4308,4.9123,100.4308,4.9123,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,105.2181,4.7873,105.2181,4.7873,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,110.0601,4.842,110.0601,4.842,0.005,1.0,1.0
