step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.6678,0.6678,0.6678,0.6678,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.7681,1.1003,1.7681,1.1003,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.5071,1.7389,3.5071,1.7389,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.5304,2.0233,5.5304,2.0233,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.9572,2.4268,7.9572,2.4268,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.9228,2.9656,10.9228,2.9656,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,14.381,3.4582,14.381,3.4582,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,18.1056,3.7246,18.1056,3.7246,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,21.9705,3.8648,21.9705,3.8648,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,25.9907,4.0202,25.9907,4.0202,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,30.2449,4.2543,30.2449,4.2543,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,34.74,4.4951,34.74,4.4951,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,39.5382,4.7982,39.5382,4.7982,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,44.2044,4.6662,44.2044,4.6662,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,48.7375,4.533,48.7375,4.533,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,53.2802,4.5428,53.2802,4.5428,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,57.8585,4.5782,57.8585,4.5782,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,62.5456,4.6872,62.5456,4.6872,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,67.2806,4.735,67.2806,4.735,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,72.2312,4.9505,72.2312,4.9505,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,77.0792,4.848,77.0792,4.848,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,81.7861,4.7069,81.7861,4.7069,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,86.5642,4.7781,86.5642,4.7781,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,91.4207,4.8565,91.4207,4.8565,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,96.4828,5.0621,96.4828,5.0621,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,101.5215,5.0387,101.5215,5.0387,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,106.6361,5.1146,106.6361,5.1146,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,111.603,4.9669,111.603,4.9669,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,116.4696,4.8666,116.4696,4.8666,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,121.3613,4.8917,121.3613,4.8917,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,126.267,4.9057,126.267,4.9057,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,131.2714,5.0043,131.2714,5.0043,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,136.1761,4.9047,136.1761,4.9047,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,140.9873,4.8112,140.9873,4.8112,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,145.9218,4.9346,145.9218,4.9346,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,150.8933,4.9715,150.8933,4.9715,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,155.8409,4.9476,155.8409,4.9476,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,160.9227,5.0818,160.9227,5.0818,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,165.9606,5.0379,165.9606,5.0379,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,171.0094,5.0488,171.0094,5.0488,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.6727,0.6727,-0.6727,-0.6727,1.8949,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.5535,0.1192,-1.8615,-1.1888,1.8562,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-2.3801,-0.5185,-3.2332,-1.3716,1.1956,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-3.7942,-0.561,-4.8531,-1.6199,1.4958,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-5.5977,-0.7446,-6.6841,-1.831,1.5418,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-7.6743,-0.9902,-8.6053,-1.9211,1.3188,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-9.7004,-1.0951,-10.5647,-1.9595,1.2166,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-11.6352,-1.0704,-12.6099,-2.0452,1.3817,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-13.7765,-1.1665,-14.6952,-2.0853,1.302,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-15.6936,-0.9984,-17.0124,-2.3172,1.8698,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-18.4502,-1.4377,-19.2591,-2.2467,1.1444,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-20.5837,-1.3245,-21.5068,-2.2477,1.3056,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-23.0383,-1.5315,-23.5492,-2.0424,0.7245,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-24.7285,-1.1793,-25.6172,-2.0681,1.2582,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-26.5902,-0.973,-27.9325,-2.3152,1.8927,1.0,1.0
16,A_to_B_zero_shot,0.71,-0.85,4.2,-29.3593,-1.4269,-30.1868,-2.2543,1.1707,1.0,1.0
17,A_to_B_zero_shot,0.71,-0.85,4.2,-31.5326,-1.3458,-32.4253,-2.2385,1.2549,1.0,1.0
18,A_to_B_zero_shot,0.71,-0.85,4.2,-33.5886,-1.1633,-34.8213,-2.396,1.7459,1.0,1.0
19,A_to_B_zero_shot,0.71,-0.85,4.2,-36.2082,-1.3869,-37.2441,-2.4227,1.4585,1.0,1.0
20,A_to_B_zero_shot,0.71,-0.85,4.2,-38.5645,-1.3205,-39.7758,-2.5317,1.7163,1.0,1.0
21,A_to_B_zero_shot,0.71,-0.85,4.2,-41.5134,-1.7376,-42.0636,-2.2878,0.7786,1.0,1.0
22,A_to_B_zero_shot,0.71,-0.85,4.2,-43.3598,-1.2963,-44.4049,-2.3413,1.4848,1.0,1.0
23,A_to_B_zero_shot,0.71,-0.85,4.2,-45.7671,-1.3623,-46.7653,-2.3604,1.4037,1.0,1.0
24,A_to_B_zero_shot,0.71,-0.85,4.2,-48.214,-1.4486,-49.0698,-2.3045,1.2054,1.0,1.0
25,A_to_B_zero_shot,0.71,-0.85,4.2,-50.3295,-1.2597,-51.4742,-2.4044,1.624,1.0,1.0
26,A_to_B_zero_shot,0.71,-0.85,4.2,-52.8001,-1.3259,-53.9713,-2.4971,1.6552,1.0,1.0
27,A_to_B_zero_shot,0.71,-0.85,4.2,-55.4385,-1.4672,-56.4745,-2.5032,1.4663,1.0,1.0
28,A_to_B_zero_shot,0.71,-0.85,4.2,-57.8643,-1.3898,-59.0649,-2.5904,1.6969,1.0,1.0
29,A_to_B_zero_shot,0.71,-0.85,4.2,-60.5935,-1.5286,-61.6549,-2.5901,1.5148,1.0,1.0
30,A_to_B_zero_shot,0.71,-0.85,4.2,-63.3879,-1.7329,-64.0402,-2.3853,0.9193,1.0,1.0
31,A_to_B_zero_shot,0.71,-0.85,4.2,-65.4295,-1.3893,-66.4435,-2.4033,1.4383,1.0,1.0
32,A_to_B_zero_shot,0.71,-0.85,4.2,-67.7426,-1.2991,-68.9657,-2.5222,1.7349,1.0,1.0
33,A_to_B_zero_shot,0.71,-0.85,4.2,-70.6786,-1.7129,-71.263,-2.2973,0.8253,1.0,1.0
34,A_to_B_zero_shot,0.71,-0.85,4.2,-72.7769,-1.5139,-73.4018,-2.1388,0.8854,1.0,1.0
35,A_to_B_zero_shot,0.71,-0.85,4.2,-74.7707,-1.3689,-75.4337,-2.0318,0.9541,1.0,1.0
36,A_to_B_zero_shot,0.71,-0.85,4.2,-76.4195,-0.9858,-77.6785,-2.2448,1.7919,1.0,1.0
37,A_to_B_zero_shot,0.71,-0.85,4.2,-79.0318,-1.3533,-79.8944,-2.2159,1.2196,1.0,1.0
38,A_to_B_zero_shot,0.71,-0.85,4.2,-81.1973,-1.303,-82.1147,-2.2203,1.2897,1.0,1.0
39,A_to_B_zero_shot,0.71,-0.85,4.2,-83.4636,-1.3489,-84.2961,-2.1814,1.1741,1.0,1.0
40,A_to_B_zero_shot,0.71,-0.85,4.2,-85.6778,-1.3816,-86.383,-2.0868,0.9918,1.0,1.0
1,A_to_C_zero_shot,0.12,0.51,15.7,0.5798,0.5798,0.3479,0.3479,0.3231,1.0,1.0
2,A_to_C_zero_shot,0.12,0.51,15.7,1.1681,0.8202,0.6981,0.3502,0.6597,1.0,1.0
3,A_to_C_zero_shot,0.12,0.51,15.7,1.6904,0.9923,1.1506,0.4525,0.7706,1.0,1.0
4,A_to_C_zero_shot,0.12,0.51,15.7,2.251,1.1004,1.6262,0.4756,0.8764,1.0,1.0
5,A_to_C_zero_shot,0.12,0.51,15.7,2.4996,0.8734,1.9562,0.33,0.7666,1.0,1.0
6,A_to_C_zero_shot,0.12,0.51,15.7,2.6951,0.7389,2.2649,0.3087,0.6093,1.0,1.0
7,A_to_C_zero_shot,0.12,0.51,15.7,3.0698,0.8049,2.6219,0.357,0.6253,1.0,1.0
8,A_to_C_zero_shot,0.12,0.51,15.7,3.6283,1.0064,3.0801,0.4582,0.7776,1.0,1.0
9,A_to_C_zero_shot,0.12,0.51,15.7,4.0283,0.9483,3.4621,0.382,0.7988,1.0,1.0
10,A_to_C_zero_shot,0.12,0.51,15.7,4.439,0.9769,3.8924,0.4303,0.7674,1.0,1.0
11,A_to_C_zero_shot,0.12,0.51,15.7,4.808,0.9157,4.2662,0.3739,0.762,1.0,1.0
12,A_to_C_zero_shot,0.12,0.51,15.7,5.329,1.0628,4.7513,0.4851,0.8185,1.0,1.0
13,A_to_C_zero_shot,0.12,0.51,15.7,5.8084,1.057,5.1876,0.4363,0.8725,1.0,1.0
14,A_to_C_zero_shot,0.12,0.51,15.7,6.2005,1.0129,5.6174,0.4297,0.8266,1.0,1.0
15,A_to_C_zero_shot,0.12,0.51,15.7,6.7136,1.0963,6.0998,0.4824,0.8664,1.0,1.0
16,A_to_C_zero_shot,0.12,0.51,15.7,7.1215,1.0218,6.516,0.4162,0.8475,1.0,1.0
17,A_to_C_zero_shot,0.12,0.51,15.7,7.6446,1.1285,7.0233,0.5073,0.8938,1.0,1.0
18,A_to_C_zero_shot,0.12,0.51,15.7,8.201,1.1777,7.523,0.4996,0.9555,1.0,1.0
19,A_to_C_zero_shot,0.12,0.51,15.7,8.4155,0.8925,7.8546,0.3317,0.7986,1.0,1.0
20,A_to_C_zero_shot,0.12,0.51,15.7,8.5784,0.7238,8.1536,0.299,0.593,1.0,1.0
21,A_to_C_zero_shot,0.12,0.51,15.7,8.9809,0.8273,8.528,0.3744,0.6369,1.0,1.0
22,A_to_C_zero_shot,0.12,0.51,15.7,9.5419,1.0139,8.9836,0.4556,0.797,1.0,1.0
23,A_to_C_zero_shot,0.12,0.51,15.7,9.9294,0.9459,9.3652,0.3817,0.7991,1.0,1.0
24,A_to_C_zero_shot,0.12,0.51,15.7,10.1666,0.8014,9.6904,0.3251,0.6764,1.0,1.0
25,A_to_C_zero_shot,0.12,0.51,15.7,10.7375,1.0471,10.186,0.4956,0.7832,1.0,1.0
26,A_to_C_zero_shot,0.12,0.51,15.7,11.3637,1.1777,10.6904,0.5044,0.9508,1.0,1.0
27,A_to_C_zero_shot,0.12,0.51,15.7,11.9635,1.2731,11.2485,0.5581,1.0136,1.0,1.0
28,A_to_C_zero_shot,0.12,0.51,15.7,12.3513,1.1028,11.6825,0.434,0.9519,1.0,1.0
29,A_to_C_zero_shot,0.12,0.51,15.7,12.9037,1.2212,12.2381,0.5557,0.9419,1.0,1.0
30,A_to_C_zero_shot,0.12,0.51,15.7,13.2377,0.9996,12.6112,0.373,0.8854,1.0,1.0
31,A_to_C_zero_shot,0.12,0.51,15.7,13.7248,1.1136,13.1272,0.516,0.8398,1.0,1.0
32,A_to_C_zero_shot,0.12,0.51,15.7,14.3504,1.2232,13.6506,0.5234,0.987,1.0,1.0
33,A_to_C_zero_shot,0.12,0.51,15.7,14.8609,1.2103,14.1632,0.5126,0.9909,1.0,1.0
34,A_to_C_zero_shot,0.12,0.51,15.7,15.0596,0.8964,14.4919,0.3287,0.8016,1.0,1.0
35,A_to_C_zero_shot,0.12,0.51,15.7,15.5003,1.0084,14.9629,0.471,0.7662,1.0,1.0
36,A_to_C_zero_shot,0.12,0.51,15.7,16.1677,1.2048,15.4936,0.5307,0.9553,1.0,1.0
37,A_to_C_zero_shot,0.12,0.51,15.7,16.5544,1.0608,15.9135,0.4199,0.9039,1.0,1.0
38,A_to_C_zero_shot,0.12,0.51,15.7,16.7751,0.8616,16.2592,0.3456,0.7279,1.0,1.0
39,A_to_C_zero_shot,0.12,0.51,15.7,17.2459,0.9867,16.7102,0.451,0.7714,1.0,1.0
40,A_to_C_zero_shot,0.12,0.51,15.7,17.5453,0.8351,17.0272,0.3171,0.7169,1.0,1.0
1,A_to_B_prime_adapt,0.71,-0.85,4.2,0.8164,0.8164,-0.8164,-0.8164,2.3083,0.6,1.0
2,A_to_B_prime_adapt,0.71,-0.85,4.2,-0.941,-0.1245,-1.99,-1.1736,1.4835,0.28,1.0
3,A_to_B_prime_adapt,0.71,-0.85,4.2,-2.3521,-0.3621,-3.4938,-1.5038,1.6143,0.024,1.0
4,A_to_B_prime_adapt,0.71,-0.85,4.2,-4.0243,-0.5305,-5.3544,-1.8606,1.8815,-0.1808,1.0
5,A_to_B_prime_adapt,0.71,-0.85,4.2,-6.2664,-0.9121,-7.4007,-2.0463,1.6028,-0.3446,1.0
6,A_to_B_prime_adapt,0.71,-0.85,4.2,-8.3573,-0.9567,-9.6976,-2.2969,1.8944,-0.4757,1.0
7,A_to_B_prime_adapt,0.71,-0.85,4.2,-11.2194,-1.5219,-11.8278,-2.1302,0.8612,-0.5806,-1.0
8,A_to_B_prime_adapt,0.71,-0.85,4.2,-14.3578,-2.53,-13.9112,-2.0834,0.6299,-0.6645,-1.0
9,A_to_B_prime_adapt,0.71,-0.85,4.2,-16.4243,-2.5131,-16.0529,-2.1417,0.5246,-0.7316,-1.0
10,A_to_B_prime_adapt,0.71,-0.85,4.2,-18.5071,-2.4542,-18.1824,-2.1296,0.4593,-0.7853,-1.0
11,A_to_B_prime_adapt,0.71,-0.85,4.2,-20.4588,-2.2763,-20.1843,-2.0018,0.3888,-0.8282,-1.0
12,A_to_B_prime_adapt,0.71,-0.85,4.2,-22.5194,-2.3351,-22.3,-2.1157,0.31,-0.8626,-1.0
13,A_to_B_prime_adapt,0.71,-0.85,4.2,-24.6666,-2.3666,-24.4694,-2.1694,0.2806,-0.89,-1.0
14,A_to_B_prime_adapt,0.71,-0.85,4.2,-26.7597,-2.2903,-26.5877,-2.1184,0.2429,-0.912,-1.0
15,A_to_B_prime_adapt,0.71,-0.85,4.2,-28.8194,-2.2317,-28.6766,-2.0889,0.2022,-0.9296,-1.0
16,A_to_B_prime_adapt,0.71,-0.85,4.2,-30.8366,-2.16,-30.7169,-2.0403,0.1694,-0.9437,-1.0
17,A_to_B_prime_adapt,0.71,-0.85,4.2,-33.0936,-2.3767,-32.9942,-2.2773,0.1412,-0.955,-1.0
18,A_to_B_prime_adapt,0.71,-0.85,4.2,-35.4008,-2.4066,-35.3064,-2.3122,0.1337,-0.964,-1.0
19,A_to_B_prime_adapt,0.71,-0.85,4.2,-37.6078,-2.3014,-37.5263,-2.2199,0.1162,-0.9712,-1.0
20,A_to_B_prime_adapt,0.71,-0.85,4.2,-39.6121,-2.0858,-39.5456,-2.0193,0.0963,-0.9769,-1.0
21,A_to_B_prime_adapt,0.71,-0.85,4.2,-41.7099,-2.1643,-41.6585,-2.1129,0.0719,-0.9816,-1.0
22,A_to_B_prime_adapt,0.71,-0.85,4.2,-43.7122,-2.0538,-43.6665,-2.008,0.0651,-0.9852,-1.0
23,A_to_B_prime_adapt,0.71,-0.85,4.2,-45.6233,-1.9569,-45.5863,-1.9199,0.0509,-0.9882,-1.0
24,A_to_B_prime_adapt,0.71,-0.85,4.2,-47.6035,-2.0172,-47.5734,-1.9871,0.0435,-0.9906,-1.0
25,A_to_B_prime_adapt,0.71,-0.85,4.2,-49.7661,-2.1927,-49.7396,-2.1662,0.0379,-0.9924,-1.0
26,A_to_B_prime_adapt,0.71,-0.85,4.2,-52.101,-2.3614,-52.0765,-2.3369,0.0343,-0.994,-1.0
27,A_to_B_prime_adapt,0.71,-0.85,4.2,-54.4302,-2.3538,-54.4077,-2.3313,0.0308,-0.9952,-1.0
28,A_to_B_prime_adapt,0.71,-0.85,4.2,-56.8853,-2.4775,-56.8662,-2.4584,0.0276,-0.9961,-1.0
29,A_to_B_prime_adapt,0.71,-0.85,4.2,-59.2204,-2.3542,-59.2032,-2.3371,0.0263,-0.9969,-1.0
30,A_to_B_prime_adapt,0.71,-0.85,4.2,-61.3517,-2.1485,-61.3379,-2.1346,0.021,-0.9975,-1.0
31,A_to_B_prime_adapt,0.71,-0.85,4.2,-63.3346,-1.9967,-63.3239,-1.986,0.015,-0.998,-1.0
32,A_to_B_prime_adapt,0.71,-0.85,4.2,-65.2907,-1.9668,-65.2822,-1.9583,0.0112,-0.9984,-1.0
33,A_to_B_prime_adapt,0.71,-0.85,4.2,-67.3807,-2.0986,-67.3736,-2.0914,0.0108,-0.9987,-1.0
34,A_to_B_prime_adapt,0.71,-0.85,4.2,-69.6756,-2.302,-69.6691,-2.2955,0.0086,-0.999,-1.0
35,A_to_B_prime_adapt,0.71,-0.85,4.2,-71.9933,-2.3242,-71.9873,-2.3182,0.0076,-0.9992,-1.0
36,A_to_B_prime_adapt,0.71,-0.85,4.2,-74.0686,-2.0813,-74.0634,-2.0761,0.0066,-0.9994,-1.0
37,A_to_B_prime_adapt,0.71,-0.85,4.2,-76.0335,-1.9702,-76.0296,-1.9662,0.0049,-0.9995,-1.0
38,A_to_B_prime_adapt,0.71,-0.85,4.2,-77.895,-1.8654,-77.8918,-1.8622,0.0031,-0.9996,-1.0
39,A_to_B_prime_adapt,0.71,-0.85,4.2,-79.9122,-2.0204,-79.9097,-2.0179,0.0023,-0.9997,-1.0
40,A_to_B_prime_adapt,0.71,-0.85,4.2,-81.9393,-2.0297,-81.937,-2.0273,0.0036,-0.9997,-1.0
