step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.6968,0.6968,0.6968,0.6968,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.8298,1.133,1.8298,1.133,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.5648,1.735,3.5648,1.735,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.5536,1.9888,5.5536,1.9888,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.9081,2.3545,7.9081,2.3545,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.6198,2.7117,10.6198,2.7117,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,13.4423,2.8226,13.4423,2.8226,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,16.5828,3.1405,16.5828,3.1405,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,19.8651,3.2823,19.8651,3.2823,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,23.1813,3.3162,23.1813,3.3162,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,26.867,3.6857,26.867,3.6857,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,30.6015,3.7345,30.6015,3.7345,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,34.7197,4.1182,34.7197,4.1182,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,38.8098,4.0901,38.8098,4.0901,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,43.1942,4.3845,43.1942,4.3845,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,47.7877,4.5935,47.7877,4.5935,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,52.4829,4.6952,52.4829,4.6952,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,57.2742,4.7914,57.2742,4.7914,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,62.2681,4.9939,62.2681,4.9939,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,67.3331,5.065,67.3331,5.065,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,72.5147,5.1816,72.5147,5.1816,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,77.6226,5.1078,77.6226,5.1078,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,82.5764,4.9538,82.5764,4.9538,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,87.4789,4.9025,87.4789,4.9025,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,92.4882,5.0094,92.4882,5.0094,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,97.4105,4.9223,97.4105,4.9223,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,102.2806,4.8701,102.2806,4.8701,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,107.2501,4.9695,107.2501,4.9695,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,112.121,4.8709,112.121,4.8709,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,116.9937,4.8727,116.9937,4.8727,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,122.1272,5.1335,122.1272,5.1335,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,127.3607,5.2334,127.3607,5.2334,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,132.7493,5.3886,132.7493,5.3886,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,137.93,5.1807,137.93,5.1807,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,143.048,5.118,143.048,5.118,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,148.3776,5.3296,148.3776,5.3296,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,153.8651,5.4875,153.8651,5.4875,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,159.2873,5.4222,159.2873,5.4222,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,164.8725,5.5852,164.8725,5.5852,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,170.3173,5.4448,170.3173,5.4448,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.6636,0.6636,-0.6636,-0.6636,1.8764,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.441,0.2226,-1.9413,-1.2777,2.1284,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-2.4709,-0.5296,-3.4432,-1.5019,1.3783,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-4.1234,-0.6801,-5.1511,-1.7079,1.4705,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-6.1905,-1.0393,-6.8274,-1.6763,0.9031,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-7.6108,-0.7834,-8.7092,-1.8818,1.554,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-9.6036,-0.8944,-10.8069,-2.0977,1.7002,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-12.0657,-1.2588,-12.8835,-2.0766,1.1573,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-13.8625,-0.979,-15.2062,-2.3227,1.8872,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-16.4594,-1.2532,-17.6462,-2.44,1.676,1.0,1.0
