step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.4302,0.4302,0.4302,0.4302,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.5245,1.0942,1.5245,1.0942,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,2.9713,1.4469,2.9713,1.4469,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,4.9915,2.0202,4.9915,2.0202,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.257,2.2654,7.257,2.2654,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,9.7336,2.4766,9.7336,2.4766,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,12.5657,2.8321,12.5657,2.8321,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,15.9064,3.3407,15.9064,3.3407,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,19.3108,3.4044,19.3108,3.4044,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,22.9029,3.5921,22.9029,3.5921,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,26.5733,3.6704,26.5733,3.6704,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,30.6342,4.0609,30.6342,4.0609,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,34.7222,4.088,34.7222,4.088,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,38.9772,4.2551,38.9772,4.2551,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,43.552,4.5748,43.552,4.5748,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,48.0895,4.5375,48.0895,4.5375,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,52.8629,4.7734,52.8629,4.7734,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,57.8009,4.938,57.8009,4.938,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,62.9404,5.1395,62.9404,5.1395,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,68.2267,5.2863,68.2267,5.2863,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,73.6139,5.3871,73.6139,5.3871,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,78.8727,5.2588,78.8727,5.2588,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,83.9431,5.0704,83.9431,5.0704,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,88.9984,5.0553,88.9984,5.0553,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,94.1469,5.1485,94.1469,5.1485,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,99.5176,5.3707,99.5176,5.3707,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,105.091,5.5735,105.091,5.5735,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,110.4956,5.4046,110.4956,5.4046,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,115.9417,5.4461,115.9417,5.4461,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,121.199,5.2573,121.199,5.2573,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,126.3324,5.1334,126.3324,5.1334,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,131.5703,5.2379,131.5703,5.2379,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,136.6453,5.075,136.6453,5.075,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,141.8123,5.167,141.8123,5.167,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,147.2057,5.3934,147.2057,5.3934,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,152.7171,5.5114,152.7171,5.5114,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,158.1811,5.464,158.1811,5.464,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,163.4646,5.2835,163.4646,5.2835,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,168.5812,5.1165,168.5812,5.1165,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,173.5912,5.01,173.5912,5.01,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.5675,0.5675,-0.5675,-0.5675,1.6028,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.4397,0.1278,-1.5975,-1.0301,1.6279,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-1.8673,-0.2697,-2.9656,-1.3681,1.5542,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-3.5862,-0.6206,-4.5202,-1.5546,1.3169,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-5.2028,-0.6826,-6.3094,-1.7892,1.564,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-7.4112,-1.1019,-8.0523,-1.7429,0.9055,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-9.1024,-1.0501,-9.7734,-1.7211,0.9477,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-10.4493,-0.676,-11.8339,-2.0606,1.9505,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-12.896,-1.0621,-14.0481,-2.2142,1.6291,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-15.153,-1.1049,-16.4639,-2.4157,1.8624,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-18.0165,-1.5526,-18.7522,-2.2884,1.0453,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-20.2209,-1.4687,-20.922,-2.1698,0.9919,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-22.3316,-1.4096,-22.9624,-2.0404,0.8946,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-23.9653,-1.0029,-25.2038,-2.2414,1.7523,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-26.73,-1.5262,-27.2415,-2.0376,0.7207,1.0,1.0
