step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.5405,0.5405,0.5405,0.5405,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.5852,1.0446,1.5852,1.0446,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,2.9602,1.375,2.9602,1.375,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,4.6453,1.685,4.6453,1.685,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,6.6853,2.04,6.6853,2.04,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,9.1711,2.4858,9.1711,2.4858,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,11.841,2.6699,11.841,2.6699,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,14.7052,2.8642,14.7052,2.8642,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,18.0112,3.3059,18.0112,3.3059,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,21.5188,3.5077,21.5188,3.5077,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,25.3283,3.8094,25.3283,3.8094,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,29.2126,3.8844,29.2126,3.8844,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,33.3853,4.1726,33.3853,4.1726,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,37.5204,4.1351,37.5204,4.1351,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,41.9035,4.3831,41.9035,4.3831,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,46.5581,4.6546,46.5581,4.6546,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,51.3962,4.838,51.3962,4.838,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,56.3897,4.9936,56.3897,4.9936,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,61.5534,5.1637,61.5534,5.1637,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,66.5479,4.9945,66.5479,4.9945,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,71.7547,5.2067,71.7547,5.2067,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,77.0278,5.2731,77.0278,5.2731,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,82.1003,5.0725,82.1003,5.0725,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,87.114,5.0137,87.114,5.0137,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,92.1273,5.0132,92.1273,5.0132,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,97.1575,5.0302,97.1575,5.0302,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,102.0457,4.8883,102.0457,4.8883,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,107.0327,4.987,107.0327,4.987,0.005,1.0,1.0
