step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.6674,0.6674,0.6674,0.6674,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.7975,1.1302,1.7975,1.1302,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.4941,1.6966,3.4941,1.6966,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,5.4914,1.9973,5.4914,1.9973,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,7.9509,2.4596,7.9509,2.4596,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,10.951,3.0001,10.951,3.0001,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,14.2405,3.2896,14.2405,3.2896,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,17.8305,3.59,17.8305,3.59,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,21.5427,3.7122,21.5427,3.7122,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,25.2568,3.7141,25.2568,3.7141,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,29.2084,3.9516,29.2084,3.9516,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,33.4707,4.2622,33.4707,4.2622,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,38.0408,4.5702,38.0408,4.5702,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,42.5374,4.4966,42.5374,4.4966,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,46.9432,4.4058,46.9432,4.4058,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,51.336,4.3928,51.336,4.3928,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,56.0077,4.6717,56.0077,4.6717,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,60.6805,4.6728,60.6805,4.6728,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,65.3207,4.6402,65.3207,4.6402,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,70.0521,4.7314,70.0521,4.7314,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,74.7701,4.718,74.7701,4.718,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,79.3937,4.6236,79.3937,4.6236,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,83.9014,4.5078,83.9014,4.5078,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,88.5311,4.6297,88.5311,4.6297,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,93.0829,4.5517,93.0829,4.5517,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,97.6479,4.5651,97.6479,4.5651,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,102.1147,4.4667,102.1147,4.4667,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,106.5524,4.4377,106.5524,4.4377,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,111.1604,4.608,111.1604,4.608,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,115.7926,4.6322,115.7926,4.6322,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,120.523,4.7304,120.523,4.7304,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,125.1407,4.6176,125.1407,4.6176,0.005,1.0,1.0
