step,condition,true_friction,true_effective_thrust,true_gravity,pred_x,pred_v,actual_x,actual_v,error_E_t,alignment_lambda,learned_polarity
1,A_to_A,0.88,0.85,9.8,0.5986,0.5986,0.5986,0.5986,0.005,1.0,1.0
2,A_to_A,0.88,0.85,9.8,1.6255,1.0269,1.6255,1.0269,0.005,1.0,1.0
3,A_to_A,0.88,0.85,9.8,3.0498,1.4243,3.0498,1.4243,0.005,1.0,1.0
4,A_to_A,0.88,0.85,9.8,4.732,1.6822,4.732,1.6822,0.005,1.0,1.0
5,A_to_A,0.88,0.85,9.8,6.7039,1.9719,6.7039,1.9719,0.005,1.0,1.0
6,A_to_A,0.88,0.85,9.8,9.1589,2.455,9.1589,2.455,0.005,1.0,1.0
7,A_to_A,0.88,0.85,9.8,11.9052,2.7462,11.9052,2.7462,0.005,1.0,1.0
8,A_to_A,0.88,0.85,9.8,14.8855,2.9803,14.8855,2.9803,0.005,1.0,1.0
9,A_to_A,0.88,0.85,9.8,17.9644,3.0789,17.9644,3.0789,0.005,1.0,1.0
10,A_to_A,0.88,0.85,9.8,21.1464,3.1821,21.1464,3.1821,0.005,1.0,1.0
11,A_to_A,0.88,0.85,9.8,24.4014,3.255,24.4014,3.255,0.005,1.0,1.0
12,A_to_A,0.88,0.85,9.8,27.7366,3.3352,27.7366,3.3352,0.005,1.0,1.0
13,A_to_A,0.88,0.85,9.8,31.3623,3.6257,31.3623,3.6257,0.005,1.0,1.0
14,A_to_A,0.88,0.85,9.8,35.1419,3.7796,35.1419,3.7796,0.005,1.0,1.0
15,A_to_A,0.88,0.85,9.8,39.0958,3.9539,39.0958,3.9539,0.005,1.0,1.0
16,A_to_A,0.88,0.85,9.8,43.1101,4.0142,43.1101,4.0142,0.005,1.0,1.0
17,A_to_A,0.88,0.85,9.8,47.173,4.0629,47.173,4.0629,0.005,1.0,1.0
18,A_to_A,0.88,0.85,9.8,51.5204,4.3475,51.5204,4.3475,0.005,1.0,1.0
19,A_to_A,0.88,0.85,9.8,55.9567,4.4362,55.9567,4.4362,0.005,1.0,1.0
20,A_to_A,0.88,0.85,9.8,60.5988,4.6421,60.5988,4.6421,0.005,1.0,1.0
21,A_to_A,0.88,0.85,9.8,65.3866,4.7878,65.3866,4.7878,0.005,1.0,1.0
22,A_to_A,0.88,0.85,9.8,70.2928,4.9062,70.2928,4.9062,0.005,1.0,1.0
23,A_to_A,0.88,0.85,9.8,75.286,4.9932,75.286,4.9932,0.005,1.0,1.0
24,A_to_A,0.88,0.85,9.8,80.2987,5.0127,80.2987,5.0127,0.005,1.0,1.0
25,A_to_A,0.88,0.85,9.8,85.4723,5.1736,85.4723,5.1736,0.005,1.0,1.0
26,A_to_A,0.88,0.85,9.8,90.7984,5.3261,90.7984,5.3261,0.005,1.0,1.0
27,A_to_A,0.88,0.85,9.8,96.2671,5.4687,96.2671,5.4687,0.005,1.0,1.0
28,A_to_A,0.88,0.85,9.8,101.5995,5.3323,101.5995,5.3323,0.005,1.0,1.0
29,A_to_A,0.88,0.85,9.8,106.7231,5.1236,106.7231,5.1236,0.005,1.0,1.0
30,A_to_A,0.88,0.85,9.8,111.8878,5.1647,111.8878,5.1647,0.005,1.0,1.0
31,A_to_A,0.88,0.85,9.8,117.2804,5.3926,117.2804,5.3926,0.005,1.0,1.0
32,A_to_A,0.88,0.85,9.8,122.4983,5.2179,122.4983,5.2179,0.005,1.0,1.0
33,A_to_A,0.88,0.85,9.8,127.6597,5.1613,127.6597,5.1613,0.005,1.0,1.0
34,A_to_A,0.88,0.85,9.8,132.6518,4.9922,132.6518,4.9922,0.005,1.0,1.0
35,A_to_A,0.88,0.85,9.8,137.654,5.0022,137.654,5.0022,0.005,1.0,1.0
36,A_to_A,0.88,0.85,9.8,142.533,4.879,142.533,4.879,0.005,1.0,1.0
37,A_to_A,0.88,0.85,9.8,147.3278,4.7948,147.3278,4.7948,0.005,1.0,1.0
38,A_to_A,0.88,0.85,9.8,152.2356,4.9078,152.2356,4.9078,0.005,1.0,1.0
39,A_to_A,0.88,0.85,9.8,157.1043,4.8687,157.1043,4.8687,0.005,1.0,1.0
40,A_to_A,0.88,0.85,9.8,161.8165,4.7123,161.8165,4.7123,0.005,1.0,1.0
1,A_to_B_zero_shot,0.71,-0.85,4.2,0.5414,0.5414,-0.5414,-0.5414,1.5287,1.0,1.0
2,A_to_B_zero_shot,0.71,-0.85,4.2,-0.511,0.0304,-1.4327,-0.8913,1.297,1.0,1.0
3,A_to_B_zero_shot,0.71,-0.85,4.2,-1.4347,-0.0021,-2.8478,-1.4151,2.0003,1.0,1.0
4,A_to_B_zero_shot,0.71,-0.85,4.2,-3.2596,-0.4119,-4.6858,-1.8381,2.0135,1.0,1.0
5,A_to_B_zero_shot,0.71,-0.85,4.2,-5.7668,-1.0809,-6.5275,-1.8416,1.0813,1.0,1.0
6,A_to_B_zero_shot,0.71,-0.85,4.2,-7.3555,-0.828,-8.6276,-2.1002,1.8014,1.0,1.0
7,A_to_B_zero_shot,0.71,-0.85,4.2,-9.7959,-1.1683,-10.7986,-2.171,1.4125,1.0,1.0
8,A_to_B_zero_shot,0.71,-0.85,4.2,-12.1633,-1.3647,-12.8858,-2.0872,1.02,1.0,1.0
9,A_to_B_zero_shot,0.71,-0.85,4.2,-14.17,-1.2843,-14.9201,-2.0343,1.0556,1.0,1.0
10,A_to_B_zero_shot,0.71,-0.85,4.2,-15.8846,-0.9645,-17.1902,-2.2701,1.85,1.0,1.0
11,A_to_B_zero_shot,0.71,-0.85,4.2,-18.732,-1.5417,-19.2579,-2.0677,0.7436,1.0,1.0
12,A_to_B_zero_shot,0.71,-0.85,4.2,-20.3731,-1.1152,-21.4303,-2.1724,1.5071,1.0,1.0
13,A_to_B_zero_shot,0.71,-0.85,4.2,-22.8854,-1.4551,-23.4293,-1.999,0.7624,1.0,1.0
14,A_to_B_zero_shot,0.71,-0.85,4.2,-24.3759,-0.9466,-25.6612,-2.2319,1.8203,1.0,1.0
15,A_to_B_zero_shot,0.71,-0.85,4.2,-27.1645,-1.5033,-27.7067,-2.0454,0.7738,1.0,1.0
16,A_to_B_zero_shot,0.71,-0.85,4.2,-28.9632,-1.2566,-29.7023,-1.9957,1.0403,1.0,1.0
17,A_to_B_zero_shot,0.71,-0.85,4.2,-30.8068,-1.1045,-31.7709,-2.0686,1.3652,1.0,1.0
