step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.6582,0.6582,0.005,schema_A
2,Epoch_A1,9.8,2.0301,2.0301,0.0042,schema_A
3,Epoch_A1,9.8,3.7838,3.7838,0.0056,schema_A
4,Epoch_A1,9.8,6.0697,6.0697,0.0049,schema_A
5,Epoch_A1,9.8,8.8272,8.8272,0.0054,schema_A
6,Epoch_A1,9.8,11.8346,11.8346,0.0048,schema_A
7,Epoch_A1,9.8,15.2109,15.2109,0.0043,schema_A
8,Epoch_A1,9.8,18.7619,18.7619,0.0046,schema_A
9,Epoch_A1,9.8,22.7178,22.7178,0.0058,schema_A
10,Epoch_A1,9.8,26.7832,26.7832,0.0051,schema_A
11,Epoch_A1,9.8,30.7964,30.7964,0.0049,schema_A
12,Epoch_A1,9.8,34.8528,34.8528,0.0049,schema_A
13,Epoch_A1,9.8,38.9855,38.9855,0.0052,schema_A
14,Epoch_A1,9.8,43.0786,43.0786,0.0052,schema_A
15,Epoch_A1,9.8,47.4651,47.4651,0.0053,schema_A
16,Epoch_A1,9.8,51.7829,51.7829,0.0051,schema_A
17,Epoch_A1,9.8,56.3941,56.3941,0.0041,schema_A
18,Epoch_A1,9.8,61.2903,61.2903,0.0047,schema_A
19,Epoch_A1,9.8,66.2344,66.2344,0.0046,schema_A
20,Epoch_A1,9.8,71.1227,71.1227,0.0053,schema_A
21,Epoch_A1,9.8,76.1021,76.1021,0.0056,schema_A
22,Epoch_A1,9.8,81.2306,81.2306,0.0049,schema_A
23,Epoch_A1,9.8,86.5465,86.5465,0.0054,schema_A
24,Epoch_A1,9.8,91.8825,91.8825,0.0043,schema_A
25,Epoch_A1,9.8,97.0448,97.0448,0.0043,schema_A
26,Epoch_A1,9.8,102.2006,102.2006,0.0057,schema_A
27,Epoch_A1,9.8,107.452,107.452,0.005,schema_A
28,Epoch_A1,9.8,112.5914,112.5914,0.0057,schema_A
29,Epoch_A1,9.8,117.873,117.873,0.005,schema_A
30,Epoch_A1,9.8,123.2286,123.2286,0.0049,schema_A
31,Epoch_A1,9.8,128.4067,128.4067,0.0053,schema_A
32,Epoch_A1,9.8,133.4433,133.4433,0.0049,schema_A
33,Epoch_A1,9.8,138.6797,138.6797,0.0049,schema_A
34,Epoch_A1,9.8,143.9109,143.9109,0.005,schema_A
35,Epoch_A1,9.8,149.2916,149.2916,0.0054,schema_A
36,Epoch_A1,9.8,154.5758,154.5758,0.0057,schema_A
37,Epoch_A1,9.8,159.8387,159.8387,0.0049,schema_A
38,Epoch_A1,9.8,165.0607,165.0607,0.0051,schema_A
39,Epoch_A1,9.8,170.3031,170.3031,0.0045,schema_A
40,Epoch_A1,9.8,175.4135,175.4135,0.0046,schema_A
1,Epoch_B,4.2,0.6824,-0.6824,1.9348,schema_A
2,Epoch_B,4.2,-0.8162,-1.6336,1.1621,schema_A
3,Epoch_B,4.2,-1.7822,-3.064,1.8183,schema_A
4,Epoch_B,4.2,-3.8487,-4.6539,1.1441,schema_A
5,Epoch_B,4.2,-5.5439,-6.4031,1.2197,schema_A
6,Epoch_B,4.2,-7.6382,-8.0715,0.617,schema_A
7,Epoch_B,4.2,-8.8559,-10.0568,1.7033,schema_A
8,Epoch_B,4.2,-11.2219,-12.1874,1.3703,schema_B
9,Epoch_B,4.2,-14.9806,-14.4693,0.7274,schema_B
10,Epoch_B,4.2,-17.0489,-16.5833,0.6643,schema_B
11,Epoch_B,4.2,-19.0697,-18.7028,0.5238,schema_B
12,Epoch_B,4.2,-21.0751,-20.7624,0.4482,schema_B
13,Epoch_B,4.2,-23.014,-22.7556,0.371,schema_B
14,Epoch_B,4.2,-25.0057,-24.793,0.3057,schema_B
15,Epoch_B,4.2,-27.1476,-26.9627,0.2668,schema_B
16,Epoch_B,4.2,-29.3888,-29.2214,0.2426,schema_B
17,Epoch_B,4.2,-31.6079,-31.4597,0.2149,schema_B
18,Epoch_B,4.2,-33.6405,-33.5157,0.1806,schema_B
19,Epoch_B,4.2,-35.9061,-35.8086,0.142,schema_B
20,Epoch_B,4.2,-38.2415,-38.149,0.1357,schema_B
21,Epoch_B,4.2,-40.7252,-40.6449,0.1185,schema_B
22,Epoch_B,4.2,-42.9764,-42.9036,0.1076,schema_B
23,Epoch_B,4.2,-45.158,-45.102,0.0842,schema_B
24,Epoch_B,4.2,-47.3653,-47.3189,0.0709,schema_B
25,Epoch_B,4.2,-49.5712,-49.5315,0.0605,schema_B
26,Epoch_B,4.2,-51.6239,-51.5902,0.0532,schema_B
27,Epoch_B,4.2,-53.691,-53.6643,0.0421,schema_B
28,Epoch_B,4.2,-55.9539,-55.931,0.0376,schema_B
29,Epoch_B,4.2,-58.2375,-58.2163,0.0357,schema_B
30,Epoch_B,4.2,-60.4342,-60.416,0.0308,schema_B
31,Epoch_B,4.2,-62.5962,-62.5813,0.0258,schema_B
32,Epoch_B,4.2,-64.8942,-64.8817,0.0225,schema_B
33,Epoch_B,4.2,-67.1085,-67.0972,0.0205,schema_B
34,Epoch_B,4.2,-69.1263,-69.1171,0.0185,schema_B
35,Epoch_B,4.2,-71.1208,-71.1137,0.0154,schema_B
36,Epoch_B,4.2,-73.1279,-73.1218,0.0135,schema_B
37,Epoch_B,4.2,-75.3049,-75.2998,0.0116,schema_B
38,Epoch_B,4.2,-77.6359,-77.6312,0.0118,schema_B
39,Epoch_B,4.2,-80.0739,-80.0696,0.0107,schema_B
40,Epoch_B,4.2,-82.2346,-82.2308,0.0106,schema_B
1,Epoch_A2,9.8,0.7409,0.7409,0,schema_A
2,Epoch_A2,9.8,1.8702,1.8702,0,schema_A
3,Epoch_A2,9.8,3.3369,3.3369,0,schema_A
4,Epoch_A2,9.8,5.2012,5.2012,0,schema_A
5,Epoch_A2,9.8,7.5221,7.5221,0,schema_A
6,Epoch_A2,9.8,10.1801,10.1801,0,schema_A
7,Epoch_A2,9.8,13.2648,13.2648,0,schema_A
8,Epoch_A2,9.8,16.7347,16.7347,0,schema_A
9,Epoch_A2,9.8,20.2984,20.2984,0,schema_A
10,Epoch_A2,9.8,24.019,24.019,0,schema_A
11,Epoch_A2,9.8,27.869,27.869,0,schema_A
12,Epoch_A2,9.8,32.0844,32.0844,0,schema_A
13,Epoch_A2,9.8,36.4062,36.4062,0,schema_A
14,Epoch_A2,9.8,40.7098,40.7098,0,schema_A
15,Epoch_A2,9.8,45.2907,45.2907,0,schema_A
16,Epoch_A2,9.8,49.8415,49.8415,0,schema_A
17,Epoch_A2,9.8,54.4848,54.4848,0,schema_A
18,Epoch_A2,9.8,59.3904,59.3904,0,schema_A
19,Epoch_A2,9.8,64.4771,64.4771,0,schema_A
20,Epoch_A2,9.8,69.6009,69.6009,0,schema_A
21,Epoch_A2,9.8,74.826,74.826,0,schema_A
22,Epoch_A2,9.8,80.2611,80.2611,0,schema_A
23,Epoch_A2,9.8,85.8728,85.8728,0,schema_A
24,Epoch_A2,9.8,91.6221,91.6221,0,schema_A
25,Epoch_A2,9.8,97.1962,97.1962,0,schema_A
26,Epoch_A2,9.8,102.6064,102.6064,0,schema_A
27,Epoch_A2,9.8,107.9845,107.9845,0,schema_A
28,Epoch_A2,9.8,113.5609,113.5609,0,schema_A
29,Epoch_A2,9.8,119.0181,119.0181,0,schema_A
30,Epoch_A2,9.8,124.4511,124.4511,0,schema_A
31,Epoch_A2,9.8,129.8015,129.8015,0,schema_A
32,Epoch_A2,9.8,135.1798,135.1798,0,schema_A
33,Epoch_A2,9.8,140.745,140.745,0,schema_A
34,Epoch_A2,9.8,146.0988,146.0988,0,schema_A
35,Epoch_A2,9.8,151.3907,151.3907,0,schema_A
36,Epoch_A2,9.8,156.5581,156.5581,0,schema_A
37,Epoch_A2,9.8,161.8645,161.8645,0,schema_A
38,Epoch_A2,9.8,167.2091,167.2091,0,schema_A
39,Epoch_A2,9.8,172.3394,172.3394,0,schema_A
40,Epoch_A2,9.8,177.3025,177.3025,0,schema_A
