step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.6678,0.6678,0.0044,schema_A
2,Epoch_A1,9.8,1.7681,1.7681,0.0053,schema_A
3,Epoch_A1,9.8,3.5071,3.5071,0.0053,schema_A
4,Epoch_A1,9.8,5.5304,5.5304,0.0043,schema_A
5,Epoch_A1,9.8,7.9572,7.9572,0.0048,schema_A
6,Epoch_A1,9.8,10.9228,10.9228,0.0053,schema_A
7,Epoch_A1,9.8,14.381,14.381,0.006,schema_A
8,Epoch_A1,9.8,18.1056,18.1056,0.0053,schema_A
9,Epoch_A1,9.8,21.9705,21.9705,0.0048,schema_A
10,Epoch_A1,9.8,25.9907,25.9907,0.0057,schema_A
11,Epoch_A1,9.8,30.2449,30.2449,0.0049,schema_A
12,Epoch_A1,9.8,34.74,34.74,0.0048,schema_A
13,Epoch_A1,9.8,39.5382,39.5382,0.0057,schema_A
14,Epoch_A1,9.8,44.2044,44.2044,0.0049,schema_A
15,Epoch_A1,9.8,48.7375,48.7375,0.0058,schema_A
16,Epoch_A1,9.8,53.2802,53.2802,0.0059,schema_A
17,Epoch_A1,9.8,57.8585,57.8585,0.0053,schema_A
18,Epoch_A1,9.8,62.5456,62.5456,0.0047,schema_A
19,Epoch_A1,9.8,67.2806,67.2806,0.0056,schema_A
20,Epoch_A1,9.8,72.2312,72.2312,0.0053,schema_A
21,Epoch_A1,9.8,77.0792,77.0792,0.0051,schema_A
22,Epoch_A1,9.8,81.7861,81.7861,0.0055,schema_A
23,Epoch_A1,9.8,86.5642,86.5642,0.0053,schema_A
24,Epoch_A1,9.8,91.4207,91.4207,0.0043,schema_A
25,Epoch_A1,9.8,96.4828,96.4828,0.0054,schema_A
26,Epoch_A1,9.8,101.5215,101.5215,0.0055,schema_A
27,Epoch_A1,9.8,106.6361,106.6361,0.0057,schema_A
28,Epoch_A1,9.8,111.603,111.603,0.0056,schema_A
29,Epoch_A1,9.8,116.4696,116.4696,0.0054,schema_A
30,Epoch_A1,9.8,121.3613,121.3613,0.0039,schema_A
31,Epoch_A1,9.8,126.267,126.267,0.005,schema_A
32,Epoch_A1,9.8,131.2714,131.2714,0.0054,schema_A
33,Epoch_A1,9.8,136.1761,136.1761,0.0054,schema_A
34,Epoch_A1,9.8,140.9873,140.9873,0.0054,schema_A
35,Epoch_A1,9.8,145.9218,145.9218,0.0054,schema_A
36,Epoch_A1,9.8,150.8933,150.8933,0.0042,schema_A
37,Epoch_A1,9.8,155.8409,155.8409,0.005,schema_A
38,Epoch_A1,9.8,160.9227,160.9227,0.005,schema_A
39,Epoch_A1,9.8,165.9606,165.9606,0.0049,schema_A
40,Epoch_A1,9.8,171.0094,171.0094,0.0052,schema_A
1,Epoch_B,4.2,0.6727,-0.6727,1.9069,schema_A
2,Epoch_B,4.2,-0.5535,-1.8615,1.8554,schema_A
3,Epoch_B,4.2,-2.4633,-3.2332,1.0927,schema_A
4,Epoch_B,4.2,-3.8902,-4.8531,1.3666,schema_A
5,Epoch_B,4.2,-5.7111,-6.6841,1.3816,schema_A
6,Epoch_B,4.2,-7.8025,-8.6053,1.1405,schema_A
