step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.6498,0.6498,0.0042,schema_A
2,Epoch_A1,9.8,2.0285,2.0285,0.0045,schema_A
3,Epoch_A1,9.8,4.0418,4.0418,0.0042,schema_A
4,Epoch_A1,9.8,6.4186,6.4186,0.0059,schema_A
5,Epoch_A1,9.8,9.0654,9.0654,0.0055,schema_A
6,Epoch_A1,9.8,11.8854,11.8854,0.0053,schema_A
7,Epoch_A1,9.8,14.9085,14.9085,0.0043,schema_A
8,Epoch_A1,9.8,18.3137,18.3137,0.0044,schema_A
9,Epoch_A1,9.8,21.772,21.772,0.0054,schema_A
10,Epoch_A1,9.8,25.4749,25.4749,0.0051,schema_A
11,Epoch_A1,9.8,29.515,29.515,0.0054,schema_A
12,Epoch_A1,9.8,33.7455,33.7455,0.0039,schema_A
13,Epoch_A1,9.8,38.1639,38.1639,0.0049,schema_A
14,Epoch_A1,9.8,42.5647,42.5647,0.0054,schema_A
15,Epoch_A1,9.8,47.0898,47.0898,0.0045,schema_A
16,Epoch_A1,9.8,51.6636,51.6636,0.0046,schema_A
17,Epoch_A1,9.8,56.2936,56.2936,0.005,schema_A
18,Epoch_A1,9.8,61.04,61.04,0.0059,schema_A
19,Epoch_A1,9.8,65.96,65.96,0.0052,schema_A
20,Epoch_A1,9.8,70.7644,70.7644,0.0046,schema_A
21,Epoch_A1,9.8,75.5374,75.5374,0.0057,schema_A
22,Epoch_A1,9.8,80.335,80.335,0.0045,schema_A
23,Epoch_A1,9.8,85.312,85.312,0.0045,schema_A
24,Epoch_A1,9.8,90.1551,90.1551,0.0058,schema_A
25,Epoch_A1,9.8,95.1569,95.1569,0.0055,schema_A
26,Epoch_A1,9.8,100.1798,100.1798,0.0049,schema_A
27,Epoch_A1,9.8,105.0805,105.0805,0.0049,schema_A
28,Epoch_A1,9.8,109.9441,109.9441,0.0054,schema_A
29,Epoch_A1,9.8,114.6781,114.6781,0.0049,schema_A
30,Epoch_A1,9.8,119.492,119.492,0.0052,schema_A
31,Epoch_A1,9.8,124.326,124.326,0.0052,schema_A
32,Epoch_A1,9.8,129.1364,129.1364,0.0062,schema_A
33,Epoch_A1,9.8,134.0204,134.0204,0.0057,schema_A
34,Epoch_A1,9.8,139.1537,139.1537,0.0045,schema_A
35,Epoch_A1,9.8,144.3551,144.3551,0.0051,schema_A
36,Epoch_A1,9.8,149.6692,149.6692,0.0049,schema_A
37,Epoch_A1,9.8,154.9135,154.9135,0.0046,schema_A
38,Epoch_A1,9.8,160.2688,160.2688,0.0058,schema_A
39,Epoch_A1,9.8,165.5517,165.5517,0.0047,schema_A
40,Epoch_A1,9.8,171.0226,171.0226,0.0053,schema_A
1,Epoch_B,4.2,0.6863,-0.6863,1.946,schema_A
2,Epoch_B,4.2,-0.8406,-1.623,1.1121,schema_A
3,Epoch_B,4.2,-1.9734,-2.8277,1.2118,schema_A
4,Epoch_B,4.2,-3.1825,-4.4728,1.8298,schema_A
5,Epoch_B,4.2,-5.3779,-6.2985,1.307,schema_A
6,Epoch_B,4.2,-7.3128,-8.3148,1.4215,schema_A
7,Epoch_B,4.2,-9.3818,-10.5947,1.7209,schema_B
8,Epoch_B,4.2,-13.6044,-13.0572,0.7798,schema_B
9,Epoch_B,4.2,-15.8896,-15.387,0.7163,schema_B
10,Epoch_B,4.2,-17.9332,-17.529,0.5753,schema_B
11,Epoch_B,4.2,-19.9883,-19.6723,0.4512,schema_B
12,Epoch_B,4.2,-22.001,-21.7322,0.3848,schema_B
13,Epoch_B,4.2,-24.1589,-23.9392,0.3155,schema_B
14,Epoch_B,4.2,-26.4435,-26.2433,0.2872,schema_B
15,Epoch_B,4.2,-28.8479,-28.6701,0.2558,schema_B
16,Epoch_B,4.2,-31.1736,-31.0144,0.2297,schema_B
17,Epoch_B,4.2,-33.4075,-33.2767,0.1893,schema_B
18,Epoch_B,4.2,-35.5819,-35.4746,0.1568,schema_B
19,Epoch_B,4.2,-37.6103,-37.5217,0.1293,schema_B
20,Epoch_B,4.2,-39.6004,-39.5302,0.105,schema_B
21,Epoch_B,4.2,-41.8575,-41.799,0.0881,schema_B
22,Epoch_B,4.2,-43.9836,-43.9274,0.0841,schema_B
23,Epoch_B,4.2,-46.282,-46.2371,0.0689,schema_B
24,Epoch_B,4.2,-48.6277,-48.5863,0.0634,schema_B
25,Epoch_B,4.2,-51.0353,-50.9995,0.0554,schema_B
26,Epoch_B,4.2,-53.2694,-53.2381,0.049,schema_B
27,Epoch_B,4.2,-55.5838,-55.5591,0.0394,schema_B
28,Epoch_B,4.2,-57.7732,-57.7514,0.0352,schema_B
29,Epoch_B,4.2,-60.1243,-60.1068,0.0298,schema_B
30,Epoch_B,4.2,-62.5834,-62.5675,0.027,schema_B
31,Epoch_B,4.2,-64.882,-64.8679,0.0244,schema_B
32,Epoch_B,4.2,-67.3489,-67.3377,0.0208,schema_B
33,Epoch_B,4.2,-69.9249,-69.9146,0.0191,schema_B
34,Epoch_B,4.2,-72.3048,-72.2957,0.0186,schema_B
35,Epoch_B,4.2,-74.7937,-74.7866,0.0157,schema_B
36,Epoch_B,4.2,-77.0014,-76.9951,0.0135,schema_B
37,Epoch_B,4.2,-79.1227,-79.1178,0.0121,schema_B
38,Epoch_B,4.2,-81.0696,-81.0656,0.0111,schema_B
39,Epoch_B,4.2,-82.9033,-82.9002,0.0101,schema_B
40,Epoch_B,4.2,-84.8859,-84.8835,0.0091,schema_B
1,Epoch_A2,9.8,0.7933,0.7933,0,schema_A
2,Epoch_A2,9.8,2.2762,2.2762,0,schema_A
3,Epoch_A2,9.8,4.0771,4.0771,0,schema_A
4,Epoch_A2,9.8,6.2833,6.2833,0,schema_A
5,Epoch_A2,9.8,8.9685,8.9685,0,schema_A
6,Epoch_A2,9.8,11.9822,11.9822,0,schema_A
7,Epoch_A2,9.8,15.3886,15.3886,0,schema_A
8,Epoch_A2,9.8,19.0064,19.0064,0,schema_A
9,Epoch_A2,9.8,22.6991,22.6991,0,schema_A
10,Epoch_A2,9.8,26.4676,26.4676,0,schema_A
11,Epoch_A2,9.8,30.6103,30.6103,0,schema_A
12,Epoch_A2,9.8,34.8382,34.8382,0,schema_A
13,Epoch_A2,9.8,39.055,39.055,0,schema_A
14,Epoch_A2,9.8,43.3039,43.3039,0,schema_A
15,Epoch_A2,9.8,47.7841,47.7841,0,schema_A
16,Epoch_A2,9.8,52.2517,52.2517,0,schema_A
17,Epoch_A2,9.8,56.707,56.707,0,schema_A
18,Epoch_A2,9.8,61.1003,61.1003,0,schema_A
19,Epoch_A2,9.8,65.4638,65.4638,0,schema_A
20,Epoch_A2,9.8,69.7557,69.7557,0,schema_A
21,Epoch_A2,9.8,74.0734,74.0734,0,schema_A
22,Epoch_A2,9.8,78.3579,78.3579,0,schema_A
23,Epoch_A2,9.8,82.7606,82.7606,0,schema_A
24,Epoch_A2,9.8,87.0998,87.0998,0,schema_A
25,Epoch_A2,9.8,91.5901,91.5901,0,schema_A
26,Epoch_A2,9.8,96.3714,96.3714,0,schema_A
27,Epoch_A2,9.8,101.3556,101.3556,0,schema_A
28,Epoch_A2,9.8,106.2955,106.2955,0,schema_A
29,Epoch_A2,9.8,111.0803,111.0803,0,schema_A
30,Epoch_A2,9.8,116.0754,116.0754,0,schema_A
31,Epoch_A2,9.8,121.3124,121.3124,0,schema_A
32,Epoch_A2,9.8,126.5657,126.5657,0,schema_A
33,Epoch_A2,9.8,131.7258,131.7258,0,schema_A
34,Epoch_A2,9.8,136.8293,136.8293,0,schema_A
35,Epoch_A2,9.8,142.1404,142.1404,0,schema_A
36,Epoch_A2,9.8,147.5147,147.5147,0,schema_A
37,Epoch_A2,9.8,152.7003,152.7003,0,schema_A
38,Epoch_A2,9.8,157.8969,157.8969,0,schema_A
39,Epoch_A2,9.8,163.0454,163.0454,0,schema_A
40,Epoch_A2,9.8,168.3315,168.3315,0,schema_A
