step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.473,0.473,0.0055,schema_A
2,Epoch_A1,9.8,1.3899,1.3899,0.0055,schema_A
3,Epoch_A1,9.8,2.6781,2.6781,0.0045,schema_A
4,Epoch_A1,9.8,4.3274,4.3274,0.0051,schema_A
5,Epoch_A1,9.8,6.3702,6.3702,0.0051,schema_A
6,Epoch_A1,9.8,8.6726,8.6726,0.0048,schema_A
7,Epoch_A1,9.8,11.1356,11.1356,0.005,schema_A
8,Epoch_A1,9.8,14.1465,14.1465,0.0052,schema_A
9,Epoch_A1,9.8,17.3547,17.3547,0.0053,schema_A
10,Epoch_A1,9.8,20.9872,20.9872,0.005,schema_A
11,Epoch_A1,9.8,24.8241,24.8241,0.0047,schema_A
12,Epoch_A1,9.8,28.7405,28.7405,0.0043,schema_A
13,Epoch_A1,9.8,32.7108,32.7108,0.0049,schema_A
14,Epoch_A1,9.8,36.6353,36.6353,0.0048,schema_A
15,Epoch_A1,9.8,40.8416,40.8416,0.0047,schema_A
16,Epoch_A1,9.8,45.1892,45.1892,0.0047,schema_A
17,Epoch_A1,9.8,49.8269,49.8269,0.005,schema_A
18,Epoch_A1,9.8,54.5103,54.5103,0.0053,schema_A
19,Epoch_A1,9.8,59.128,59.128,0.0049,schema_A
20,Epoch_A1,9.8,63.9411,63.9411,0.0051,schema_A
21,Epoch_A1,9.8,68.9444,68.9444,0.0047,schema_A
22,Epoch_A1,9.8,73.8817,73.8817,0.0053,schema_A
23,Epoch_A1,9.8,79.057,79.057,0.0055,schema_A
24,Epoch_A1,9.8,84.1106,84.1106,0.0045,schema_A
25,Epoch_A1,9.8,89.056,89.056,0.005,schema_A
26,Epoch_A1,9.8,94.1256,94.1256,0.0047,schema_A
27,Epoch_A1,9.8,99.1907,99.1907,0.0053,schema_A
28,Epoch_A1,9.8,104.4613,104.4613,0.0051,schema_A
29,Epoch_A1,9.8,109.6613,109.6613,0.0046,schema_A
30,Epoch_A1,9.8,114.8318,114.8318,0.0042,schema_A
31,Epoch_A1,9.8,120.0189,120.0189,0.0055,schema_A
32,Epoch_A1,9.8,125.23,125.23,0.0044,schema_A
33,Epoch_A1,9.8,130.4722,130.4722,0.0045,schema_A
34,Epoch_A1,9.8,135.7956,135.7956,0.0052,schema_A
35,Epoch_A1,9.8,141.0087,141.0087,0.0053,schema_A
36,Epoch_A1,9.8,146.1195,146.1195,0.0047,schema_A
37,Epoch_A1,9.8,151.4516,151.4516,0.0055,schema_A
38,Epoch_A1,9.8,156.8037,156.8037,0.005,schema_A
39,Epoch_A1,9.8,162.1255,162.1255,0.0054,schema_A
40,Epoch_A1,9.8,167.4479,167.4479,0.0043,schema_A
1,Epoch_B,4.2,0.4265,-0.4265,1.2118,schema_A
2,Epoch_B,4.2,-0.2239,-1.3073,1.537,schema_A
3,Epoch_B,4.2,-1.6256,-2.4509,1.1722,schema_A
4,Epoch_B,4.2,-3.0566,-3.7437,0.977,schema_A
5,Epoch_B,4.2,-4.2611,-5.3725,1.5765,schema_A
6,Epoch_B,4.2,-6.2174,-7.2312,1.4393,schema_A
7,Epoch_B,4.2,-8.5414,-9.0065,0.6629,schema_A
8,Epoch_B,4.2,-9.9261,-11.0341,1.5717,schema_B
9,Epoch_B,4.2,-13.7626,-13.276,0.6928,schema_B
10,Epoch_B,4.2,-15.9653,-15.5078,0.6522,schema_B
11,Epoch_B,4.2,-18.2872,-17.8999,0.5535,schema_B
12,Epoch_B,4.2,-20.5466,-20.1937,0.5041,schema_B
13,Epoch_B,4.2,-22.7051,-22.4173,0.4118,schema_B
14,Epoch_B,4.2,-24.9938,-24.7566,0.34,schema_B
15,Epoch_B,4.2,-27.2,-26.9878,0.3045,schema_B
16,Epoch_B,4.2,-29.3923,-29.2202,0.2481,schema_B
17,Epoch_B,4.2,-31.7344,-31.588,0.2127,schema_B
18,Epoch_B,4.2,-34.0998,-33.9678,0.1912,schema_B
19,Epoch_B,4.2,-36.3638,-36.251,0.1641,schema_B
20,Epoch_B,4.2,-38.7502,-38.6581,0.1355,schema_B
21,Epoch_B,4.2,-41.1874,-41.1048,0.122,schema_B
22,Epoch_B,4.2,-43.3646,-43.2933,0.1061,schema_B
23,Epoch_B,4.2,-45.4557,-45.4014,0.082,schema_B
24,Epoch_B,4.2,-47.3769,-47.3325,0.0672,schema_B
25,Epoch_B,4.2,-49.482,-49.4474,0.0535,schema_B
26,Epoch_B,4.2,-51.4193,-51.387,0.0502,schema_B
27,Epoch_B,4.2,-53.2215,-53.1963,0.0415,schema_B
