step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.658,0.658,0.0055,schema_A
2,Epoch_A1,9.8,1.7904,1.7904,0.0056,schema_A
3,Epoch_A1,9.8,3.6108,3.6108,0.0053,schema_A
4,Epoch_A1,9.8,5.7081,5.7081,0.0058,schema_A
5,Epoch_A1,9.8,8.3893,8.3893,0.0052,schema_A
6,Epoch_A1,9.8,11.4498,11.4498,0.0048,schema_A
7,Epoch_A1,9.8,14.6606,14.6606,0.004,schema_A
8,Epoch_A1,9.8,17.977,17.977,0.0049,schema_A
9,Epoch_A1,9.8,21.4127,21.4127,0.0052,schema_A
10,Epoch_A1,9.8,25.0731,25.0731,0.0051,schema_A
11,Epoch_A1,9.8,28.7886,28.7886,0.0055,schema_A
12,Epoch_A1,9.8,32.6072,32.6072,0.0056,schema_A
13,Epoch_A1,9.8,36.5367,36.5367,0.0045,schema_A
14,Epoch_A1,9.8,40.5352,40.5352,0.0058,schema_A
15,Epoch_A1,9.8,44.7544,44.7544,0.0056,schema_A
16,Epoch_A1,9.8,49.0124,49.0124,0.0047,schema_A
17,Epoch_A1,9.8,53.2432,53.2432,0.0048,schema_A
18,Epoch_A1,9.8,57.5621,57.5621,0.0047,schema_A
19,Epoch_A1,9.8,62.1342,62.1342,0.0051,schema_A
20,Epoch_A1,9.8,66.7383,66.7383,0.0046,schema_A
21,Epoch_A1,9.8,71.3377,71.3377,0.0048,schema_A
22,Epoch_A1,9.8,75.8597,75.8597,0.0056,schema_A
23,Epoch_A1,9.8,80.313,80.313,0.0053,schema_A
24,Epoch_A1,9.8,84.8842,84.8842,0.0054,schema_A
25,Epoch_A1,9.8,89.4676,89.4676,0.0042,schema_A
26,Epoch_A1,9.8,94.2582,94.2582,0.0054,schema_A
27,Epoch_A1,9.8,99.0784,99.0784,0.005,schema_A
28,Epoch_A1,9.8,103.9926,103.9926,0.005,schema_A
29,Epoch_A1,9.8,109.0326,109.0326,0.0046,schema_A
30,Epoch_A1,9.8,114.0029,114.0029,0.0053,schema_A
31,Epoch_A1,9.8,119.1273,119.1273,0.0052,schema_A
32,Epoch_A1,9.8,124.3659,124.3659,0.0056,schema_A
33,Epoch_A1,9.8,129.753,129.753,0.0053,schema_A
34,Epoch_A1,9.8,134.9847,134.9847,0.0049,schema_A
35,Epoch_A1,9.8,140.1313,140.1313,0.0053,schema_A
36,Epoch_A1,9.8,145.3969,145.3969,0.0044,schema_A
37,Epoch_A1,9.8,150.6404,150.6404,0.0036,schema_A
38,Epoch_A1,9.8,155.8462,155.8462,0.0048,schema_A
39,Epoch_A1,9.8,161.0348,161.0348,0.0044,schema_A
40,Epoch_A1,9.8,166.4097,166.4097,0.0042,schema_A
1,Epoch_B,4.2,0.65,-0.65,1.8438,schema_A
2,Epoch_B,4.2,-0.7853,-1.5483,1.0841,schema_A
3,Epoch_B,4.2,-1.9754,-2.6123,0.9054,schema_A
4,Epoch_B,4.2,-3.1595,-3.8315,0.955,schema_A
5,Epoch_B,4.2,-4.2214,-5.4652,1.7636,schema_A
6,Epoch_B,4.2,-6.2351,-7.4075,1.6626,schema_A
7,Epoch_B,4.2,-8.7865,-9.2525,0.6633,schema_A
8,Epoch_B,4.2,-10.3751,-11.1926,1.1614,schema_B
9,Epoch_B,4.2,-13.5456,-13.0872,0.6534,schema_B
10,Epoch_B,4.2,-15.6609,-15.2803,0.5424,schema_B
11,Epoch_B,4.2,-17.8935,-17.5188,0.5351,schema_B
12,Epoch_B,4.2,-19.872,-19.5468,0.4653,schema_B
13,Epoch_B,4.2,-22.0807,-21.8301,0.359,schema_B
14,Epoch_B,4.2,-24.1247,-23.8848,0.3444,schema_B
15,Epoch_B,4.2,-26.0857,-25.9022,0.2653,schema_B
16,Epoch_B,4.2,-27.9494,-27.7961,0.2216,schema_B
17,Epoch_B,4.2,-29.7862,-29.6639,0.1784,schema_B
18,Epoch_B,4.2,-31.8442,-31.7416,0.1499,schema_B
19,Epoch_B,4.2,-34.0158,-33.9187,0.1432,schema_B
