step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.5253,0.5253,0.0054,schema_A
2,Epoch_A1,9.8,1.4785,1.4785,0.0053,schema_A
3,Epoch_A1,9.8,2.7705,2.7705,0.0041,schema_A
4,Epoch_A1,9.8,4.6727,4.6727,0.0056,schema_A
5,Epoch_A1,9.8,7.0968,7.0968,0.0051,schema_A
6,Epoch_A1,9.8,9.7726,9.7726,0.0056,schema_A
7,Epoch_A1,9.8,12.6257,12.6257,0.0053,schema_A
8,Epoch_A1,9.8,15.9556,15.9556,0.0052,schema_A
9,Epoch_A1,9.8,19.6632,19.6632,0.0053,schema_A
10,Epoch_A1,9.8,23.4331,23.4331,0.0042,schema_A
11,Epoch_A1,9.8,27.3073,27.3073,0.0044,schema_A
12,Epoch_A1,9.8,31.5048,31.5048,0.0044,schema_A
13,Epoch_A1,9.8,35.9977,35.9977,0.0056,schema_A
14,Epoch_A1,9.8,40.6619,40.6619,0.0054,schema_A
15,Epoch_A1,9.8,45.4064,45.4064,0.0052,schema_A
16,Epoch_A1,9.8,50.0445,50.0445,0.0055,schema_A
17,Epoch_A1,9.8,54.9483,54.9483,0.0054,schema_A
18,Epoch_A1,9.8,59.8162,59.8162,0.0045,schema_A
19,Epoch_A1,9.8,64.9112,64.9112,0.0041,schema_A
20,Epoch_A1,9.8,70.1803,70.1803,0.0045,schema_A
21,Epoch_A1,9.8,75.4581,75.4581,0.0044,schema_A
22,Epoch_A1,9.8,80.7107,80.7107,0.0053,schema_A
23,Epoch_A1,9.8,85.8267,85.8267,0.0047,schema_A
24,Epoch_A1,9.8,90.772,90.772,0.0059,schema_A
25,Epoch_A1,9.8,95.5687,95.5687,0.0047,schema_A
26,Epoch_A1,9.8,100.4419,100.4419,0.0047,schema_A
27,Epoch_A1,9.8,105.3556,105.3556,0.0041,schema_A
28,Epoch_A1,9.8,110.1878,110.1878,0.0064,schema_A
29,Epoch_A1,9.8,115.0406,115.0406,0.0052,schema_A
30,Epoch_A1,9.8,119.8535,119.8535,0.0057,schema_A
31,Epoch_A1,9.8,124.665,124.665,0.005,schema_A
32,Epoch_A1,9.8,129.5616,129.5616,0.0046,schema_A
33,Epoch_A1,9.8,134.6799,134.6799,0.0051,schema_A
34,Epoch_A1,9.8,139.7062,139.7062,0.0051,schema_A
35,Epoch_A1,9.8,144.8796,144.8796,0.0047,schema_A
36,Epoch_A1,9.8,149.9979,149.9979,0.0048,schema_A
37,Epoch_A1,9.8,155.0025,155.0025,0.0049,schema_A
38,Epoch_A1,9.8,160.1278,160.1278,0.005,schema_A
39,Epoch_A1,9.8,165.4439,165.4439,0.0058,schema_A
40,Epoch_A1,9.8,170.955,170.955,0.0048,schema_A
1,Epoch_B,4.2,0.4327,-0.4327,1.2286,schema_A
2,Epoch_B,4.2,-0.0591,-1.4944,2.0362,schema_A
3,Epoch_B,4.2,-1.9036,-2.8477,1.3407,schema_A
4,Epoch_B,4.2,-3.3607,-4.5811,1.7307,schema_A
5,Epoch_B,4.2,-5.6782,-6.3616,0.9716,schema_A
6,Epoch_B,4.2,-7.57,-8.1086,0.7673,schema_A
7,Epoch_B,4.2,-9.1812,-9.9363,1.0733,schema_B
8,Epoch_B,4.2,-12.0917,-11.6629,0.6113,schema_B
9,Epoch_B,4.2,-13.6773,-13.3328,0.4926,schema_B
10,Epoch_B,4.2,-15.381,-15.0976,0.4065,schema_B
11,Epoch_B,4.2,-17.1538,-16.899,0.3664,schema_B
12,Epoch_B,4.2,-19.0043,-18.7832,0.3185,schema_B
13,Epoch_B,4.2,-20.8311,-20.6343,0.2833,schema_B
14,Epoch_B,4.2,-22.6097,-22.4453,0.2375,schema_B
15,Epoch_B,4.2,-24.5805,-24.4438,0.1985,schema_B
16,Epoch_B,4.2,-26.6246,-26.4962,0.1866,schema_B
17,Epoch_B,4.2,-28.5964,-28.4843,0.1638,schema_B
18,Epoch_B,4.2,-30.6381,-30.5458,0.1355,schema_B
19,Epoch_B,4.2,-32.8447,-32.7633,0.1189,schema_B
20,Epoch_B,4.2,-35.0402,-34.9657,0.1111,schema_B
21,Epoch_B,4.2,-37.1202,-37.0573,0.0938,schema_B
22,Epoch_B,4.2,-39.1971,-39.1463,0.0769,schema_B
23,Epoch_B,4.2,-41.2033,-41.1602,0.0667,schema_B
24,Epoch_B,4.2,-43.2622,-43.2269,0.0544,schema_B
25,Epoch_B,4.2,-45.1636,-45.1327,0.0486,schema_B
