step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.8181,0.8181,0.006,schema_A
2,Epoch_A1,9.8,1.9985,1.9985,0.0047,schema_A
3,Epoch_A1,9.8,3.7138,3.7138,0.0045,schema_A
4,Epoch_A1,9.8,5.7038,5.7038,0.0053,schema_A
5,Epoch_A1,9.8,7.9615,7.9615,0.0047,schema_A
6,Epoch_A1,9.8,10.5666,10.5666,0.0051,schema_A
7,Epoch_A1,9.8,13.2947,13.2947,0.0057,schema_A
8,Epoch_A1,9.8,16.2995,16.2995,0.0054,schema_A
9,Epoch_A1,9.8,19.5865,19.5865,0.005,schema_A
10,Epoch_A1,9.8,22.9286,22.9286,0.0045,schema_A
11,Epoch_A1,9.8,26.6274,26.6274,0.0044,schema_A
12,Epoch_A1,9.8,30.5713,30.5713,0.0046,schema_A
13,Epoch_A1,9.8,34.8795,34.8795,0.0045,schema_A
14,Epoch_A1,9.8,39.2524,39.2524,0.0056,schema_A
15,Epoch_A1,9.8,43.7687,43.7687,0.0048,schema_A
16,Epoch_A1,9.8,48.2044,48.2044,0.0046,schema_A
17,Epoch_A1,9.8,52.7343,52.7343,0.0049,schema_A
18,Epoch_A1,9.8,57.3359,57.3359,0.0043,schema_A
19,Epoch_A1,9.8,62.0832,62.0832,0.0051,schema_A
20,Epoch_A1,9.8,66.8233,66.8233,0.0053,schema_A
21,Epoch_A1,9.8,71.7664,71.7664,0.0051,schema_A
22,Epoch_A1,9.8,76.5832,76.5832,0.0052,schema_A
23,Epoch_A1,9.8,81.2635,81.2635,0.0049,schema_A
24,Epoch_A1,9.8,86.1559,86.1559,0.0056,schema_A
25,Epoch_A1,9.8,91.0269,91.0269,0.0047,schema_A
26,Epoch_A1,9.8,95.8679,95.8679,0.0053,schema_A
27,Epoch_A1,9.8,100.8834,100.8834,0.0046,schema_A
28,Epoch_A1,9.8,105.7676,105.7676,0.0049,schema_A
29,Epoch_A1,9.8,110.8238,110.8238,0.0048,schema_A
30,Epoch_A1,9.8,115.7995,115.7995,0.0041,schema_A
31,Epoch_A1,9.8,120.8348,120.8348,0.0056,schema_A
32,Epoch_A1,9.8,126.0928,126.0928,0.0047,schema_A
33,Epoch_A1,9.8,131.2159,131.2159,0.0052,schema_A
34,Epoch_A1,9.8,136.3261,136.3261,0.005,schema_A
35,Epoch_A1,9.8,141.258,141.258,0.0053,schema_A
36,Epoch_A1,9.8,146.4369,146.4369,0.0043,schema_A
37,Epoch_A1,9.8,151.7615,151.7615,0.0056,schema_A
38,Epoch_A1,9.8,157.2921,157.2921,0.0048,schema_A
39,Epoch_A1,9.8,162.9024,162.9024,0.0042,schema_A
40,Epoch_A1,9.8,168.4246,168.4246,0.0061,schema_A
1,Epoch_B,4.2,0.5072,-0.5072,1.44,schema_A
2,Epoch_B,4.2,-0.4449,-1.3758,1.3218,schema_A
3,Epoch_B,4.2,-1.3793,-2.8143,2.0348,schema_A
4,Epoch_B,4.2,-3.7119,-4.3047,0.8431,schema_A
