step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.4704,0.4704,0.0048,schema_A
2,Epoch_A1,9.8,1.709,1.709,0.0043,schema_A
3,Epoch_A1,9.8,3.3392,3.3392,0.005,schema_A
4,Epoch_A1,9.8,5.4786,5.4786,0.0058,schema_A
5,Epoch_A1,9.8,7.9151,7.9151,0.0048,schema_A
6,Epoch_A1,9.8,10.8146,10.8146,0.0045,schema_A
7,Epoch_A1,9.8,13.8415,13.8415,0.0052,schema_A
8,Epoch_A1,9.8,17.0823,17.0823,0.0061,schema_A
9,Epoch_A1,9.8,20.4699,20.4699,0.0052,schema_A
10,Epoch_A1,9.8,23.9397,23.9397,0.0043,schema_A
11,Epoch_A1,9.8,27.6523,27.6523,0.0048,schema_A
12,Epoch_A1,9.8,31.6214,31.6214,0.0047,schema_A
13,Epoch_A1,9.8,35.5916,35.5916,0.0049,schema_A
14,Epoch_A1,9.8,39.5971,39.5971,0.0052,schema_A
15,Epoch_A1,9.8,43.9627,43.9627,0.0037,schema_A
16,Epoch_A1,9.8,48.4158,48.4158,0.0059,schema_A
17,Epoch_A1,9.8,53.0177,53.0177,0.0055,schema_A
18,Epoch_A1,9.8,57.5399,57.5399,0.0045,schema_A
19,Epoch_A1,9.8,62.1947,62.1947,0.0048,schema_A
20,Epoch_A1,9.8,66.7562,66.7562,0.0048,schema_A
21,Epoch_A1,9.8,71.567,71.567,0.0047,schema_A
22,Epoch_A1,9.8,76.418,76.418,0.005,schema_A
23,Epoch_A1,9.8,81.2045,81.2045,0.0052,schema_A
24,Epoch_A1,9.8,85.8852,85.8852,0.0044,schema_A
25,Epoch_A1,9.8,90.7769,90.7769,0.0053,schema_A
26,Epoch_A1,9.8,95.5186,95.5186,0.0052,schema_A
27,Epoch_A1,9.8,100.4308,100.4308,0.0055,schema_A
28,Epoch_A1,9.8,105.2181,105.2181,0.0054,schema_A
29,Epoch_A1,9.8,110.0601,110.0601,0.0048,schema_A
30,Epoch_A1,9.8,114.9396,114.9396,0.0044,schema_A
31,Epoch_A1,9.8,119.8645,119.8645,0.0044,schema_A
32,Epoch_A1,9.8,124.6638,124.6638,0.0053,schema_A
33,Epoch_A1,9.8,129.5138,129.5138,0.0051,schema_A
34,Epoch_A1,9.8,134.606,134.606,0.006,schema_A
35,Epoch_A1,9.8,139.5403,139.5403,0.0055,schema_A
36,Epoch_A1,9.8,144.5503,144.5503,0.0056,schema_A
37,Epoch_A1,9.8,149.3923,149.3923,0.0047,schema_A
38,Epoch_A1,9.8,154.258,154.258,0.0038,schema_A
39,Epoch_A1,9.8,159.1126,159.1126,0.0039,schema_A
40,Epoch_A1,9.8,163.9216,163.9216,0.0045,schema_A
