step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.5351,0.5351,0.0047,schema_A
2,Epoch_A1,9.8,1.7919,1.7919,0.0043,schema_A
3,Epoch_A1,9.8,3.4019,3.4019,0.005,schema_A
4,Epoch_A1,9.8,5.3393,5.3393,0.0053,schema_A
5,Epoch_A1,9.8,7.7812,7.7812,0.0054,schema_A
6,Epoch_A1,9.8,10.446,10.446,0.0054,schema_A
7,Epoch_A1,9.8,13.3413,13.3413,0.0041,schema_A
8,Epoch_A1,9.8,16.5727,16.5727,0.0054,schema_A
9,Epoch_A1,9.8,19.8474,19.8474,0.005,schema_A
10,Epoch_A1,9.8,23.5245,23.5245,0.0053,schema_A
11,Epoch_A1,9.8,27.5295,27.5295,0.0053,schema_A
12,Epoch_A1,9.8,31.7954,31.7954,0.0041,schema_A
13,Epoch_A1,9.8,36.3778,36.3778,0.0051,schema_A
14,Epoch_A1,9.8,41.1966,41.1966,0.0046,schema_A
15,Epoch_A1,9.8,46.069,46.069,0.005,schema_A
16,Epoch_A1,9.8,50.9643,50.9643,0.0044,schema_A
17,Epoch_A1,9.8,55.8519,55.8519,0.0046,schema_A
18,Epoch_A1,9.8,60.628,60.628,0.0052,schema_A
19,Epoch_A1,9.8,65.6042,65.6042,0.0054,schema_A
20,Epoch_A1,9.8,70.7019,70.7019,0.0036,schema_A
21,Epoch_A1,9.8,75.8485,75.8485,0.005,schema_A
22,Epoch_A1,9.8,81.0901,81.0901,0.0047,schema_A
23,Epoch_A1,9.8,86.3161,86.3161,0.0051,schema_A
24,Epoch_A1,9.8,91.5622,91.5622,0.0053,schema_A
25,Epoch_A1,9.8,96.7114,96.7114,0.0043,schema_A
26,Epoch_A1,9.8,101.8359,101.8359,0.0052,schema_A
27,Epoch_A1,9.8,106.826,106.826,0.0046,schema_A
28,Epoch_A1,9.8,111.7425,111.7425,0.005,schema_A
29,Epoch_A1,9.8,116.5767,116.5767,0.0049,schema_A
30,Epoch_A1,9.8,121.5325,121.5325,0.0051,schema_A
31,Epoch_A1,9.8,126.724,126.724,0.0044,schema_A
32,Epoch_A1,9.8,132.1139,132.1139,0.0055,schema_A
33,Epoch_A1,9.8,137.3005,137.3005,0.0056,schema_A
34,Epoch_A1,9.8,142.6459,142.6459,0.0057,schema_A
35,Epoch_A1,9.8,148.0464,148.0464,0.0053,schema_A
