step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.5213,0.5213,0.0053,schema_A
2,Epoch_A1,9.8,1.7047,1.7047,0.0049,schema_A
3,Epoch_A1,9.8,3.2072,3.2072,0.005,schema_A
4,Epoch_A1,9.8,5.0435,5.0435,0.0069,schema_A
5,Epoch_A1,9.8,7.3571,7.3571,0.0045,schema_A
6,Epoch_A1,9.8,10.0285,10.0285,0.0051,schema_A
7,Epoch_A1,9.8,12.8861,12.8861,0.0051,schema_A
8,Epoch_A1,9.8,15.9252,15.9252,0.0048,schema_A
9,Epoch_A1,9.8,19.0332,19.0332,0.0049,schema_A
10,Epoch_A1,9.8,22.5765,22.5765,0.0055,schema_A
11,Epoch_A1,9.8,26.2808,26.2808,0.0053,schema_A
12,Epoch_A1,9.8,30.387,30.387,0.0053,schema_A
13,Epoch_A1,9.8,34.4523,34.4523,0.0046,schema_A
14,Epoch_A1,9.8,38.7356,38.7356,0.0047,schema_A
15,Epoch_A1,9.8,43.0737,43.0737,0.0048,schema_A
16,Epoch_A1,9.8,47.5924,47.5924,0.0045,schema_A
17,Epoch_A1,9.8,52.3769,52.3769,0.0048,schema_A
18,Epoch_A1,9.8,57.0397,57.0397,0.0049,schema_A
19,Epoch_A1,9.8,61.97,61.97,0.0047,schema_A
20,Epoch_A1,9.8,67.1357,67.1357,0.005,schema_A
21,Epoch_A1,9.8,72.3526,72.3526,0.0049,schema_A
22,Epoch_A1,9.8,77.4898,77.4898,0.004,schema_A
23,Epoch_A1,9.8,82.5872,82.5872,0.0052,schema_A
24,Epoch_A1,9.8,87.8228,87.8228,0.0048,schema_A
25,Epoch_A1,9.8,92.8965,92.8965,0.0047,schema_A
26,Epoch_A1,9.8,98.1902,98.1902,0.0043,schema_A
27,Epoch_A1,9.8,103.6321,103.6321,0.0047,schema_A
28,Epoch_A1,9.8,108.9098,108.9098,0.005,schema_A
29,Epoch_A1,9.8,114.2038,114.2038,0.0048,schema_A
30,Epoch_A1,9.8,119.6715,119.6715,0.005,schema_A
31,Epoch_A1,9.8,125.1237,125.1237,0.0049,schema_A
32,Epoch_A1,9.8,130.4503,130.4503,0.0047,schema_A
33,Epoch_A1,9.8,135.5677,135.5677,0.0048,schema_A
34,Epoch_A1,9.8,140.676,140.676,0.0053,schema_A
35,Epoch_A1,9.8,145.7565,145.7565,0.0055,schema_A
36,Epoch_A1,9.8,150.7268,150.7268,0.0041,schema_A
37,Epoch_A1,9.8,155.6941,155.6941,0.0054,schema_A
38,Epoch_A1,9.8,160.9047,160.9047,0.0056,schema_A
39,Epoch_A1,9.8,166.0007,166.0007,0.005,schema_A
40,Epoch_A1,9.8,170.9158,170.9158,0.0046,schema_A
1,Epoch_B,4.2,0.7498,-0.7498,2.1257,schema_A
2,Epoch_B,4.2,-0.7995,-1.8923,1.5507,schema_A
3,Epoch_B,4.2,-2.4542,-3.227,1.0974,schema_A
4,Epoch_B,4.2,-3.8923,-4.7772,1.2568,schema_A
5,Epoch_B,4.2,-5.5749,-6.553,1.3883,schema_A
6,Epoch_B,4.2,-7.7788,-8.2751,0.7071,schema_A
7,Epoch_B,4.2,-9.4407,-9.968,0.7502,schema_B
8,Epoch_B,4.2,-12.3035,-11.9383,0.5215,schema_B
9,Epoch_B,4.2,-14.3383,-13.9767,0.516,schema_B
10,Epoch_B,4.2,-16.1939,-15.8758,0.4535,schema_B
11,Epoch_B,4.2,-17.9084,-17.6563,0.3617,schema_B
12,Epoch_B,4.2,-19.7903,-19.5893,0.2896,schema_B
13,Epoch_B,4.2,-21.8884,-21.7029,0.2666,schema_B
14,Epoch_B,4.2,-23.8022,-23.6297,0.25,schema_B
15,Epoch_B,4.2,-25.9117,-25.7779,0.1944,schema_B
16,Epoch_B,4.2,-27.8691,-27.7423,0.1853,schema_B
17,Epoch_B,4.2,-30.0707,-29.9721,0.1445,schema_B
18,Epoch_B,4.2,-32.322,-32.2268,0.1381,schema_B
19,Epoch_B,4.2,-34.4101,-34.3282,0.1212,schema_B
20,Epoch_B,4.2,-36.3455,-36.2806,0.0966,schema_B
21,Epoch_B,4.2,-38.4004,-38.3492,0.0769,schema_B
22,Epoch_B,4.2,-40.3546,-40.3085,0.0703,schema_B
23,Epoch_B,4.2,-42.2136,-42.1765,0.0571,schema_B
24,Epoch_B,4.2,-44.0116,-43.9815,0.0474,schema_B
25,Epoch_B,4.2,-45.8996,-45.8748,0.0399,schema_B
26,Epoch_B,4.2,-47.8665,-47.8444,0.0355,schema_B
27,Epoch_B,4.2,-49.8546,-49.8351,0.0324,schema_B
28,Epoch_B,4.2,-51.7743,-51.7575,0.029,schema_B
29,Epoch_B,4.2,-53.7508,-53.737,0.0251,schema_B
30,Epoch_B,4.2,-55.8806,-55.8685,0.0226,schema_B
31,Epoch_B,4.2,-58.0778,-58.0667,0.0211,schema_B
32,Epoch_B,4.2,-60.246,-60.2363,0.0188,schema_B
33,Epoch_B,4.2,-62.2495,-62.2413,0.0173,schema_B
34,Epoch_B,4.2,-64.3099,-64.3035,0.0139,schema_B
35,Epoch_B,4.2,-66.4979,-66.4923,0.013,schema_B
36,Epoch_B,4.2,-68.6999,-68.6949,0.0125,schema_B
37,Epoch_B,4.2,-71.0042,-70.9998,0.0111,schema_B
38,Epoch_B,4.2,-73.3258,-73.322,0.0104,schema_B
39,Epoch_B,4.2,-75.7852,-75.7819,0.0096,schema_B
40,Epoch_B,4.2,-78.3737,-78.3707,0.0081,schema_B
1,Epoch_A2,9.8,0.5201,0.5201,0,schema_A
2,Epoch_A2,9.8,1.8179,1.8179,0,schema_A
3,Epoch_A2,9.8,3.7464,3.7464,0,schema_A
4,Epoch_A2,9.8,6.2752,6.2752,0,schema_A
5,Epoch_A2,9.8,9.285,9.285,0,schema_A
6,Epoch_A2,9.8,12.766,12.766,0,schema_A
7,Epoch_A2,9.8,16.3778,16.3778,0,schema_A
8,Epoch_A2,9.8,20.272,20.272,0,schema_A
9,Epoch_A2,9.8,24.4728,24.4728,0,schema_A
10,Epoch_A2,9.8,28.7762,28.7762,0,schema_A
11,Epoch_A2,9.8,33.3444,33.3444,0,schema_A
12,Epoch_A2,9.8,38.101,38.101,0,schema_A
13,Epoch_A2,9.8,42.7615,42.7615,0,schema_A
14,Epoch_A2,9.8,47.4118,47.4118,0,schema_A
15,Epoch_A2,9.8,52.0468,52.0468,0,schema_A
16,Epoch_A2,9.8,56.7043,56.7043,0,schema_A
17,Epoch_A2,9.8,61.5455,61.5455,0,schema_A
18,Epoch_A2,9.8,66.4843,66.4843,0,schema_A
19,Epoch_A2,9.8,71.5872,71.5872,0,schema_A
20,Epoch_A2,9.8,76.7811,76.7811,0,schema_A
21,Epoch_A2,9.8,82.1679,82.1679,0,schema_A
22,Epoch_A2,9.8,87.5926,87.5926,0,schema_A
23,Epoch_A2,9.8,92.988,92.988,0,schema_A
24,Epoch_A2,9.8,98.5543,98.5543,0,schema_A
25,Epoch_A2,9.8,104.2452,104.2452,0,schema_A
26,Epoch_A2,9.8,109.6946,109.6946,0,schema_A
27,Epoch_A2,9.8,115.1929,115.1929,0,schema_A
28,Epoch_A2,9.8,120.8028,120.8028,0,schema_A
29,Epoch_A2,9.8,126.3001,126.3001,0,schema_A
30,Epoch_A2,9.8,131.7016,131.7016,0,schema_A
31,Epoch_A2,9.8,137.1866,137.1866,0,schema_A
32,Epoch_A2,9.8,142.5467,142.5467,0,schema_A
33,Epoch_A2,9.8,148.021,148.021,0,schema_A
34,Epoch_A2,9.8,153.388,153.388,0,schema_A
35,Epoch_A2,9.8,158.5822,158.5822,0,schema_A
36,Epoch_A2,9.8,163.8911,163.8911,0,schema_A
37,Epoch_A2,9.8,169.1267,169.1267,0,schema_A
38,Epoch_A2,9.8,174.3626,174.3626,0,schema_A
39,Epoch_A2,9.8,179.8191,179.8191,0,schema_A
40,Epoch_A2,9.8,185.1847,185.1847,0,schema_A
