step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.6468,0.6468,0.0054,schema_A
2,Epoch_A1,9.8,1.7642,1.7642,0.0038,schema_A
3,Epoch_A1,9.8,3.498,3.498,0.0048,schema_A
4,Epoch_A1,9.8,5.4956,5.4956,0.0043,schema_A
5,Epoch_A1,9.8,7.6899,7.6899,0.0044,schema_A
6,Epoch_A1,9.8,10.1532,10.1532,0.0056,schema_A
7,Epoch_A1,9.8,12.959,12.959,0.0046,schema_A
8,Epoch_A1,9.8,16.2549,16.2549,0.0059,schema_A
9,Epoch_A1,9.8,19.7509,19.7509,0.0052,schema_A
10,Epoch_A1,9.8,23.5978,23.5978,0.005,schema_A
11,Epoch_A1,9.8,27.7801,27.7801,0.0055,schema_A
12,Epoch_A1,9.8,32.123,32.123,0.0056,schema_A
13,Epoch_A1,9.8,36.7757,36.7757,0.0052,schema_A
14,Epoch_A1,9.8,41.6701,41.6701,0.0056,schema_A
15,Epoch_A1,9.8,46.6737,46.6737,0.0049,schema_A
16,Epoch_A1,9.8,51.9013,51.9013,0.0052,schema_A
17,Epoch_A1,9.8,57.128,57.128,0.0053,schema_A
18,Epoch_A1,9.8,62.4977,62.4977,0.005,schema_A
19,Epoch_A1,9.8,67.9938,67.9938,0.0051,schema_A
20,Epoch_A1,9.8,73.4135,73.4135,0.005,schema_A
21,Epoch_A1,9.8,78.6298,78.6298,0.005,schema_A
22,Epoch_A1,9.8,84.0529,84.0529,0.0045,schema_A
23,Epoch_A1,9.8,89.4095,89.4095,0.0052,schema_A
24,Epoch_A1,9.8,94.65,94.65,0.004,schema_A
25,Epoch_A1,9.8,99.9232,99.9232,0.0056,schema_A
26,Epoch_A1,9.8,105.1415,105.1415,0.0048,schema_A
27,Epoch_A1,9.8,110.2721,110.2721,0.0051,schema_A
28,Epoch_A1,9.8,115.4688,115.4688,0.0047,schema_A
29,Epoch_A1,9.8,120.7029,120.7029,0.0048,schema_A
30,Epoch_A1,9.8,126.0139,126.0139,0.0049,schema_A
31,Epoch_A1,9.8,131.502,131.502,0.0048,schema_A
32,Epoch_A1,9.8,137.1429,137.1429,0.0054,schema_A
33,Epoch_A1,9.8,142.7777,142.7777,0.005,schema_A
34,Epoch_A1,9.8,148.4815,148.4815,0.0051,schema_A
35,Epoch_A1,9.8,154.0737,154.0737,0.0046,schema_A
36,Epoch_A1,9.8,159.6889,159.6889,0.0051,schema_A
37,Epoch_A1,9.8,165.3651,165.3651,0.0049,schema_A
38,Epoch_A1,9.8,171.2046,171.2046,0.0052,schema_A
39,Epoch_A1,9.8,177.1551,177.1551,0.0056,schema_A
40,Epoch_A1,9.8,183.1081,183.1081,0.0051,schema_A
1,Epoch_B,4.2,0.5963,-0.5963,1.6914,schema_A
2,Epoch_B,4.2,-0.4452,-1.6955,1.7719,schema_A
3,Epoch_B,4.2,-2.1482,-3.0673,1.3048,schema_A
4,Epoch_B,4.2,-3.8814,-4.5304,0.9231,schema_A
5,Epoch_B,4.2,-5.4484,-6.0411,0.8434,schema_A
6,Epoch_B,4.2,-6.8231,-7.7669,1.3408,schema_A
7,Epoch_B,4.2,-8.6394,-9.7593,1.5897,schema_B
8,Epoch_B,4.2,-12.0982,-11.62,0.6808,schema_B
9,Epoch_B,4.2,-14.1393,-13.7596,0.5427,schema_B
10,Epoch_B,4.2,-16.4316,-16.0602,0.5307,schema_B
11,Epoch_B,4.2,-18.7377,-18.3981,0.485,schema_B
12,Epoch_B,4.2,-20.8126,-20.5192,0.42,schema_B
13,Epoch_B,4.2,-22.947,-22.7207,0.3251,schema_B
14,Epoch_B,4.2,-25.0212,-24.8215,0.2881,schema_B
