step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.6968,0.6968,0.0054,schema_A
2,Epoch_A1,9.8,1.8298,1.8298,0.0051,schema_A
3,Epoch_A1,9.8,3.5648,3.5648,0.0045,schema_A
4,Epoch_A1,9.8,5.5536,5.5536,0.0041,schema_A
5,Epoch_A1,9.8,7.9081,7.9081,0.0053,schema_A
6,Epoch_A1,9.8,10.6198,10.6198,0.0051,schema_A
7,Epoch_A1,9.8,13.4423,13.4423,0.0052,schema_A
8,Epoch_A1,9.8,16.5828,16.5828,0.0057,schema_A
9,Epoch_A1,9.8,19.8651,19.8651,0.0042,schema_A
10,Epoch_A1,9.8,23.1813,23.1813,0.0045,schema_A
11,Epoch_A1,9.8,26.867,26.867,0.0049,schema_A
12,Epoch_A1,9.8,30.6015,30.6015,0.0046,schema_A
13,Epoch_A1,9.8,34.7197,34.7197,0.0049,schema_A
14,Epoch_A1,9.8,38.8098,38.8098,0.0052,schema_A
15,Epoch_A1,9.8,43.1942,43.1942,0.0043,schema_A
16,Epoch_A1,9.8,47.7877,47.7877,0.0044,schema_A
17,Epoch_A1,9.8,52.4829,52.4829,0.0055,schema_A
18,Epoch_A1,9.8,57.2742,57.2742,0.0049,schema_A
19,Epoch_A1,9.8,62.2681,62.2681,0.0043,schema_A
20,Epoch_A1,9.8,67.3331,67.3331,0.0043,schema_A
21,Epoch_A1,9.8,72.5147,72.5147,0.0053,schema_A
22,Epoch_A1,9.8,77.6226,77.6226,0.0051,schema_A
23,Epoch_A1,9.8,82.5764,82.5764,0.005,schema_A
24,Epoch_A1,9.8,87.4789,87.4789,0.0052,schema_A
25,Epoch_A1,9.8,92.4882,92.4882,0.0047,schema_A
26,Epoch_A1,9.8,97.4105,97.4105,0.0054,schema_A
27,Epoch_A1,9.8,102.2806,102.2806,0.0057,schema_A
28,Epoch_A1,9.8,107.2501,107.2501,0.0047,schema_A
29,Epoch_A1,9.8,112.121,112.121,0.005,schema_A
30,Epoch_A1,9.8,116.9937,116.9937,0.0047,schema_A
31,Epoch_A1,9.8,122.1272,122.1272,0.0046,schema_A
32,Epoch_A1,9.8,127.3607,127.3607,0.0045,schema_A
33,Epoch_A1,9.8,132.7493,132.7493,0.0051,schema_A
34,Epoch_A1,9.8,137.93,137.93,0.0046,schema_A
35,Epoch_A1,9.8,143.048,143.048,0.005,schema_A
36,Epoch_A1,9.8,148.3776,148.3776,0.0053,schema_A
37,Epoch_A1,9.8,153.8651,153.8651,0.0047,schema_A
38,Epoch_A1,9.8,159.2873,159.2873,0.0057,schema_A
39,Epoch_A1,9.8,164.8725,164.8725,0.0046,schema_A
40,Epoch_A1,9.8,170.3173,170.3173,0.0051,schema_A
1,Epoch_B,4.2,0.6636,-0.6636,1.8818,schema_A
2,Epoch_B,4.2,-0.441,-1.9413,2.1275,schema_A
3,Epoch_B,4.2,-2.5604,-3.4432,1.2539,schema_A
4,Epoch_B,4.2,-4.2285,-5.1511,1.3115,schema_A
5,Epoch_B,4.2,-6.31,-6.8274,0.7369,schema_A
6,Epoch_B,4.2,-7.7282,-8.7092,1.3925,schema_A
7,Epoch_B,4.2,-9.7353,-10.8069,1.5204,schema_B
8,Epoch_B,4.2,-13.3869,-12.8835,0.7171,schema_B
9,Epoch_B,4.2,-15.63,-15.2062,0.603,schema_B
10,Epoch_B,4.2,-18.0492,-17.6462,0.5748,schema_B
11,Epoch_B,4.2,-20.1684,-19.8084,0.514,schema_B
12,Epoch_B,4.2,-22.2681,-21.9968,0.3879,schema_B
13,Epoch_B,4.2,-24.3225,-24.089,0.335,schema_B
14,Epoch_B,4.2,-26.374,-26.1842,0.2732,schema_B
15,Epoch_B,4.2,-28.4513,-28.2896,0.2345,schema_B
16,Epoch_B,4.2,-30.4595,-30.3214,0.2,schema_B
17,Epoch_B,4.2,-32.5151,-32.4018,0.1657,schema_B
18,Epoch_B,4.2,-34.7724,-34.6738,0.1455,schema_B
19,Epoch_B,4.2,-36.9304,-36.8387,0.1341,schema_B
