step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.7277,0.7277,0.0052,schema_A
2,Epoch_A1,9.8,2.2174,2.2174,0.0047,schema_A
3,Epoch_A1,9.8,4.0358,4.0358,0.0049,schema_A
4,Epoch_A1,9.8,6.3831,6.3831,0.0048,schema_A
5,Epoch_A1,9.8,8.938,8.938,0.0048,schema_A
6,Epoch_A1,9.8,11.9368,11.9368,0.0042,schema_A
7,Epoch_A1,9.8,15.1883,15.1883,0.006,schema_A
8,Epoch_A1,9.8,18.5238,18.5238,0.0039,schema_A
9,Epoch_A1,9.8,22.1037,22.1037,0.0058,schema_A
10,Epoch_A1,9.8,25.8678,25.8678,0.0048,schema_A
11,Epoch_A1,9.8,29.7347,29.7347,0.0052,schema_A
12,Epoch_A1,9.8,33.8858,33.8858,0.0049,schema_A
13,Epoch_A1,9.8,38.3221,38.3221,0.0052,schema_A
14,Epoch_A1,9.8,42.7809,42.7809,0.0054,schema_A
15,Epoch_A1,9.8,47.36,47.36,0.0043,schema_A
16,Epoch_A1,9.8,52.2075,52.2075,0.0058,schema_A
17,Epoch_A1,9.8,57.0328,57.0328,0.0051,schema_A
18,Epoch_A1,9.8,61.7451,61.7451,0.0049,schema_A
19,Epoch_A1,9.8,66.5997,66.5997,0.0053,schema_A
20,Epoch_A1,9.8,71.7183,71.7183,0.0041,schema_A
21,Epoch_A1,9.8,77.0131,77.0131,0.0049,schema_A
22,Epoch_A1,9.8,82.4905,82.4905,0.0058,schema_A
23,Epoch_A1,9.8,87.7754,87.7754,0.0047,schema_A
24,Epoch_A1,9.8,92.9119,92.9119,0.005,schema_A
25,Epoch_A1,9.8,98.0608,98.0608,0.0044,schema_A
26,Epoch_A1,9.8,103.0727,103.0727,0.0038,schema_A
27,Epoch_A1,9.8,108.123,108.123,0.0059,schema_A
28,Epoch_A1,9.8,113.2183,113.2183,0.005,schema_A
29,Epoch_A1,9.8,118.2304,118.2304,0.0047,schema_A
30,Epoch_A1,9.8,123.3396,123.3396,0.0047,schema_A
31,Epoch_A1,9.8,128.5365,128.5365,0.0043,schema_A
32,Epoch_A1,9.8,133.7062,133.7062,0.0056,schema_A
33,Epoch_A1,9.8,138.8798,138.8798,0.0052,schema_A
34,Epoch_A1,9.8,143.9365,143.9365,0.0047,schema_A
35,Epoch_A1,9.8,149.0554,149.0554,0.0041,schema_A
36,Epoch_A1,9.8,154.0909,154.0909,0.0054,schema_A
37,Epoch_A1,9.8,159.1049,159.1049,0.0055,schema_A
38,Epoch_A1,9.8,164.0751,164.0751,0.0052,schema_A
39,Epoch_A1,9.8,169.0646,169.0646,0.005,schema_A
40,Epoch_A1,9.8,174.3007,174.3007,0.0049,schema_A
1,Epoch_B,4.2,0.7274,-0.7274,2.0625,schema_A
2,Epoch_B,4.2,-0.6975,-1.9138,1.7245,schema_A
3,Epoch_B,4.2,-2.4418,-3.3552,1.2965,schema_A
4,Epoch_B,4.2,-4.1707,-4.9323,1.0823,schema_A
5,Epoch_B,4.2,-5.8807,-6.602,1.0244,schema_A
6,Epoch_B,4.2,-7.4238,-8.5518,1.6011,schema_A
7,Epoch_B,4.2,-9.7066,-10.6336,1.3164,schema_B
8,Epoch_B,4.2,-13.2672,-12.7676,0.7116,schema_B
9,Epoch_B,4.2,-15.4373,-15.0018,0.6203,schema_B
10,Epoch_B,4.2,-17.7855,-17.3978,0.5537,schema_B
11,Epoch_B,4.2,-19.9912,-19.6377,0.5044,schema_B
12,Epoch_B,4.2,-22.0694,-21.7884,0.403,schema_B
13,Epoch_B,4.2,-24.2763,-24.0469,0.3294,schema_B
14,Epoch_B,4.2,-26.477,-26.2721,0.2948,schema_B
15,Epoch_B,4.2,-28.4775,-28.3059,0.2479,schema_B
16,Epoch_B,4.2,-30.5334,-30.4,0.1927,schema_B
17,Epoch_B,4.2,-32.8108,-32.694,0.1703,schema_B
18,Epoch_B,4.2,-34.9312,-34.8224,0.1594,schema_B
19,Epoch_B,4.2,-36.865,-36.7792,0.1265,schema_B
20,Epoch_B,4.2,-39.0578,-38.9907,0.0997,schema_B
21,Epoch_B,4.2,-41.287,-41.2225,0.0961,schema_B
22,Epoch_B,4.2,-43.673,-43.6177,0.0831,schema_B
23,Epoch_B,4.2,-46.1311,-46.0806,0.0767,schema_B
24,Epoch_B,4.2,-48.3582,-48.3141,0.0676,schema_B
25,Epoch_B,4.2,-50.5732,-50.5391,0.0539,schema_B
26,Epoch_B,4.2,-52.7837,-52.7549,0.0462,schema_B
27,Epoch_B,4.2,-55.0767,-55.0523,0.0395,schema_B
28,Epoch_B,4.2,-57.3228,-57.3012,0.0362,schema_B
29,Epoch_B,4.2,-59.6164,-59.5985,0.0291,schema_B
30,Epoch_B,4.2,-62.0298,-62.0143,0.0278,schema_B
31,Epoch_B,4.2,-64.5222,-64.5083,0.0245,schema_B
32,Epoch_B,4.2,-66.7815,-66.7693,0.0225,schema_B
33,Epoch_B,4.2,-68.865,-68.8555,0.0187,schema_B
34,Epoch_B,4.2,-71.1391,-71.1318,0.0154,schema_B
35,Epoch_B,4.2,-73.2784,-73.2715,0.0144,schema_B
36,Epoch_B,4.2,-75.3518,-75.3463,0.0125,schema_B
37,Epoch_B,4.2,-77.5667,-77.5622,0.0104,schema_B
38,Epoch_B,4.2,-79.6654,-79.6613,0.01,schema_B
39,Epoch_B,4.2,-81.695,-81.6917,0.01,schema_B
40,Epoch_B,4.2,-83.9777,-83.975,0.009,schema_B
1,Epoch_A2,9.8,0.6646,0.6646,0,schema_A
2,Epoch_A2,9.8,1.9974,1.9974,0,schema_A
3,Epoch_A2,9.8,3.6149,3.6149,0,schema_A
4,Epoch_A2,9.8,5.7747,5.7747,0,schema_A
5,Epoch_A2,9.8,8.231,8.231,0,schema_A
6,Epoch_A2,9.8,10.9188,10.9188,0,schema_A
7,Epoch_A2,9.8,14.111,14.111,0,schema_A
8,Epoch_A2,9.8,17.4481,17.4481,0,schema_A
9,Epoch_A2,9.8,21.2058,21.2058,0,schema_A
10,Epoch_A2,9.8,25.2851,25.2851,0,schema_A
11,Epoch_A2,9.8,29.4412,29.4412,0,schema_A
12,Epoch_A2,9.8,33.9169,33.9169,0,schema_A
13,Epoch_A2,9.8,38.5203,38.5203,0,schema_A
14,Epoch_A2,9.8,43.2168,43.2168,0,schema_A
15,Epoch_A2,9.8,47.9032,47.9032,0,schema_A
16,Epoch_A2,9.8,52.7,52.7,0,schema_A
17,Epoch_A2,9.8,57.6453,57.6453,0,schema_A
18,Epoch_A2,9.8,62.4822,62.4822,0,schema_A
19,Epoch_A2,9.8,67.5401,67.5401,0,schema_A
20,Epoch_A2,9.8,72.7166,72.7166,0,schema_A
21,Epoch_A2,9.8,77.8874,77.8874,0,schema_A
22,Epoch_A2,9.8,83.2226,83.2226,0,schema_A
23,Epoch_A2,9.8,88.7216,88.7216,0,schema_A
24,Epoch_A2,9.8,93.9875,93.9875,0,schema_A
25,Epoch_A2,9.8,99.4544,99.4544,0,schema_A
26,Epoch_A2,9.8,105.0002,105.0002,0,schema_A
27,Epoch_A2,9.8,110.3462,110.3462,0,schema_A
28,Epoch_A2,9.8,115.7418,115.7418,0,schema_A
29,Epoch_A2,9.8,121.2406,121.2406,0,schema_A
30,Epoch_A2,9.8,126.5789,126.5789,0,schema_A
31,Epoch_A2,9.8,131.8097,131.8097,0,schema_A
32,Epoch_A2,9.8,136.8642,136.8642,0,schema_A
33,Epoch_A2,9.8,141.937,141.937,0,schema_A
34,Epoch_A2,9.8,146.93,146.93,0,schema_A
35,Epoch_A2,9.8,152.074,152.074,0,schema_A
36,Epoch_A2,9.8,157.3116,157.3116,0,schema_A
37,Epoch_A2,9.8,162.5706,162.5706,0,schema_A
38,Epoch_A2,9.8,167.9783,167.9783,0,schema_A
39,Epoch_A2,9.8,173.4068,173.4068,0,schema_A
40,Epoch_A2,9.8,178.9751,178.9751,0,schema_A
