step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.5261,0.5261,0.0045,schema_A
2,Epoch_A1,9.8,1.6708,1.6708,0.0049,schema_A
3,Epoch_A1,9.8,3.369,3.369,0.0051,schema_A
4,Epoch_A1,9.8,5.6444,5.6444,0.005,schema_A
5,Epoch_A1,9.8,8.182,8.182,0.0052,schema_A
6,Epoch_A1,9.8,11.0399,11.0399,0.0066,schema_A
7,Epoch_A1,9.8,14.3353,14.3353,0.0043,schema_A
8,Epoch_A1,9.8,17.7243,17.7243,0.0051,schema_A
9,Epoch_A1,9.8,21.4015,21.4015,0.0054,schema_A
10,Epoch_A1,9.8,25.3774,25.3774,0.0046,schema_A
11,Epoch_A1,9.8,29.5866,29.5866,0.0058,schema_A
12,Epoch_A1,9.8,33.9668,33.9668,0.0053,schema_A
13,Epoch_A1,9.8,38.3745,38.3745,0.006,schema_A
14,Epoch_A1,9.8,42.8792,42.8792,0.0052,schema_A
15,Epoch_A1,9.8,47.5738,47.5738,0.0056,schema_A
16,Epoch_A1,9.8,52.5216,52.5216,0.0045,schema_A
17,Epoch_A1,9.8,57.4684,57.4684,0.0052,schema_A
18,Epoch_A1,9.8,62.6443,62.6443,0.0045,schema_A
19,Epoch_A1,9.8,67.9976,67.9976,0.0052,schema_A
20,Epoch_A1,9.8,73.2257,73.2257,0.0052,schema_A
21,Epoch_A1,9.8,78.6617,78.6617,0.0044,schema_A
22,Epoch_A1,9.8,83.9984,83.9984,0.0053,schema_A
23,Epoch_A1,9.8,89.3353,89.3353,0.0046,schema_A
24,Epoch_A1,9.8,94.7053,94.7053,0.0053,schema_A
25,Epoch_A1,9.8,100.1043,100.1043,0.0056,schema_A
26,Epoch_A1,9.8,105.6752,105.6752,0.0046,schema_A
27,Epoch_A1,9.8,111.3666,111.3666,0.0057,schema_A
28,Epoch_A1,9.8,116.8693,116.8693,0.005,schema_A
29,Epoch_A1,9.8,122.5025,122.5025,0.0061,schema_A
30,Epoch_A1,9.8,128.1265,128.1265,0.0048,schema_A
31,Epoch_A1,9.8,133.8041,133.8041,0.0052,schema_A
32,Epoch_A1,9.8,139.469,139.469,0.0059,schema_A
33,Epoch_A1,9.8,145.0003,145.0003,0.0059,schema_A
34,Epoch_A1,9.8,150.7136,150.7136,0.0054,schema_A
35,Epoch_A1,9.8,156.2038,156.2038,0.0052,schema_A
36,Epoch_A1,9.8,161.5243,161.5243,0.0045,schema_A
37,Epoch_A1,9.8,166.7562,166.7562,0.0051,schema_A
38,Epoch_A1,9.8,171.8041,171.8041,0.004,schema_A
39,Epoch_A1,9.8,176.9324,176.9324,0.0058,schema_A
40,Epoch_A1,9.8,182.011,182.011,0.0052,schema_A
1,Epoch_B,4.2,0.7994,-0.7994,2.2666,schema_A
2,Epoch_B,4.2,-0.6535,-2.2163,2.2151,schema_A
3,Epoch_B,4.2,-3.0058,-3.7789,1.099,schema_A
4,Epoch_B,4.2,-4.8251,-5.3267,0.7147,schema_A
5,Epoch_B,4.2,-6.2883,-6.9346,0.9184,schema_A
6,Epoch_B,4.2,-7.9706,-8.5675,0.8495,schema_A
7,Epoch_B,4.2,-9.6758,-10.1699,0.7041,schema_B
8,Epoch_B,4.2,-12.485,-12.1401,0.4924,schema_B
9,Epoch_B,4.2,-14.7056,-14.345,0.5147,schema_B
10,Epoch_B,4.2,-16.8997,-16.5565,0.4908,schema_B
11,Epoch_B,4.2,-19.118,-18.8253,0.4185,schema_B
12,Epoch_B,4.2,-21.3801,-21.1247,0.3658,schema_B
13,Epoch_B,4.2,-23.8021,-23.5821,0.3157,schema_B
14,Epoch_B,4.2,-26.2579,-26.0579,0.2878,schema_B
15,Epoch_B,4.2,-28.5131,-28.3418,0.2468,schema_B
16,Epoch_B,4.2,-30.7441,-30.6098,0.1963,schema_B
17,Epoch_B,4.2,-32.9916,-32.8781,0.166,schema_B
18,Epoch_B,4.2,-35.2567,-35.1602,0.1415,schema_B
19,Epoch_B,4.2,-37.2965,-37.2139,0.1212,schema_B
20,Epoch_B,4.2,-39.1858,-39.1226,0.0938,schema_B
21,Epoch_B,4.2,-41.2194,-41.1694,0.0748,schema_B
22,Epoch_B,4.2,-43.243,-43.1975,0.0695,schema_B
23,Epoch_B,4.2,-45.4013,-45.3629,0.0592,schema_B
24,Epoch_B,4.2,-47.3859,-47.3511,0.0541,schema_B
25,Epoch_B,4.2,-49.5022,-49.475,0.0438,schema_B
26,Epoch_B,4.2,-51.6266,-51.6019,0.0398,schema_B
27,Epoch_B,4.2,-53.8099,-53.7889,0.0345,schema_B
28,Epoch_B,4.2,-55.9179,-55.8995,0.0314,schema_B
29,Epoch_B,4.2,-57.9951,-57.98,0.026,schema_B
30,Epoch_B,4.2,-60.055,-60.0424,0.0226,schema_B
31,Epoch_B,4.2,-62.2706,-62.2599,0.0207,schema_B
32,Epoch_B,4.2,-64.5816,-64.5718,0.0189,schema_B
33,Epoch_B,4.2,-66.7787,-66.77,0.0174,schema_B
34,Epoch_B,4.2,-68.8642,-68.8572,0.0158,schema_B
35,Epoch_B,4.2,-70.8494,-70.8437,0.0123,schema_B
36,Epoch_B,4.2,-72.727,-72.7224,0.0118,schema_B
37,Epoch_B,4.2,-74.6218,-74.6182,0.0097,schema_B
38,Epoch_B,4.2,-76.5786,-76.5755,0.0103,schema_B
39,Epoch_B,4.2,-78.7565,-78.7538,0.0091,schema_B
40,Epoch_B,4.2,-81.0043,-81.0017,0.0091,schema_B
1,Epoch_A2,9.8,0.8011,0.8011,0,schema_A
2,Epoch_A2,9.8,1.9824,1.9824,0,schema_A
3,Epoch_A2,9.8,3.7899,3.7899,0,schema_A
4,Epoch_A2,9.8,5.9239,5.9239,0,schema_A
5,Epoch_A2,9.8,8.5694,8.5694,0,schema_A
6,Epoch_A2,9.8,11.4466,11.4466,0,schema_A
7,Epoch_A2,9.8,14.5507,14.5507,0,schema_A
8,Epoch_A2,9.8,17.8813,17.8813,0,schema_A
9,Epoch_A2,9.8,21.2393,21.2393,0,schema_A
10,Epoch_A2,9.8,25.0387,25.0387,0,schema_A
11,Epoch_A2,9.8,29.2014,29.2014,0,schema_A
12,Epoch_A2,9.8,33.6451,33.6451,0,schema_A
13,Epoch_A2,9.8,38.1034,38.1034,0,schema_A
14,Epoch_A2,9.8,42.4807,42.4807,0,schema_A
15,Epoch_A2,9.8,47.102,47.102,0,schema_A
16,Epoch_A2,9.8,51.8886,51.8886,0,schema_A
17,Epoch_A2,9.8,56.9081,56.9081,0,schema_A
18,Epoch_A2,9.8,62.0671,62.0671,0,schema_A
19,Epoch_A2,9.8,67.3137,67.3137,0,schema_A
20,Epoch_A2,9.8,72.7548,72.7548,0,schema_A
21,Epoch_A2,9.8,78.0753,78.0753,0,schema_A
22,Epoch_A2,9.8,83.5148,83.5148,0,schema_A
23,Epoch_A2,9.8,88.9538,88.9538,0,schema_A
24,Epoch_A2,9.8,94.5015,94.5015,0,schema_A
25,Epoch_A2,9.8,100.1586,100.1586,0,schema_A
26,Epoch_A2,9.8,105.9283,105.9283,0,schema_A
27,Epoch_A2,9.8,111.5449,111.5449,0,schema_A
28,Epoch_A2,9.8,117.1134,117.1134,0,schema_A
29,Epoch_A2,9.8,122.4621,122.4621,0,schema_A
30,Epoch_A2,9.8,127.6229,127.6229,0,schema_A
31,Epoch_A2,9.8,132.6261,132.6261,0,schema_A
32,Epoch_A2,9.8,137.5876,137.5876,0,schema_A
33,Epoch_A2,9.8,142.628,142.628,0,schema_A
34,Epoch_A2,9.8,147.6283,147.6283,0,schema_A
35,Epoch_A2,9.8,152.7579,152.7579,0,schema_A
36,Epoch_A2,9.8,157.7728,157.7728,0,schema_A
37,Epoch_A2,9.8,162.9435,162.9435,0,schema_A
38,Epoch_A2,9.8,168.1835,168.1835,0,schema_A
39,Epoch_A2,9.8,173.4306,173.4306,0,schema_A
40,Epoch_A2,9.8,178.768,178.768,0,schema_A
