step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.6674,0.6674,0.0044,schema_A
2,Epoch_A1,9.8,1.7975,1.7975,0.0043,schema_A
3,Epoch_A1,9.8,3.4941,3.4941,0.0058,schema_A
4,Epoch_A1,9.8,5.4914,5.4914,0.0043,schema_A
5,Epoch_A1,9.8,7.9509,7.9509,0.0046,schema_A
6,Epoch_A1,9.8,10.951,10.951,0.0046,schema_A
7,Epoch_A1,9.8,14.2405,14.2405,0.0039,schema_A
8,Epoch_A1,9.8,17.8305,17.8305,0.0054,schema_A
9,Epoch_A1,9.8,21.5427,21.5427,0.0048,schema_A
10,Epoch_A1,9.8,25.2568,25.2568,0.0055,schema_A
11,Epoch_A1,9.8,29.2084,29.2084,0.005,schema_A
12,Epoch_A1,9.8,33.4707,33.4707,0.0045,schema_A
13,Epoch_A1,9.8,38.0408,38.0408,0.0043,schema_A
14,Epoch_A1,9.8,42.5374,42.5374,0.0047,schema_A
15,Epoch_A1,9.8,46.9432,46.9432,0.0054,schema_A
16,Epoch_A1,9.8,51.336,51.336,0.0049,schema_A
17,Epoch_A1,9.8,56.0077,56.0077,0.005,schema_A
18,Epoch_A1,9.8,60.6805,60.6805,0.0047,schema_A
19,Epoch_A1,9.8,65.3207,65.3207,0.005,schema_A
20,Epoch_A1,9.8,70.0521,70.0521,0.0051,schema_A
21,Epoch_A1,9.8,74.7701,74.7701,0.0047,schema_A
22,Epoch_A1,9.8,79.3937,79.3937,0.0052,schema_A
23,Epoch_A1,9.8,83.9014,83.9014,0.0056,schema_A
24,Epoch_A1,9.8,88.5311,88.5311,0.0044,schema_A
25,Epoch_A1,9.8,93.0829,93.0829,0.0051,schema_A
26,Epoch_A1,9.8,97.6479,97.6479,0.0052,schema_A
27,Epoch_A1,9.8,102.1147,102.1147,0.0049,schema_A
28,Epoch_A1,9.8,106.5524,106.5524,0.0053,schema_A
29,Epoch_A1,9.8,111.1604,111.1604,0.0045,schema_A
30,Epoch_A1,9.8,115.7926,115.7926,0.0051,schema_A
31,Epoch_A1,9.8,120.523,120.523,0.0051,schema_A
32,Epoch_A1,9.8,125.1407,125.1407,0.0046,schema_A
33,Epoch_A1,9.8,129.8337,129.8337,0.0044,schema_A
34,Epoch_A1,9.8,134.4357,134.4357,0.0056,schema_A
35,Epoch_A1,9.8,139.2814,139.2814,0.0056,schema_A
36,Epoch_A1,9.8,144.1591,144.1591,0.0051,schema_A
37,Epoch_A1,9.8,149.0105,149.0105,0.0056,schema_A
38,Epoch_A1,9.8,153.7741,153.7741,0.0045,schema_A
39,Epoch_A1,9.8,158.6015,158.6015,0.0049,schema_A
40,Epoch_A1,9.8,163.3117,163.3117,0.0049,schema_A
1,Epoch_B,4.2,0.6807,-0.6807,1.9303,schema_A
2,Epoch_B,4.2,-0.6754,-1.7684,1.5502,schema_A
3,Epoch_B,4.2,-2.1613,-3.1812,1.4472,schema_A
4,Epoch_B,4.2,-3.6895,-5.0179,1.8847,schema_A
5,Epoch_B,4.2,-6.1331,-6.9519,1.1634,schema_A
6,Epoch_B,4.2,-8.0228,-9.0912,1.5161,schema_A
7,Epoch_B,4.2,-10.5605,-11.1733,0.8718,schema_B
8,Epoch_B,4.2,-13.8222,-13.379,0.632,schema_B
9,Epoch_B,4.2,-16.0337,-15.6345,0.5695,schema_B
10,Epoch_B,4.2,-18.3312,-17.9841,0.4966,schema_B
11,Epoch_B,4.2,-20.7954,-20.4879,0.4401,schema_B
12,Epoch_B,4.2,-23.3133,-23.0347,0.3986,schema_B
13,Epoch_B,4.2,-25.9022,-25.6612,0.3463,schema_B
