step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.502,0.502,0.0048,schema_A
2,Epoch_A1,9.8,1.453,1.453,0.0046,schema_A
3,Epoch_A1,9.8,2.9228,2.9228,0.0044,schema_A
4,Epoch_A1,9.8,4.8361,4.8361,0.005,schema_A
5,Epoch_A1,9.8,7.0572,7.0572,0.005,schema_A
6,Epoch_A1,9.8,9.5746,9.5746,0.0058,schema_A
7,Epoch_A1,9.8,12.5018,12.5018,0.0052,schema_A
8,Epoch_A1,9.8,15.9039,15.9039,0.004,schema_A
9,Epoch_A1,9.8,19.4224,19.4224,0.0051,schema_A
10,Epoch_A1,9.8,23.1883,23.1883,0.0058,schema_A
11,Epoch_A1,9.8,27.0131,27.0131,0.0046,schema_A
12,Epoch_A1,9.8,31.1592,31.1592,0.0041,schema_A
13,Epoch_A1,9.8,35.3245,35.3245,0.005,schema_A
14,Epoch_A1,9.8,39.8297,39.8297,0.0051,schema_A
15,Epoch_A1,9.8,44.313,44.313,0.0049,schema_A
16,Epoch_A1,9.8,48.9354,48.9354,0.0044,schema_A
17,Epoch_A1,9.8,53.6521,53.6521,0.0053,schema_A
18,Epoch_A1,9.8,58.3566,58.3566,0.0044,schema_A
19,Epoch_A1,9.8,62.9703,62.9703,0.0039,schema_A
20,Epoch_A1,9.8,67.5172,67.5172,0.0052,schema_A
21,Epoch_A1,9.8,72.234,72.234,0.0048,schema_A
22,Epoch_A1,9.8,76.8978,76.8978,0.0048,schema_A
23,Epoch_A1,9.8,81.7185,81.7185,0.0045,schema_A
24,Epoch_A1,9.8,86.59,86.59,0.0052,schema_A
25,Epoch_A1,9.8,91.3448,91.3448,0.0048,schema_A
26,Epoch_A1,9.8,96.1811,96.1811,0.0044,schema_A
27,Epoch_A1,9.8,101.0064,101.0064,0.0054,schema_A
28,Epoch_A1,9.8,105.9093,105.9093,0.0041,schema_A
29,Epoch_A1,9.8,110.6865,110.6865,0.0052,schema_A
30,Epoch_A1,9.8,115.3489,115.3489,0.0052,schema_A
31,Epoch_A1,9.8,120.1524,120.1524,0.0047,schema_A
32,Epoch_A1,9.8,125.1913,125.1913,0.0049,schema_A
33,Epoch_A1,9.8,130.3183,130.3183,0.0052,schema_A
34,Epoch_A1,9.8,135.5446,135.5446,0.0041,schema_A
35,Epoch_A1,9.8,140.7927,140.7927,0.0053,schema_A
36,Epoch_A1,9.8,146.129,146.129,0.005,schema_A
37,Epoch_A1,9.8,151.6257,151.6257,0.0041,schema_A
38,Epoch_A1,9.8,156.9648,156.9648,0.0051,schema_A
39,Epoch_A1,9.8,162.2652,162.2652,0.0049,schema_A
40,Epoch_A1,9.8,167.6528,167.6528,0.0055,schema_A
1,Epoch_B,4.2,0.486,-0.486,1.3791,schema_A
2,Epoch_B,4.2,-0.3606,-1.3842,1.4534,schema_A
3,Epoch_B,4.2,-1.7588,-2.5004,1.0544,schema_A
4,Epoch_B,4.2,-3.1282,-3.7257,0.85,schema_A
5,Epoch_B,4.2,-4.2219,-5.2634,1.4781,schema_A
6,Epoch_B,4.2,-5.9853,-7.0942,1.5735,schema_A
7,Epoch_B,4.2,-8.1312,-9.0962,1.3691,schema_B
8,Epoch_B,4.2,-11.6606,-11.1801,0.6848,schema_B
9,Epoch_B,4.2,-13.7049,-13.2797,0.6071,schema_B
10,Epoch_B,4.2,-15.8871,-15.5228,0.5208,schema_B
11,Epoch_B,4.2,-18.0507,-17.7197,0.4726,schema_B
12,Epoch_B,4.2,-20.1808,-19.9051,0.3953,schema_B
13,Epoch_B,4.2,-22.2915,-22.0583,0.3355,schema_B
14,Epoch_B,4.2,-24.2715,-24.0762,0.2805,schema_B
15,Epoch_B,4.2,-26.1627,-26.007,0.2254,schema_B
16,Epoch_B,4.2,-28.24,-28.1133,0.1829,schema_B
17,Epoch_B,4.2,-30.2774,-30.1599,0.1721,schema_B
18,Epoch_B,4.2,-32.5304,-32.4333,0.1426,schema_B
19,Epoch_B,4.2,-34.8866,-34.7949,0.1346,schema_B
20,Epoch_B,4.2,-37.2001,-37.1191,0.1182,schema_B
21,Epoch_B,4.2,-39.6574,-39.5896,0.1009,schema_B
22,Epoch_B,4.2,-42.1867,-42.1255,0.0918,schema_B
23,Epoch_B,4.2,-44.7013,-44.6478,0.0807,schema_B
24,Epoch_B,4.2,-47.0365,-46.9912,0.0687,schema_B
25,Epoch_B,4.2,-49.3654,-49.3297,0.0559,schema_B
26,Epoch_B,4.2,-51.7015,-51.6712,0.048,schema_B
27,Epoch_B,4.2,-54.1826,-54.1568,0.0414,schema_B
28,Epoch_B,4.2,-56.5433,-56.52,0.0374,schema_B
29,Epoch_B,4.2,-58.8596,-58.8408,0.0315,schema_B
30,Epoch_B,4.2,-60.934,-60.9183,0.0256,schema_B
31,Epoch_B,4.2,-63.2236,-63.2116,0.022,schema_B
32,Epoch_B,4.2,-65.3851,-65.3739,0.0207,schema_B
33,Epoch_B,4.2,-67.4593,-67.4503,0.0178,schema_B
34,Epoch_B,4.2,-69.4148,-69.4075,0.0157,schema_B
35,Epoch_B,4.2,-71.5153,-71.5094,0.0131,schema_B
36,Epoch_B,4.2,-73.7905,-73.7851,0.0127,schema_B
37,Epoch_B,4.2,-76.1858,-76.1809,0.0119,schema_B
38,Epoch_B,4.2,-78.641,-78.6365,0.0122,schema_B
39,Epoch_B,4.2,-81.0343,-81.0304,0.0111,schema_B
40,Epoch_B,4.2,-83.53,-83.5268,0.0099,schema_B
1,Epoch_A2,9.8,0.8019,0.8019,0,schema_A
2,Epoch_A2,9.8,2.3474,2.3474,0,schema_A
3,Epoch_A2,9.8,4.3615,4.3615,0,schema_A
4,Epoch_A2,9.8,6.9444,6.9444,0,schema_A
5,Epoch_A2,9.8,9.9299,9.9299,0,schema_A
6,Epoch_A2,9.8,13.2572,13.2572,0,schema_A
7,Epoch_A2,9.8,17.0336,17.0336,0,schema_A
8,Epoch_A2,9.8,21.101,21.101,0,schema_A
9,Epoch_A2,9.8,25.2245,25.2245,0,schema_A
10,Epoch_A2,9.8,29.5523,29.5523,0,schema_A
11,Epoch_A2,9.8,34.0905,34.0905,0,schema_A
12,Epoch_A2,9.8,38.6895,38.6895,0,schema_A
13,Epoch_A2,9.8,43.2757,43.2757,0,schema_A
14,Epoch_A2,9.8,47.8396,47.8396,0,schema_A
15,Epoch_A2,9.8,52.5385,52.5385,0,schema_A
16,Epoch_A2,9.8,57.3586,57.3586,0,schema_A
17,Epoch_A2,9.8,62.1472,62.1472,0,schema_A
18,Epoch_A2,9.8,67.067,67.067,0,schema_A
19,Epoch_A2,9.8,71.9133,71.9133,0,schema_A
20,Epoch_A2,9.8,77.0251,77.0251,0,schema_A
21,Epoch_A2,9.8,82.3006,82.3006,0,schema_A
22,Epoch_A2,9.8,87.5996,87.5996,0,schema_A
23,Epoch_A2,9.8,92.9821,92.9821,0,schema_A
24,Epoch_A2,9.8,98.4666,98.4666,0,schema_A
25,Epoch_A2,9.8,103.845,103.845,0,schema_A
26,Epoch_A2,9.8,109.143,109.143,0,schema_A
27,Epoch_A2,9.8,114.4592,114.4592,0,schema_A
28,Epoch_A2,9.8,119.5776,119.5776,0,schema_A
29,Epoch_A2,9.8,124.901,124.901,0,schema_A
30,Epoch_A2,9.8,130.0487,130.0487,0,schema_A
