step,epoch,gravity,pred_x,actual_x,error,active_schema
1,Epoch_A1,9.8,0.5986,0.5986,0.004,schema_A
2,Epoch_A1,9.8,1.6255,1.6255,0.0047,schema_A
3,Epoch_A1,9.8,3.0498,3.0498,0.0052,schema_A
4,Epoch_A1,9.8,4.732,4.732,0.005,schema_A
5,Epoch_A1,9.8,6.7039,6.7039,0.0035,schema_A
6,Epoch_A1,9.8,9.1589,9.1589,0.0049,schema_A
7,Epoch_A1,9.8,11.9052,11.9052,0.0044,schema_A
8,Epoch_A1,9.8,14.8855,14.8855,0.0054,schema_A
9,Epoch_A1,9.8,17.9644,17.9644,0.0054,schema_A
10,Epoch_A1,9.8,21.1464,21.1464,0.0044,schema_A
11,Epoch_A1,9.8,24.4014,24.4014,0.006,schema_A
12,Epoch_A1,9.8,27.7366,27.7366,0.0057,schema_A
13,Epoch_A1,9.8,31.3623,31.3623,0.0051,schema_A
14,Epoch_A1,9.8,35.1419,35.1419,0.005,schema_A
15,Epoch_A1,9.8,39.0958,39.0958,0.0053,schema_A
16,Epoch_A1,9.8,43.1101,43.1101,0.0048,schema_A
17,Epoch_A1,9.8,47.173,47.173,0.0057,schema_A
18,Epoch_A1,9.8,51.5204,51.5204,0.0052,schema_A
19,Epoch_A1,9.8,55.9567,55.9567,0.0058,schema_A
20,Epoch_A1,9.8,60.5988,60.5988,0.0052,schema_A
21,Epoch_A1,9.8,65.3866,65.3866,0.0046,schema_A
22,Epoch_A1,9.8,70.2928,70.2928,0.0058,schema_A
23,Epoch_A1,9.8,75.286,75.286,0.0046,schema_A
24,Epoch_A1,9.8,80.2987,80.2987,0.0049,schema_A
25,Epoch_A1,9.8,85.4723,85.4723,0.0048,schema_A
26,Epoch_A1,9.8,90.7984,90.7984,0.0046,schema_A
27,Epoch_A1,9.8,96.2671,96.2671,0.0053,schema_A
28,Epoch_A1,9.8,101.5995,101.5995,0.0051,schema_A
29,Epoch_A1,9.8,106.7231,106.7231,0.005,schema_A
30,Epoch_A1,9.8,111.8878,111.8878,0.0043,schema_A
31,Epoch_A1,9.8,117.2804,117.2804,0.0048,schema_A
